Trial#,Sequence#,Response Time,Trial Type(mean-std),Shade,Resp,Missed,Reply,Accumulated Amount
1,6,1.521(s),Control_Trial(3-1),3 & 2,1,0,1,$0.1
2,6,1.945(s),Control_Trial(3-1),4 & 3,1,0,1,$0.2
3,6,0.68(s),Control_Trial(3-1),3 & 4,1,0,1,$0.3
4,6,1.007(s),Control_Trial(3-1),3 & 4,1,0,1,$0.4
5,6,0.771(s),Control_Trial(3-1),3 & 2,1,0,1,$0.5
6,6,0.476(s),Control_Trial(3-1),3 & 4,1,0,1,$0.6
7,6,0.564(s),Control_Trial(3-1),3 & 2,1,0,1,$0.7
8,6,0.452(s),Control_Trial(3-1),3 & 4,1,0,1,$0.8
9,6,0.817(s),Control_Trial(3-1),3 & 4,1,0,1,$0.9
10,6,2.928(s),Control_Same_Color_Trial(3-1),2 & 2,1,0,1,$1
11,6,0.792(s),Control_Trial(3-1),3 & 2,1,0,1,$1.1
12,6,0.731(s),Control_Trial(3-1),4 & 3,1,0,1,$1.2
13,6,2.175(s),Control_Trial(3-1),3 & 2,1,0,1,$1.3
14,6,1.731(s),Control_Trial(3-1),3 & 2,1,0,1,$1.4
15,6,0.59(s),Control_Trial(3-1),2 & 3,1,0,1,$1.5
16,6,0.792(s),Control_Trial(3-1),3 & 2,1,0,1,$1.6
17,6,0.571(s),Control_Trial(3-1),3 & 2,1,0,1,$1.7
18,6,1.204(s),Control_Same_Color_Trial(3-1),2 & 2,0,0,0.5,$1.45
19,6,1.877(s),Control_Trial(3-1),3 & 2,1,0,1,$1.55
20,6,0.692(s),Control_Trial(3-1),2 & 3,1,0,1,$1.65
21,6,1.448(s),Control_Trial(3-1),3 & 4,1,0,1,$1.75
22,6,0.667(s),Control_Trial(3-1),2 & 3,1,0,1,$1.85
23,6,0.6(s),Control_Trial(3-1),2 & 3,1,0,1,$1.95
24,6,0.501(s),Control_Trial(3-1),3 & 4,1,0,1,$2.05
25,6,0.718(s),Control_Same_Color_Trial(3-1),3 & 3,0,0,0.5,$1.8
26,6,0.464(s),Control_Trial(3-1),2 & 3,1,0,1,$1.9
27,6,0.547(s),Control_Trial(3-1),3 & 4,1,0,1,$2
28,6,0.828(s),Control_Trial(3-1),3 & 4,1,0,1,$2.1
29,6,0.72(s),Control_Trial(3-1),3 & 4,1,0,1,$2.2
30,6,0.76(s),Control_Trial(3-1),4 & 3,1,0,1,$2.3
31,6,0.883(s),Control_Trial(3-1),3 & 2,1,0,1,$2.4
32,6,0.74(s),Control_Trial(3-1),4 & 3,1,0,1,$2.5
33,6,0.827(s),Control_Trial(3-1),3 & 2,1,0,1,$2.6
34,6,0.582(s),Control_Trial(3-1),3 & 4,1,0,1,$2.7
35,6,0.629(s),Control_Trial(3-1),4 & 3,1,0,1,$2.8
