id_combined,date,experiment,us,treatment,trust_promise,trust,promise,default_yes,default_no,promise_yes,reported_diceroll,correct_guess,age,female,education,universitydegree,sector,employed,highincome,politicalright,believeingod,believeinfreewill,generaltrust,age_35,am_politics,am_god,am_freewill,am_trust,reciprocity_norms,moral_obligation,consistency,negative_emotion,positive_emotion,activepromise_treatment,default_treatment
2717,06/13/2021 10:28,2,0,Promise,0,0,1,,,1,2,1,53,0,4,1,1,1,,3,1,6,8,1,0,0,0,0,10,11,11,5,11,1,
2719,06/13/2021 10:59,2,0,Trust_promise,1,0,0,,,1,1,0,24,1,2,0,2,1,0,6,1,11,3,0,0,0,1,0,11,11,11,11,11,1,
2721,06/13/2021 10:32,2,0,Control,0,0,0,,,,2,0,78,0,1,0,3,0,0,7,11,11,7,1,1,1,1,0,5,10,11,3,4,0,
2723,06/13/2021 10:30,2,0,Trust_promise,1,0,0,,,1,2,1,55,1,2,0,3,0,0,7,9,10,6,1,1,1,1,0,11,11,10,10,11,1,
2725,06/13/2021 10:43,2,0,Control,0,0,0,,,,4,0,41,1,4,1,2,1,1,4,7,9,8,1,0,1,0,0,11,11,6,11,6,0,
2727,06/13/2021 10:31,2,0,Trust,0,1,0,,,,1,0,64,1,2,0,1,1,1,1,1,8,11,1,0,0,0,1,1,11,11,11,1,,
2729,06/13/2021 10:32,2,0,Promise,0,0,1,,,1,5,0,26,1,2,0,3,0,,6,6,9,8,0,0,1,0,0,11,11,11,11,6,1,
2731,06/13/2021 10:34,2,0,Control,0,0,0,,,,5,0,72,0,3,1,3,0,0,9,9,10,9,1,1,1,1,1,11,11,9,11,9,0,
2733,06/13/2021 10:35,2,0,Promise,0,0,1,,,1,4,1,62,0,2,0,3,0,0,4,1,6,9,1,0,0,0,1,9,10,9,4,7,1,
2735,06/13/2021 10:37,2,0,Trust_promise,1,0,0,,,1,6,0,55,0,2,0,3,0,0,1,6,11,9,1,0,1,1,1,11,11,11,11,11,1,
2737,06/13/2021 10:38,2,0,Trust,0,1,0,,,,4,0,65,1,3,1,3,0,0,6,11,9,9,1,0,1,0,1,11,11,11,11,11,,
2739,06/13/2021 10:39,2,0,Trust_promise,1,0,0,,,1,6,0,51,1,3,1,1,1,1,7,2,7,7,1,1,0,0,0,11,11,10,5,5,1,
2741,06/13/2021 10:46,2,0,Trust,0,1,0,,,,3,0,28,1,2,0,1,1,0,6,2,10,4,0,0,0,1,0,11,11,11,1,11,,
2743,06/13/2021 10:42,2,0,Promise,0,0,1,,,1,5,0,75,0,2,0,3,0,,6,3,7,7,1,0,0,0,0,7,6,6,1,6,1,
2745,06/13/2021 10:42,2,0,Control,0,0,0,,,,6,0,37,1,3,1,1,1,0,6,2,7,7,1,0,0,0,0,11,11,7,10,6,0,
2747,06/13/2021 10:47,2,0,Trust,0,1,0,,,,6,1,53,0,4,1,1,1,,6,8,9,6,1,0,1,0,0,11,11,10,11,6,,
2749,06/13/2021 10:50,2,0,Trust_promise,1,0,0,,,1,6,0,78,0,4,1,3,0,1,7,1,9,7,1,1,0,0,0,7,8,10,7,3,1,
2751,06/13/2021 10:50,2,0,Promise,0,0,1,,,1,2,0,76,0,3,1,3,0,1,9,6,6,6,1,1,1,0,0,8,8,8,6,5,1,
2753,06/13/2021 10:49,2,0,Trust_promise,1,0,0,,,1,1,0,32,1,3,1,2,1,1,2,1,9,9,0,0,0,0,1,11,8,11,6,2,1,
2755,06/13/2021 10:48,2,0,Control,0,0,0,,,,1,1,53,0,3,1,1,1,1,8,6,9,6,1,1,1,0,0,11,9,8,10,8,0,
2757,06/13/2021 10:50,2,0,Control,0,0,0,,,,4,0,73,0,6,0,3,0,,8,6,11,8,1,1,1,1,0,7,11,11,6,6,0,
2759,06/13/2021 10:52,2,0,Promise,0,0,1,,,1,1,1,54,0,4,1,1,1,1,4,11,11,6,1,0,1,1,0,10,10,11,6,11,1,
2761,06/13/2021 10:50,2,0,Trust,0,1,0,,,,6,1,59,0,1,0,2,1,,6,9,8,11,1,0,1,0,1,11,9,8,8,9,,
2763,06/13/2021 10:56,2,0,Trust_promise,1,0,0,,,1,2,1,74,0,2,0,3,0,0,4,2,7,8,1,0,0,0,0,9,9,9,8,6,1,
2765,06/13/2021 10:53,2,0,Control,0,0,0,,,,1,1,55,0,4,1,2,1,1,4,11,8,4,1,0,1,0,0,9,9,11,9,8,0,
2767,06/13/2021 10:56,2,0,Trust,0,1,0,,,,2,0,67,1,2,0,1,1,0,5,1,11,8,1,0,0,1,0,11,11,11,11,11,,
2769,06/13/2021 10:56,2,0,Promise,0,0,1,,,1,5,1,64,1,2,0,3,0,0,4,3,9,9,1,0,0,0,1,9,9,9,2,9,1,
2771,06/13/2021 10:57,2,0,Control,0,0,0,,,,5,0,59,0,4,1,1,1,,8,5,4,6,1,1,1,0,0,11,7,11,1,6,0,
2773,06/13/2021 10:59,2,0,Promise,0,0,1,,,1,4,0,41,1,4,1,1,1,1,2,1,11,3,1,0,0,1,0,11,11,11,11,11,1,
2775,06/13/2021 11:01,2,0,Trust_promise,1,0,0,,,1,3,0,55,0,2,0,2,1,0,6,8,10,10,1,0,1,1,1,1,11,11,11,1,1,
2777,06/13/2021 11:02,2,0,Promise,0,0,1,,,1,1,0,57,1,4,1,2,1,0,5,6,9,9,1,0,1,0,1,10,11,11,11,6,1,
2779,06/13/2021 10:59,2,0,Trust,0,1,0,,,,2,0,32,1,4,1,2,1,1,5,1,8,7,0,0,0,0,0,11,9,11,11,6,,
2781,06/13/2021 11:00,2,0,Control,0,0,0,,,,1,0,25,1,4,1,2,1,1,6,1,11,9,0,0,0,1,1,11,11,11,11,11,0,
2783,06/13/2021 11:02,2,0,Trust,0,1,0,,,,1,0,34,1,4,1,1,1,1,6,1,8,6,0,0,0,0,0,9,6,10,7,4,,
2785,06/13/2021 11:01,2,0,Trust_promise,1,0,0,,,1,1,0,24,1,2,0,3,0,,6,2,11,8,0,0,0,1,0,11,6,11,6,11,1,
2787,06/13/2021 11:12,2,0,Promise,0,0,1,,,1,6,1,61,0,2,0,2,1,0,9,1,10,9,1,1,0,1,1,11,11,11,4,11,1,
2789,06/13/2021 11:14,2,0,Control,0,0,0,,,,1,1,48,0,4,1,2,1,1,4,1,11,11,1,0,0,1,1,8,7,8,6,1,0,
2791,06/13/2021 11:21,2,0,Promise,0,0,1,,,1,2,0,81,0,3,1,3,0,0,11,10,11,9,1,1,1,1,1,11,11,11,6,11,1,
2793,06/13/2021 11:23,2,0,Trust,0,1,0,,,,2,0,73,0,3,1,3,0,0,5,11,7,8,1,0,1,0,0,11,11,11,11,11,,
2795,06/13/2021 11:21,2,0,Trust_promise,1,0,0,,,1,5,0,55,0,2,0,1,1,1,3,1,6,8,1,0,0,0,0,7,10,11,6,8,1,
2797,06/13/2021 11:23,2,0,Control,0,0,0,,,,2,0,68,0,2,0,3,0,0,5,6,11,7,1,0,1,1,0,8,11,7,9,7,0,
2799,06/13/2021 11:22,2,0,Trust,0,1,0,,,,3,0,45,1,3,1,1,1,0,7,11,2,8,1,1,1,0,0,9,11,11,11,11,,
2801,06/13/2021 13:38,2,0,Promise,0,0,1,,,1,1,0,69,0,2,0,3,0,,9,7,9,8,1,1,1,0,0,11,11,11,11,11,1,
2803,06/13/2021 11:24,2,0,Trust_promise,1,0,0,,,1,5,0,77,0,2,0,1,1,,4,6,6,9,1,0,1,0,1,11,11,10,10,11,1,
2805,06/13/2021 11:23,2,0,Trust,0,1,0,,,,3,1,55,0,3,1,2,1,0,6,1,4,8,1,0,0,0,0,11,11,11,9,11,,
2807,06/13/2021 11:26,2,0,Promise,0,0,1,,,1,1,0,19,1,2,0,1,1,0,4,1,11,8,0,0,0,1,0,11,11,11,8,11,1,
2809,06/13/2021 11:27,2,0,Control,0,0,0,,,,6,1,59,1,3,1,2,1,1,3,1,9,10,1,0,0,0,1,11,11,11,11,11,0,
2811,06/13/2021 11:27,2,0,Trust,0,1,0,,,,1,0,65,0,1,0,3,0,0,2,1,11,9,1,0,0,1,1,11,11,11,11,11,,
2813,06/13/2021 11:26,2,0,Control,0,0,0,,,,6,0,57,1,2,0,1,1,0,8,5,8,7,1,1,1,0,0,11,11,11,11,11,0,
2815,06/13/2021 11:33,2,0,Promise,0,0,1,,,1,5,0,53,1,3,1,2,1,1,8,3,8,8,1,1,0,0,0,11,11,11,11,11,1,
2817,06/13/2021 11:36,2,0,Trust_promise,1,0,0,,,1,4,0,63,0,2,0,1,1,0,6,6,9,9,1,0,1,0,1,7,7,9,2,8,1,
2819,06/13/2021 11:36,2,0,Trust_promise,1,0,0,,,1,5,1,25,1,3,1,2,1,0,6,4,6,7,0,0,0,0,0,8,8,9,7,6,1,
2821,06/13/2021 11:39,2,0,Trust,0,1,0,,,,2,0,71,0,2,0,3,0,0,3,6,11,9,1,0,1,1,1,11,11,11,6,10,,
2823,06/13/2021 11:42,2,0,Promise,0,0,1,,,0,6,1,63,0,2,0,3,0,0,7,11,9,8,1,1,1,0,0,11,11,10,10,11,1,
2825,06/13/2021 11:42,2,0,Control,0,0,0,,,,5,0,62,0,4,1,2,1,1,10,1,10,9,1,1,0,1,1,10,10,10,9,9,0,
2827,06/13/2021 11:44,2,0,Trust,0,1,0,,,,4,0,36,1,3,1,1,1,0,3,1,11,3,1,0,0,1,0,1,10,7,11,1,,
2829,06/13/2021 11:42,2,0,Trust_promise,1,0,0,,,1,4,1,54,0,2,0,1,1,1,11,11,11,8,1,1,1,1,0,11,11,11,11,11,1,
2831,06/13/2021 11:45,2,0,Promise,0,0,1,,,1,4,0,61,0,2,0,1,1,0,8,7,6,9,1,1,1,0,1,11,11,11,11,11,1,
2833,06/13/2021 11:45,2,0,Control,0,0,0,,,,1,1,51,1,4,1,1,1,,8,9,11,9,1,1,1,1,1,11,11,11,10,6,0,
2835,06/13/2021 11:49,2,0,Trust,0,1,0,,,,4,1,59,1,2,0,1,1,,6,3,11,5,1,0,0,1,0,11,11,11,11,11,,
2837,06/13/2021 11:53,2,0,Control,0,0,0,,,,6,0,72,1,4,1,3,0,0,3,6,9,9,1,0,1,0,1,7,11,9,11,11,0,
2839,06/13/2021 11:51,2,0,Promise,0,0,1,,,1,1,0,54,1,2,0,2,1,0,7,9,10,8,1,1,1,1,0,9,11,10,11,1,1,
2841,06/13/2021 11:53,2,0,Trust_promise,1,0,0,,,1,3,0,29,1,3,1,1,1,0,3,1,7,6,0,0,0,0,0,1,6,2,1,6,1,
2843,06/13/2021 11:57,2,0,Control,0,0,0,,,,4,1,75,0,3,1,3,0,1,8,6,8,6,1,1,1,0,0,11,11,11,11,11,0,
2845,06/13/2021 11:55,2,0,Trust_promise,1,0,0,,,1,4,0,64,0,4,1,2,1,1,9,1,11,8,1,1,0,1,0,7,11,11,7,6,1,
2847,06/13/2021 12:06,2,0,Trust,0,1,0,,,,1,0,71,0,4,1,3,0,0,5,3,8,8,1,0,0,0,0,11,11,11,11,11,,
2849,06/13/2021 12:11,2,0,Promise,0,0,1,,,1,5,0,68,1,4,1,3,0,0,5,6,10,8,1,0,1,1,0,9,11,11,11,10,1,
2851,06/13/2021 20:43,2,0,Trust,0,1,0,,,,4,1,72,0,4,1,3,0,0,2,9,10,9,1,0,1,1,1,11,11,11,11,11,,
2853,06/13/2021 12:12,2,0,Trust,0,1,0,,,,3,1,28,1,4,1,2,1,1,3,1,8,9,0,0,0,0,1,11,9,11,11,10,,
2855,06/13/2021 12:22,2,0,Control,0,0,0,,,,6,0,45,1,5,1,2,1,1,6,8,11,11,1,0,1,1,1,9,9,11,11,11,0,
2857,06/13/2021 12:26,2,0,Promise,0,0,1,,,1,3,1,50,0,4,1,2,1,1,6,1,9,4,1,0,0,0,0,11,11,11,11,11,1,
2859,06/13/2021 12:31,2,0,Trust_promise,1,0,0,,,1,6,0,57,1,2,0,2,1,0,8,5,9,8,1,1,1,0,0,11,11,11,11,11,1,
2861,06/13/2021 12:34,2,0,Trust_promise,1,0,0,,,1,2,0,72,0,2,0,3,0,0,6,5,6,8,1,0,1,0,0,11,11,11,11,11,1,
2863,06/13/2021 12:37,2,0,Trust,0,1,0,,,,5,1,52,1,2,0,2,1,0,2,1,9,10,1,0,0,0,1,11,11,11,11,11,,
2865,06/13/2021 12:46,2,0,Control,0,0,0,,,,6,0,49,1,3,1,2,1,1,4,8,6,7,1,0,1,0,0,8,6,10,6,2,0,
2867,06/13/2021 12:50,2,0,Promise,0,0,1,,,1,2,0,59,0,2,0,1,1,1,7,7,7,7,1,1,1,0,0,7,9,8,6,4,1,
2869,06/13/2021 13:00,2,0,Promise,0,0,1,,,1,3,0,51,0,2,0,1,1,1,8,6,6,6,1,1,1,0,0,8,8,9,7,6,1,
2871,06/13/2021 12:56,2,0,Control,0,0,0,,,,3,1,47,0,3,1,1,1,,9,1,11,9,1,1,0,1,1,11,11,11,11,11,0,
2873,06/13/2021 13:03,2,0,Trust,0,1,0,,,,4,1,53,0,2,0,1,1,1,9,6,9,9,1,1,1,0,1,10,11,11,11,9,,
2875,06/13/2021 13:11,2,0,Trust_promise,1,0,0,,,1,2,0,72,0,2,0,3,0,1,6,9,11,3,1,0,1,1,0,11,11,11,11,11,1,
2877,06/13/2021 13:14,2,0,Promise,0,0,1,,,1,4,1,70,0,1,0,3,0,0,9,1,11,8,1,1,0,1,0,11,11,11,11,11,1,
2879,06/13/2021 13:16,2,0,Trust,0,1,0,,,,4,0,63,0,3,1,3,0,,6,6,5,8,1,0,1,0,0,7,11,11,11,11,,
2881,06/13/2021 13:17,2,0,Control,0,0,0,,,,4,0,52,0,2,0,1,1,1,7,4,9,9,1,1,0,0,1,11,9,11,10,9,0,
2883,06/13/2021 13:17,2,0,Trust_promise,1,0,0,,,1,1,0,44,0,3,1,1,1,1,9,1,11,6,1,1,0,1,0,11,11,11,6,9,1,
2885,06/13/2021 13:24,2,0,Trust,0,1,0,,,,3,0,76,0,6,0,3,0,,9,6,6,9,1,1,1,0,1,11,11,11,11,11,,
2887,06/13/2021 13:26,2,0,Promise,0,0,1,,,1,4,0,55,1,2,0,3,0,0,8,3,10,7,1,1,0,1,0,11,11,11,11,11,1,
2889,06/13/2021 13:26,2,0,Trust_promise,1,0,0,,,1,4,0,52,0,6,0,1,1,,4,1,1,7,1,0,0,0,0,7,2,6,3,3,1,
2891,06/13/2021 13:32,2,0,Control,0,0,0,,,,6,0,67,0,3,1,3,0,1,1,9,8,9,1,0,1,0,1,11,9,9,11,4,0,
2893,06/13/2021 13:35,2,0,Trust_promise,1,0,0,,,1,5,0,26,0,2,0,1,1,0,6,11,11,7,0,0,1,1,0,11,11,11,11,11,1,
2895,06/13/2021 13:44,2,0,Trust,0,1,0,,,,3,0,71,0,3,1,3,0,0,9,6,9,8,1,1,1,0,0,9,10,11,11,10,,
2897,06/13/2021 13:53,2,0,Promise,0,0,1,,,1,5,1,67,0,3,1,3,0,0,3,6,9,9,1,0,1,0,1,11,9,9,11,4,1,
2899,06/13/2021 13:51,2,0,Control,0,0,0,,,,6,0,57,1,3,1,1,1,,6,11,11,10,1,0,1,1,1,11,11,11,11,1,0,
2901,06/13/2021 13:55,2,0,Trust,0,1,0,,,,5,0,53,1,2,0,2,1,0,8,1,8,6,1,1,0,0,0,11,11,11,11,1,,
2903,06/13/2021 14:08,2,0,Control,0,0,0,,,,3,0,89,0,4,1,3,0,1,7,1,9,8,1,1,0,0,0,8,11,8,6,7,0,
2905,06/13/2021 14:17,2,0,Trust_promise,1,0,0,,,1,6,0,52,1,2,0,1,1,1,6,5,7,7,1,0,1,0,0,10,11,11,11,11,1,
2907,06/13/2021 14:18,2,0,Control,0,0,0,,,,3,0,58,0,2,0,1,1,,11,11,11,6,1,1,1,1,0,11,11,11,11,11,0,
2909,06/13/2021 14:22,2,0,Trust_promise,1,0,0,,,1,2,0,61,1,2,0,2,1,0,3,1,9,7,1,0,0,0,0,11,11,11,11,11,1,
2911,06/13/2021 14:36,2,0,Trust,0,1,0,,,,3,0,72,0,3,1,3,0,1,8,4,9,8,1,1,0,0,0,5,2,10,4,5,,
2913,06/13/2021 14:42,2,0,Promise,0,0,1,,,1,2,0,57,0,2,0,1,1,1,10,6,5,5,1,1,1,0,0,11,11,11,11,1,1,
2915,06/13/2021 14:44,2,0,Promise,0,0,1,,,1,5,1,56,0,3,1,1,1,1,8,8,11,9,1,1,1,1,1,11,10,11,6,11,1,
2917,06/13/2021 14:49,2,0,Trust_promise,1,0,0,,,1,1,0,52,1,4,1,2,1,1,3,8,11,8,1,0,1,1,0,1,11,11,1,11,1,
2919,06/13/2021 14:55,2,0,Trust,0,1,0,,,,1,0,73,0,3,1,3,0,1,10,1,11,8,1,1,0,1,0,11,11,11,10,11,,
2921,06/13/2021 15:05,2,0,Control,0,0,0,,,,1,0,74,0,4,1,3,0,,2,2,9,8,1,0,0,0,0,7,11,11,10,2,0,
2923,06/13/2021 15:08,2,0,Trust_promise,1,0,0,,,1,2,0,69,1,3,1,3,0,0,7,1,8,10,1,1,0,0,1,11,10,10,11,10,1,
2925,06/13/2021 15:13,2,0,Promise,0,0,1,,,1,3,0,56,0,3,1,1,1,1,5,1,9,8,1,0,0,0,0,10,8,9,9,5,1,
2927,06/13/2021 15:12,2,0,Control,0,0,0,,,,4,0,67,1,3,1,3,0,1,8,2,10,8,1,1,0,1,0,10,10,10,10,10,0,
2929,06/13/2021 15:16,2,0,Trust,0,1,0,,,,5,1,52,0,3,1,2,1,1,8,8,11,9,1,1,1,1,1,11,11,11,11,9,,
2931,06/13/2021 15:18,2,0,Promise,0,0,1,,,1,2,0,75,0,6,0,3,0,,6,6,8,8,1,0,1,0,0,7,11,6,6,6,1,
2933,06/13/2021 15:28,2,0,Trust_promise,1,0,0,,,1,3,0,69,0,5,1,3,0,0,4,2,8,8,1,0,0,0,0,10,10,9,4,7,1,
2935,06/13/2021 15:26,2,0,Control,0,0,0,,,,1,0,55,0,3,1,1,1,1,6,11,11,9,1,0,1,1,1,11,11,11,11,11,0,
2937,06/13/2021 15:21,2,0,Trust,0,1,0,,,,2,1,51,1,3,1,2,1,1,6,5,8,7,1,0,1,0,0,11,11,11,11,1,,
2939,06/13/2021 15:56,2,0,Trust_promise,1,0,0,,,1,5,0,39,1,4,1,2,1,0,4,1,9,9,1,0,0,0,1,11,11,11,11,11,1,
2941,06/13/2021 16:06,2,0,Control,0,0,0,,,,2,0,73,0,2,0,3,0,0,8,5,9,6,1,1,1,0,0,9,9,8,11,11,0,
2943,06/13/2021 16:12,2,0,Promise,0,0,1,,,1,4,0,47,1,5,1,2,1,1,8,1,11,3,1,1,0,1,0,1,1,11,1,1,1,
2945,06/13/2021 16:09,2,0,Trust,0,1,0,,,,6,0,57,0,2,0,1,1,1,7,2,7,8,1,1,0,0,0,11,11,11,11,11,,
2947,06/13/2021 16:20,2,0,Control,0,0,0,,,,3,0,47,0,3,1,1,1,0,5,1,8,8,1,0,0,0,0,10,9,10,8,6,0,
2949,06/13/2021 16:24,2,0,Promise,0,0,1,,,1,3,1,27,0,2,0,1,1,1,9,1,8,8,0,1,0,0,0,10,10,10,10,10,1,
2951,06/13/2021 16:58,2,0,Trust,0,1,0,,,,1,0,42,0,4,1,1,1,1,3,8,9,9,1,0,1,0,1,8,9,7,8,9,,
2953,06/13/2021 17:00,2,0,Trust_promise,1,0,0,,,1,4,0,55,0,4,1,1,1,1,5,6,11,8,1,0,1,1,0,11,11,11,11,4,1,
2955,06/13/2021 17:01,2,0,Control,0,0,0,,,,2,0,74,1,3,1,3,0,,2,1,11,7,1,0,0,1,0,7,11,11,9,1,0,
2957,06/13/2021 17:04,2,0,Trust,0,1,0,,,,2,0,53,0,2,0,3,0,0,4,1,9,9,1,0,0,0,1,11,11,11,11,11,,
2959,06/13/2021 17:10,2,0,Promise,0,0,1,,,1,6,1,70,0,2,0,3,0,0,9,1,8,9,1,1,0,0,1,11,11,11,11,11,1,
2961,06/13/2021 17:54,2,0,Control,0,0,0,,,,4,0,56,1,2,0,2,1,0,6,10,11,8,1,0,1,1,0,11,11,11,10,1,0,
2963,06/13/2021 17:16,2,0,Trust_promise,1,0,0,,,1,1,0,80,0,3,1,3,0,0,2,2,3,6,1,0,0,0,0,11,10,10,11,11,1,
2965,06/13/2021 17:13,2,0,Trust,0,1,0,,,,3,0,49,1,2,0,2,1,1,6,4,10,6,1,0,0,1,0,10,11,11,6,10,,
2967,06/13/2021 17:18,2,0,Control,0,0,0,,,,2,0,78,1,4,1,3,0,1,5,11,11,7,1,0,1,1,0,11,11,11,10,8,0,
2969,06/13/2021 17:20,2,0,Trust_promise,1,0,0,,,1,5,1,29,0,2,0,1,1,1,1,1,1,4,0,0,0,0,0,9,1,9,1,8,1,
2971,06/13/2021 17:22,2,0,Promise,0,0,1,,,1,3,0,63,0,2,0,2,1,1,5,4,11,5,1,0,0,1,0,11,11,11,11,11,1,
2973,06/13/2021 17:25,2,0,Trust,0,1,0,,,,5,1,66,0,6,0,2,1,,4,9,8,8,1,0,1,0,0,11,11,10,6,11,,
2975,06/13/2021 17:44,2,0,Trust_promise,1,0,0,,,1,3,0,42,0,2,0,1,1,1,9,6,10,9,1,1,1,1,1,11,11,11,11,10,1,
2977,06/13/2021 17:58,2,0,Trust_promise,1,0,0,,,1,2,0,51,1,2,0,3,0,0,6,11,11,5,1,0,1,1,0,11,11,11,11,11,1,
2979,06/13/2021 18:14,2,0,Promise,0,0,1,,,1,1,0,63,0,3,1,2,1,1,6,1,11,6,1,0,0,1,0,9,9,8,1,6,1,
2981,06/13/2021 18:38,2,0,Promise,0,0,1,,,1,2,0,53,0,6,0,2,1,,5,4,8,8,1,0,0,0,0,9,11,11,10,6,1,
2983,06/13/2021 18:38,2,0,Trust,0,1,0,,,,1,0,19,1,2,0,1,1,0,1,3,11,7,0,0,0,1,0,11,11,11,9,11,,
2985,06/13/2021 18:44,2,0,Control,0,0,0,,,,2,0,69,0,3,1,3,0,,6,1,6,6,1,0,0,0,0,7,11,6,6,6,0,
2987,06/13/2021 18:48,2,0,Control,0,0,0,,,,2,0,58,1,1,0,3,0,,6,2,3,7,1,0,0,0,0,11,11,11,11,11,0,
2989,06/13/2021 18:47,2,0,Trust_promise,1,0,0,,,1,6,1,33,1,3,1,3,0,0,11,1,11,6,0,1,0,1,0,11,8,9,9,9,1,
2991,06/13/2021 18:54,2,0,Promise,0,0,1,,,1,6,0,69,0,4,1,3,0,0,5,2,10,9,1,0,0,1,1,7,9,9,11,5,1,
2993,06/13/2021 18:52,2,0,Trust_promise,1,0,0,,,1,5,0,24,1,3,1,1,1,0,1,1,8,1,0,0,0,0,0,7,1,11,6,11,1,
2995,06/13/2021 18:56,2,0,Trust,0,1,0,,,,1,0,82,1,4,1,3,0,0,2,10,10,10,1,0,1,1,1,7,11,11,8,8,,
2997,06/13/2021 19:04,2,0,Promise,0,0,1,,,1,6,1,45,1,2,0,2,1,0,8,7,11,7,1,1,1,1,0,11,11,11,7,11,1,
2999,06/13/2021 19:33,2,0,Control,0,0,0,,,,6,0,53,0,2,0,1,1,1,3,1,8,8,1,0,0,0,0,7,11,11,6,6,0,
3001,06/13/2021 19:38,2,0,Trust,0,1,0,,,,6,0,55,1,4,1,3,0,0,4,4,10,7,1,0,0,1,0,10,10,10,8,5,,
3003,06/13/2021 19:51,2,0,Promise,0,0,1,,,1,6,0,29,1,5,1,2,1,1,4,6,9,7,0,0,1,0,0,11,11,11,11,11,1,
3005,06/13/2021 20:06,2,0,Trust,0,1,0,,,,6,0,65,1,2,0,3,0,0,5,7,11,7,1,0,1,1,0,1,1,1,1,1,,
3007,06/13/2021 20:05,2,0,Promise,0,0,1,,,1,1,0,56,0,2,0,1,1,1,4,1,7,8,1,0,0,0,0,11,11,11,1,1,1,
3009,06/13/2021 20:06,2,0,Control,0,0,0,,,,1,0,52,1,3,1,1,1,1,4,7,8,8,1,0,1,0,0,11,11,11,11,11,0,
3011,06/13/2021 20:06,2,0,Trust_promise,1,0,0,,,1,1,1,64,0,2,0,2,1,1,3,3,5,6,1,0,0,0,0,11,11,11,11,11,1,
3013,06/13/2021 20:10,2,0,Control,0,0,0,,,,6,0,49,1,2,0,2,1,0,6,3,11,9,1,0,0,1,1,7,11,11,7,11,0,
3015,06/13/2021 20:17,2,0,Trust_promise,1,0,0,,,1,3,0,57,0,2,0,1,1,1,6,8,9,6,1,0,1,0,0,11,11,11,11,11,1,
3017,06/13/2021 20:21,2,0,Trust,0,1,0,,,,2,0,44,1,4,1,2,1,1,1,11,11,6,1,0,1,1,0,11,1,11,6,6,,
3019,06/13/2021 20:26,2,0,Control,0,0,0,,,,3,0,70,1,4,1,3,0,0,6,10,10,10,1,0,1,1,1,11,11,11,11,1,0,
3021,06/13/2021 20:30,2,0,Promise,0,0,1,,,1,1,0,23,1,3,1,3,0,0,6,1,9,4,0,0,0,0,0,11,11,11,11,3,1,
3023,06/13/2021 20:41,2,0,Trust_promise,1,0,0,,,1,5,0,69,1,4,1,3,0,1,7,10,9,8,1,1,1,0,0,7,11,11,11,11,1,
3025,06/13/2021 20:49,2,0,Trust_promise,1,0,0,,,1,2,0,53,1,2,0,3,0,0,3,1,10,8,1,0,0,1,0,11,11,10,6,6,1,
3027,06/13/2021 20:59,2,0,Control,0,0,0,,,,2,0,78,0,6,0,3,0,,8,10,9,7,1,1,1,0,0,11,11,10,11,11,0,
3029,06/13/2021 21:11,2,0,Promise,0,0,1,,,1,6,0,74,0,6,0,3,0,,9,1,7,8,1,1,0,0,0,5,7,6,9,4,1,
3031,06/13/2021 21:28,2,0,Trust,0,1,0,,,,2,0,31,1,3,1,2,1,0,1,1,11,7,0,0,0,1,0,11,6,11,6,6,,
3033,06/13/2021 21:34,2,0,Promise,0,0,1,,,1,2,0,60,1,4,1,2,1,0,3,7,9,7,1,0,1,0,0,10,6,8,6,6,1,
3035,06/13/2021 21:40,2,0,Control,0,0,0,,,,1,0,28,1,1,0,3,0,,6,3,9,6,0,0,0,0,0,11,11,11,11,1,0,
3037,06/13/2021 21:37,2,0,Trust_promise,1,0,0,,,1,3,0,51,0,2,0,1,1,1,8,1,11,10,1,1,0,1,1,11,11,10,9,10,1,
3039,06/13/2021 21:43,2,0,Trust,0,1,0,,,,1,0,64,0,3,1,2,1,1,5,11,8,11,1,0,1,0,1,11,11,11,11,11,,
3041,06/13/2021 21:42,2,0,Control,0,0,0,,,,5,0,32,1,4,1,1,1,1,9,6,9,9,0,1,1,0,1,10,11,11,10,11,0,
3043,06/13/2021 21:43,2,0,Trust,0,1,0,,,,4,1,64,1,2,0,3,0,0,1,1,11,9,1,0,0,1,1,11,9,11,6,10,,
3045,06/13/2021 21:43,2,0,Trust_promise,1,0,0,,,1,2,0,48,0,3,1,1,1,1,11,4,6,4,1,1,0,0,0,7,11,11,11,11,1,
3047,06/13/2021 22:11,2,0,Promise,0,0,1,,,1,6,0,36,1,4,1,1,1,1,7,1,9,8,1,1,0,0,0,10,8,10,8,9,1,
3049,06/13/2021 22:17,2,0,Promise,0,0,1,,,1,2,0,50,1,3,1,2,1,1,3,9,9,9,1,0,1,0,1,11,7,11,5,6,1,
3051,06/13/2021 22:27,2,0,Trust_promise,1,0,0,,,1,3,0,77,1,3,1,3,0,0,9,11,11,8,1,1,1,1,0,11,11,11,10,9,1,
3053,06/13/2021 22:39,2,0,Control,0,0,0,,,,6,0,54,1,4,1,3,0,0,5,4,10,10,1,0,0,1,1,1,11,11,1,11,0,
3055,06/13/2021 22:37,2,0,Trust,0,1,0,,,,4,1,41,0,4,1,1,1,1,8,5,11,6,1,1,1,1,0,11,11,11,11,11,,
3057,06/13/2021 22:44,2,0,Trust_promise,1,0,0,,,1,5,0,63,1,3,1,2,1,1,5,2,9,7,1,0,0,0,0,8,5,8,7,6,1,
