id_combined,date,experiment,us,treatment,trust_promise,trust,promise,default_yes,default_no,promise_yes,reported_diceroll,correct_guess,age,female,education,universitydegree,sector,employed,highincome,politicalright,believeingod,believeinfreewill,generaltrust,age_35,am_politics,am_god,am_freewill,am_trust,reciprocity_norms,moral_obligation,consistency,negative_emotion,positive_emotion,activepromise_treatment,default_treatment
1,07/05/2019 16:04,1,0,Trust_promise,1,0,0,,,1,1,0,37,0,3,1,1,1,,6,10,10,9,1,0,1,1,1,,,,,,1,
4,07/05/2019 09:37,1,0,Control,0,0,0,,,,2,0,53,0,4,1,1,1,1,4,1,10,9,1,0,0,1,1,,,,,,0,
7,07/05/2019 09:37,1,0,Trust_promise,1,0,0,,,1,6,0,29,0,4,1,1,1,1,9,1,11,8,0,1,0,1,0,,,,,,1,
10,07/05/2019 09:38,1,0,Trust_promise,1,0,0,,,1,1,0,20,1,2,0,3,0,0,5,1,8,7,0,0,0,0,0,,,,,,1,
13,07/05/2019 09:38,1,0,Control,0,0,0,,,,2,0,66,1,2,0,1,1,0,10,10,6,9,1,1,1,0,1,,,,,,0,
16,07/05/2019 09:42,1,0,Control,0,0,0,,,,5,1,37,0,2,0,1,1,0,6,11,11,6,1,0,1,1,0,,,,,,0,
19,07/05/2019 09:46,1,0,Trust_promise,1,0,0,,,1,4,0,65,0,4,1,2,1,1,8,10,11,9,1,1,1,1,1,,,,,,1,
22,07/05/2019 09:48,1,0,Trust_promise,1,0,0,,,1,6,1,48,1,4,1,1,1,1,7,6,7,7,1,1,1,0,0,,,,,,1,
25,07/05/2019 09:59,1,0,Trust_promise,1,0,0,,,1,2,1,35,0,2,0,1,1,1,10,1,6,4,1,1,0,0,0,,,,,,1,
28,07/05/2019 09:53,1,0,Control,0,0,0,,,,4,1,66,1,3,1,2,1,1,9,9,10,7,1,1,1,1,0,,,,,,0,
31,07/08/2019 11:40,1,0,Control,0,0,0,,,,2,1,26,1,3,1,2,1,0,3,11,11,4,0,0,1,1,0,,,,,,0,
34,07/05/2019 10:03,1,0,Control,0,0,0,,,,1,0,60,1,4,1,2,1,1,6,11,11,6,1,0,1,1,0,,,,,,0,
37,07/05/2019 10:05,1,0,Trust_promise,1,0,0,,,1,3,0,26,1,3,1,2,1,0,6,3,8,7,0,0,0,0,0,,,,,,1,
40,07/05/2019 10:31,1,0,Control,0,0,0,,,,4,0,29,1,4,1,1,1,,6,2,10,6,0,0,0,1,0,,,,,,0,
43,07/05/2019 10:23,1,0,Control,0,0,0,,,,3,0,34,1,3,1,2,1,1,5,1,11,7,0,0,0,1,0,,,,,,0,
46,07/05/2019 10:26,1,0,Trust_promise,1,0,0,,,1,2,1,26,1,3,1,2,1,0,6,11,11,9,0,0,1,1,1,,,,,,1,
49,07/05/2019 10:39,1,0,Trust_promise,1,0,0,,,1,4,0,52,0,3,1,1,1,1,8,3,11,9,1,1,0,1,1,,,,,,1,
52,07/05/2019 10:42,1,0,Control,0,0,0,,,,4,1,28,1,3,1,2,1,0,5,1,11,3,0,0,0,1,0,,,,,,0,
55,07/05/2019 10:59,1,0,Trust_promise,1,0,0,,,1,2,1,55,0,3,1,1,1,0,5,5,11,8,1,0,1,1,0,,,,,,1,
58,07/05/2019 11:27,1,0,Control,0,0,0,,,,4,1,22,1,2,0,3,0,,1,1,11,7,0,0,0,1,0,,,,,,0,
61,07/05/2019 11:55,1,0,Control,0,0,0,,,,3,0,33,1,2,0,2,1,,6,1,11,3,0,0,0,1,0,,,,,,0,
64,07/05/2019 18:21,1,0,Trust_promise,1,0,0,,,1,2,0,55,0,2,0,2,1,,6,8,11,7,1,0,1,1,0,,,,,,1,
67,07/05/2019 11:48,1,0,Trust_promise,1,0,0,,,1,6,0,19,1,2,0,1,1,0,1,11,11,2,0,0,1,1,0,,,,,,1,
70,07/05/2019 11:49,1,0,Control,0,0,0,,,,4,1,71,0,3,1,3,0,1,8,4,9,9,1,1,0,0,1,,,,,,0,
73,07/05/2019 12:01,1,0,Trust_promise,1,0,0,,,1,1,0,56,1,2,0,1,1,1,10,6,7,9,1,1,1,0,1,,,,,,1,
76,07/05/2019 12:11,1,0,Control,0,0,0,,,,2,1,70,0,3,1,1,1,1,4,1,8,8,1,0,0,0,0,,,,,,0,
79,07/05/2019 12:24,1,0,Trust_promise,1,0,0,,,1,5,0,30,1,2,0,1,1,0,10,1,11,7,0,1,0,1,0,,,,,,1,
82,07/05/2019 12:35,1,0,Control,0,0,0,,,,5,0,81,0,2,0,3,0,0,9,6,5,9,1,1,1,0,1,,,,,,0,
85,07/05/2019 12:52,1,0,Trust_promise,1,0,0,,,1,1,0,42,1,2,0,3,0,0,4,7,4,6,1,0,1,0,0,,,,,,1,
88,07/05/2019 13:04,1,0,Trust_promise,1,0,0,,,1,5,0,54,1,3,1,2,1,0,4,11,11,9,1,0,1,1,1,,,,,,1,
91,07/05/2019 13:22,1,0,Trust_promise,1,0,0,,,1,5,1,22,0,2,0,2,1,0,6,2,9,8,0,0,0,0,0,,,,,,1,
94,07/05/2019 13:25,1,0,Control,0,0,0,,,,1,0,74,1,4,1,3,0,,4,4,5,7,1,0,0,0,0,,,,,,0,
97,07/05/2019 13:45,1,0,Control,0,0,0,,,,4,1,19,1,2,0,2,1,0,9,1,10,8,0,1,0,1,0,,,,,,0,
100,07/05/2019 13:47,1,0,Control,0,0,0,,,,3,0,40,1,2,0,1,1,,6,6,7,6,1,0,1,0,0,,,,,,0,
103,07/05/2019 13:56,1,0,Trust_promise,1,0,0,,,1,5,0,34,1,4,1,2,1,1,3,3,10,8,0,0,0,1,0,,,,,,1,
106,07/05/2019 14:29,1,0,Trust_promise,1,0,0,,,1,6,1,68,0,3,1,2,1,1,4,1,9,7,1,0,0,0,0,,,,,,1,
109,07/05/2019 14:32,1,0,Control,0,0,0,,,,4,0,25,0,4,1,1,1,1,8,1,11,6,0,1,0,1,0,,,,,,0,
112,07/05/2019 15:30,1,0,Control,0,0,0,,,,5,1,23,1,4,1,2,1,,6,11,11,9,0,0,1,1,1,,,,,,0,
115,07/05/2019 15:46,1,0,Trust_promise,1,0,0,,,1,2,0,69,0,3,1,3,0,,4,1,8,9,1,0,0,0,1,,,,,,1,
118,07/05/2019 16:05,1,0,Control,0,0,0,,,,1,0,35,0,4,1,2,1,1,3,1,9,4,1,0,0,0,0,,,,,,0,
121,07/05/2019 17:00,1,0,Control,0,0,0,,,,3,1,37,1,2,0,1,1,0,9,1,11,9,1,1,0,1,1,,,,,,0,
124,07/05/2019 18:20,1,0,Trust_promise,1,0,0,,,1,2,0,21,1,2,0,2,1,,2,2,8,7,0,0,0,0,0,,,,,,1,
127,07/05/2019 18:44,1,0,Control,0,0,0,,,,4,1,23,1,2,0,1,1,0,6,4,9,6,0,0,0,0,0,,,,,,0,
130,07/05/2019 19:40,1,0,Trust_promise,1,0,0,,,1,5,0,39,1,4,1,2,1,1,6,4,11,6,1,0,0,1,0,,,,,,1,
133,07/05/2019 21:25,1,0,Control,0,0,0,,,,4,1,57,0,3,1,1,1,1,9,1,10,8,1,1,0,1,0,,,,,,0,
136,07/05/2019 22:45,1,0,Control,0,0,0,,,,4,0,56,0,3,1,2,1,1,5,1,7,7,1,0,0,0,0,,,,,,0,
139,07/05/2019 23:57,1,0,Trust_promise,1,0,0,,,1,1,0,75,0,3,1,3,0,1,9,8,9,8,1,1,1,0,0,,,,,,1,
142,07/06/2019 05:08,1,0,Trust_promise,1,0,0,,,1,5,0,30,1,3,1,2,1,0,1,6,11,5,0,0,1,1,0,,,,,,1,
145,07/06/2019 08:31,1,0,Control,0,0,0,,,,3,1,71,1,1,0,3,0,0,8,1,6,5,1,1,0,0,0,,,,,,0,
148,07/06/2019 08:43,1,0,Trust_promise,1,0,0,,,1,5,1,62,0,1,0,3,0,1,9,6,9,7,1,1,1,0,0,,,,,,1,
151,07/06/2019 08:59,1,0,Control,0,0,0,,,,6,0,22,1,2,0,2,1,0,6,11,8,8,0,0,1,0,0,,,,,,0,
154,07/06/2019 10:51,1,0,Control,0,0,0,,,,6,0,54,0,2,0,3,0,0,6,11,11,6,1,0,1,1,0,,,,,,0,
157,07/06/2019 10:50,1,0,Trust_promise,1,0,0,,,1,6,0,35,1,3,1,3,0,0,3,2,11,6,1,0,0,1,0,,,,,,1,
160,07/06/2019 11:36,1,0,Control,0,0,0,,,,5,1,55,0,3,1,1,1,1,3,7,6,9,1,0,1,0,1,,,,,,0,
163,07/06/2019 13:03,1,0,Trust_promise,1,0,0,,,1,4,0,28,0,3,1,1,1,0,3,1,8,9,0,0,0,0,1,,,,,,1,
166,07/06/2019 17:43,1,0,Trust_promise,1,0,0,,,1,2,1,45,0,3,1,1,1,1,9,7,6,6,1,1,1,0,0,,,,,,1,
169,07/06/2019 20:33,1,0,Control,0,0,0,,,,5,0,22,0,2,0,1,1,1,9,2,8,7,0,1,0,0,0,,,,,,0,
172,07/06/2019 21:55,1,0,Control,0,0,0,,,,4,0,22,0,2,0,1,1,0,1,1,1,2,0,0,0,0,0,,,,,,0,
175,07/06/2019 22:05,1,0,Trust_promise,1,0,0,,,1,3,1,41,1,3,1,2,1,,6,6,10,9,1,0,1,1,1,,,,,,1,
178,07/06/2019 23:27,1,0,Trust_promise,1,0,0,,,1,5,0,18,1,1,0,2,1,,6,3,9,4,0,0,0,0,0,,,,,,1,
181,07/07/2019 09:14,1,0,Control,0,0,0,,,,6,1,21,1,2,0,2,1,0,8,7,8,6,0,1,1,0,0,,,,,,0,
184,07/07/2019 15:29,1,0,Trust_promise,1,0,0,,,1,5,1,28,1,4,1,2,1,0,4,2,8,3,0,0,0,0,0,,,,,,1,
187,07/07/2019 15:30,1,0,Control,0,0,0,,,,5,0,45,1,4,1,2,1,0,6,7,11,8,1,0,1,1,0,,,,,,0,
190,07/07/2019 21:43,1,0,Trust_promise,1,0,0,,,1,5,1,23,1,3,1,1,1,0,3,5,11,10,0,0,1,1,1,,,,,,1,
193,07/10/2019 14:44,1,0,Trust_promise,1,0,0,,,1,5,0,38,1,2,0,1,1,0,3,1,11,8,1,0,0,1,0,,,,,,1,
196,07/08/2019 00:01,1,0,Control,0,0,0,,,,5,0,47,1,4,1,2,1,0,5,2,8,10,1,0,0,0,1,,,,,,0,
199,07/08/2019 09:10,1,0,Trust_promise,1,0,0,,,1,6,0,56,0,4,1,1,1,1,8,11,11,11,1,1,1,1,1,,,,,,1,
202,07/08/2019 10:44,1,0,Trust_promise,1,0,0,,,1,2,0,38,1,2,0,3,0,0,6,7,11,6,1,0,1,1,0,,,,,,1,
205,07/08/2019 11:25,1,0,Control,0,0,0,,,,5,1,75,0,4,1,3,0,1,9,1,4,5,1,1,0,0,0,,,,,,0,
208,07/08/2019 13:28,1,0,Control,0,0,0,,,,5,1,60,1,5,1,1,1,1,6,10,9,8,1,0,1,0,0,,,,,,0,
211,07/08/2019 15:22,1,0,Trust_promise,1,0,0,,,1,1,0,18,1,1,0,3,0,,4,1,11,5,0,0,0,1,0,,,,,,1,
214,07/08/2019 17:37,1,0,Control,0,0,0,,,,1,1,35,1,2,0,2,1,0,5,2,10,7,1,0,0,1,0,,,,,,0,
217,07/08/2019 21:23,1,0,Trust_promise,1,0,0,,,1,2,0,63,0,4,1,2,1,1,8,2,9,8,1,1,0,0,0,,,,,,1,
220,07/09/2019 10:02,1,0,Control,0,0,0,,,,3,0,78,1,4,1,3,0,0,9,11,6,9,1,1,1,0,1,,,,,,0,
223,07/09/2019 10:03,1,0,Trust_promise,1,0,0,,,1,1,0,48,1,2,0,2,1,1,6,1,8,6,1,0,0,0,0,,,,,,1,
226,07/09/2019 10:05,1,0,Trust_promise,1,0,0,,,1,4,0,46,1,2,0,1,1,0,11,1,10,7,1,1,0,1,0,,,,,,1,
229,07/09/2019 10:04,1,0,Trust_promise,1,0,0,,,1,3,0,29,0,3,1,1,1,0,2,1,3,7,0,0,0,0,0,,,,,,1,
232,07/09/2019 10:05,1,0,Control,0,0,0,,,,2,0,59,1,4,1,3,0,0,2,11,11,8,1,0,1,1,0,,,,,,0,
235,07/09/2019 10:04,1,0,Control,0,0,0,,,,3,0,24,0,3,1,1,1,0,3,1,11,8,0,0,0,1,0,,,,,,0,
238,07/09/2019 10:04,1,0,Trust_promise,1,0,0,,,1,5,0,20,1,2,0,1,1,0,6,1,5,3,0,0,0,0,0,,,,,,1,
241,07/09/2019 10:03,1,0,Control,0,0,0,,,,5,1,50,1,3,1,1,1,,10,6,11,8,1,1,1,1,0,,,,,,0,
244,07/09/2019 10:06,1,0,Trust_promise,1,0,0,,,1,2,0,72,1,3,1,3,0,1,4,4,8,6,1,0,0,0,0,,,,,,1,
247,07/09/2019 10:10,1,0,Control,0,0,0,,,,2,1,51,0,4,1,1,1,1,10,11,11,5,1,1,1,1,0,,,,,,0,
250,07/09/2019 10:04,1,0,Control,0,0,0,,,,2,1,50,0,4,1,2,1,1,2,1,8,8,1,0,0,0,0,,,,,,0,
253,07/09/2019 10:05,1,0,Control,0,0,0,,,,2,0,25,0,2,0,1,1,0,8,6,11,3,0,1,1,1,0,,,,,,0,
256,07/09/2019 10:04,1,0,Trust_promise,1,0,0,,,1,5,0,43,1,4,1,2,1,1,3,6,11,8,1,0,1,1,0,,,,,,1,
259,07/09/2019 10:12,1,0,Control,0,0,0,,,,5,0,37,0,3,1,1,1,1,5,2,8,9,1,0,0,0,1,,,,,,0,
262,07/09/2019 10:05,1,0,Trust_promise,1,0,0,,,1,1,0,32,1,4,1,1,1,1,6,3,9,8,0,0,0,0,0,,,,,,1,
265,07/09/2019 10:04,1,0,Trust_promise,1,0,0,,,1,5,1,27,0,3,1,1,1,1,6,11,11,8,0,0,1,1,0,,,,,,1,
268,07/09/2019 10:09,1,0,Trust_promise,1,0,0,,,1,6,0,59,1,2,0,3,0,0,6,1,10,8,1,0,0,1,0,,,,,,1,
271,07/09/2019 10:08,1,0,Trust_promise,1,0,0,,,1,3,0,63,1,2,0,2,1,0,4,5,8,8,1,0,1,0,0,,,,,,1,
274,07/09/2019 10:05,1,0,Control,0,0,0,,,,5,1,39,1,3,1,2,1,1,6,1,9,5,1,0,0,0,0,,,,,,0,
277,07/09/2019 10:06,1,0,Control,0,0,0,,,,5,1,30,1,3,1,2,1,1,5,6,9,7,0,0,1,0,0,,,,,,0,
280,07/09/2019 10:06,1,0,Trust_promise,1,0,0,,,1,5,1,23,1,3,1,1,1,,8,6,9,6,0,1,1,0,0,,,,,,1,
283,07/09/2019 10:29,1,0,Trust_promise,1,0,0,,,1,4,0,50,0,2,0,1,1,0,8,6,11,8,1,1,1,1,0,,,,,,1,
286,07/09/2019 10:08,1,0,Trust_promise,1,0,0,,,1,3,0,48,0,2,0,1,1,1,3,6,7,8,1,0,1,0,0,,,,,,1,
289,07/09/2019 10:09,1,0,Control,0,0,0,,,,1,1,35,1,4,1,1,1,0,2,2,11,8,1,0,0,1,0,,,,,,0,
292,07/22/2019 11:25,1,0,Control,0,0,0,,,,6,1,37,0,6,0,2,1,1,8,11,11,8,1,1,1,1,0,,,,,,0,
295,07/09/2019 10:09,1,0,Trust_promise,1,0,0,,,1,5,1,29,0,2,0,1,1,0,3,1,7,5,0,0,0,0,0,,,,,,1,
298,07/09/2019 10:11,1,0,Trust_promise,1,0,0,,,1,2,0,37,1,3,1,1,1,1,4,4,10,8,1,0,0,1,0,,,,,,1,
301,07/09/2019 10:10,1,0,Control,0,0,0,,,,6,0,27,0,3,1,2,1,0,9,9,8,8,0,1,1,0,0,,,,,,0,
304,07/10/2019 10:30,1,0,Trust_promise,1,0,0,,,1,5,1,29,0,3,1,1,1,0,5,1,11,8,0,0,0,1,0,,,,,,1,
307,07/09/2019 10:11,1,0,Trust_promise,1,0,0,,,1,6,0,58,1,2,0,2,1,,7,7,8,5,1,1,1,0,0,,,,,,1,
310,07/09/2019 10:13,1,0,Control,0,0,0,,,,4,1,63,0,2,0,1,1,1,8,6,11,10,1,1,1,1,1,,,,,,0,
313,07/09/2019 10:13,1,0,Control,0,0,0,,,,1,0,29,1,4,1,1,1,0,7,1,6,5,0,1,0,0,0,,,,,,0,
316,07/09/2019 10:13,1,0,Control,0,0,0,,,,2,0,61,0,2,0,3,0,0,8,2,10,6,1,1,0,1,0,,,,,,0,
319,07/09/2019 10:14,1,0,Trust_promise,1,0,0,,,1,2,1,29,0,4,1,1,1,1,7,1,10,8,0,1,0,1,0,,,,,,1,
322,07/09/2019 10:15,1,0,Control,0,0,0,,,,4,1,51,1,3,1,3,0,,8,3,11,8,1,1,0,1,0,,,,,,0,
325,07/09/2019 10:17,1,0,Trust_promise,1,0,0,,,1,5,1,54,0,3,1,1,1,1,7,1,9,8,1,1,0,0,0,,,,,,1,
328,07/09/2019 10:13,1,0,Control,0,0,0,,,,2,1,23,1,2,0,2,1,1,6,3,6,3,0,0,0,0,0,,,,,,0,
331,07/09/2019 10:15,1,0,Control,0,0,0,,,,3,0,43,1,1,0,3,0,0,6,11,11,7,1,0,1,1,0,,,,,,0,
334,07/09/2019 10:13,1,0,Trust_promise,1,0,0,,,1,1,0,22,0,3,1,3,0,0,7,4,10,8,0,1,0,1,0,,,,,,1,
337,07/09/2019 10:15,1,0,Trust_promise,1,0,0,,,1,6,1,71,1,3,1,3,0,0,2,2,9,9,1,0,0,0,1,,,,,,1,
340,07/09/2019 10:16,1,0,Control,0,0,0,,,,2,1,72,1,2,0,3,0,0,6,10,7,7,1,0,1,0,0,,,,,,0,
343,07/09/2019 10:17,1,0,Trust_promise,1,0,0,,,1,1,1,40,1,3,1,1,1,0,6,11,11,9,1,0,1,1,1,,,,,,1,
346,07/09/2019 10:16,1,0,Control,0,0,0,,,,2,1,24,1,2,0,2,1,0,6,3,8,11,0,0,0,0,1,,,,,,0,
349,07/09/2019 10:18,1,0,Trust_promise,1,0,0,,,1,4,0,65,0,3,1,3,0,0,3,4,10,9,1,0,0,1,1,,,,,,1,
352,07/09/2019 10:17,1,0,Control,0,0,0,,,,3,1,23,1,3,1,1,1,0,3,1,10,8,0,0,0,1,0,,,,,,0,
355,07/09/2019 10:17,1,0,Control,0,0,0,,,,4,1,26,1,3,1,2,1,0,2,1,6,5,0,0,0,0,0,,,,,,0,
358,07/09/2019 10:16,1,0,Trust_promise,1,0,0,,,1,4,0,40,1,3,1,1,1,1,8,8,10,9,1,1,1,1,1,,,,,,1,
361,07/09/2019 10:18,1,0,Trust_promise,1,0,0,,,1,4,0,47,1,2,0,2,1,0,6,3,11,6,1,0,0,1,0,,,,,,1,
364,07/09/2019 10:19,1,0,Control,0,0,0,,,,5,0,25,0,3,1,1,1,1,8,1,10,7,0,1,0,1,0,,,,,,0,
367,07/09/2019 10:34,1,0,Trust_promise,1,0,0,,,1,6,0,76,0,3,1,3,0,0,7,5,5,7,1,1,1,0,0,,,,,,1,
370,07/09/2019 10:20,1,0,Control,0,0,0,,,,2,1,62,0,2,0,3,0,0,6,3,8,10,1,0,0,0,1,,,,,,0,
373,07/09/2019 10:21,1,0,Trust_promise,1,0,0,,,1,2,1,26,1,2,0,3,0,0,11,1,11,8,0,1,0,1,0,,,,,,1,
376,07/09/2019 10:20,1,0,Control,0,0,0,,,,2,1,37,0,3,1,1,1,0,5,1,11,8,1,0,0,1,0,,,,,,0,
379,07/09/2019 10:22,1,0,Control,0,0,0,,,,5,1,41,1,2,0,2,1,,6,11,8,7,1,0,1,0,0,,,,,,0,
382,07/09/2019 10:22,1,0,Trust_promise,1,0,0,,,1,2,1,26,1,2,0,1,1,0,6,1,11,7,0,0,0,1,0,,,,,,1,
385,07/09/2019 10:22,1,0,Control,0,0,0,,,,3,0,39,1,2,0,2,1,,6,6,11,9,1,0,1,1,1,,,,,,0,
388,07/09/2019 10:24,1,0,Control,0,0,0,,,,4,1,19,1,2,0,1,1,0,11,1,6,5,0,1,0,0,0,,,,,,0,
391,07/09/2019 10:22,1,0,Trust_promise,1,0,0,,,1,4,0,34,0,4,1,2,1,0,6,1,11,10,0,0,0,1,1,,,,,,1,
394,07/09/2019 10:23,1,0,Control,0,0,0,,,,2,0,52,1,4,1,1,1,1,4,6,11,8,1,0,1,1,0,,,,,,0,
397,07/09/2019 10:23,1,0,Trust_promise,1,0,0,,,1,1,0,21,1,3,1,3,0,,4,7,8,4,0,0,1,0,0,,,,,,1,
400,07/09/2019 10:24,1,0,Control,0,0,0,,,,4,1,18,1,1,0,1,1,0,5,2,9,7,0,0,0,0,0,,,,,,0,
403,07/09/2019 10:25,1,0,Trust_promise,1,0,0,,,1,1,0,32,0,4,1,2,1,0,9,1,9,8,0,1,0,0,0,,,,,,1,
406,07/09/2019 10:27,1,0,Trust_promise,1,0,0,,,1,6,0,29,0,4,1,2,1,0,3,1,11,7,0,0,0,1,0,,,,,,1,
409,07/09/2019 10:26,1,0,Control,0,0,0,,,,1,0,60,1,2,0,2,1,0,5,8,9,6,1,0,1,0,0,,,,,,0,
412,07/09/2019 10:34,1,0,Control,0,0,0,,,,6,1,82,0,2,0,3,0,0,9,6,6,10,1,1,1,0,1,,,,,,0,
415,07/09/2019 10:27,1,0,Control,0,0,0,,,,4,1,31,1,3,1,2,1,0,11,1,11,7,0,1,0,1,0,,,,,,0,
418,07/09/2019 10:30,1,0,Trust_promise,1,0,0,,,1,3,0,22,1,2,0,3,0,,4,5,6,7,0,0,1,0,0,,,,,,1,
421,07/09/2019 10:28,1,0,Trust_promise,1,0,0,,,1,5,1,47,0,4,1,1,1,1,3,1,10,8,1,0,0,1,0,,,,,,1,
424,07/09/2019 10:32,1,0,Trust_promise,1,0,0,,,1,5,0,19,0,2,0,3,0,0,11,1,10,8,0,1,0,1,0,,,,,,1,
427,07/09/2019 10:30,1,0,Control,0,0,0,,,,4,1,24,0,2,0,1,1,0,6,4,8,5,0,0,0,0,0,,,,,,0,
430,07/09/2019 10:34,1,0,Control,0,0,0,,,,3,0,66,0,4,1,3,0,1,5,6,7,9,1,0,1,0,1,,,,,,0,
433,07/09/2019 10:34,1,0,Trust_promise,1,0,0,,,1,5,0,69,1,3,1,3,0,,10,6,11,8,1,1,1,1,0,,,,,,1,
436,07/09/2019 10:33,1,0,Control,0,0,0,,,,2,0,48,1,3,1,2,1,0,9,6,9,5,1,1,1,0,0,,,,,,0,
439,07/09/2019 10:34,1,0,Trust_promise,1,0,0,,,1,1,1,67,1,4,1,3,0,,6,4,6,6,1,0,0,0,0,,,,,,1,
442,07/09/2019 10:37,1,0,Trust_promise,1,0,0,,,1,2,0,67,0,4,1,1,1,,4,5,9,8,1,0,1,0,0,,,,,,1,
445,07/09/2019 10:35,1,0,Control,0,0,0,,,,6,0,43,1,3,1,3,0,1,6,1,11,7,1,0,0,1,0,,,,,,0,
448,07/09/2019 10:38,1,0,Trust_promise,1,0,0,,,1,4,1,33,1,2,0,3,0,0,1,6,7,4,0,0,1,0,0,,,,,,1,
451,07/09/2019 10:46,1,0,Control,0,0,0,,,,3,0,29,1,4,1,2,1,1,1,1,8,8,0,0,0,0,0,,,,,,0,
454,07/09/2019 10:39,1,0,Control,0,0,0,,,,4,1,23,1,2,0,3,0,0,4,1,9,2,0,0,0,0,0,,,,,,0,
457,07/09/2019 10:38,1,0,Control,0,0,0,,,,1,0,47,0,4,1,1,1,1,8,7,9,9,1,1,1,0,1,,,,,,0,
460,07/09/2019 10:40,1,0,Trust_promise,1,0,0,,,1,1,0,29,0,2,0,1,1,1,8,1,4,6,0,1,0,0,0,,,,,,1,
463,07/09/2019 10:42,1,0,Control,0,0,0,,,,2,0,53,0,2,0,1,1,1,6,5,9,7,1,0,1,0,0,,,,,,0,
466,07/09/2019 10:43,1,0,Trust_promise,1,0,0,,,1,5,0,72,0,4,1,3,0,1,8,6,4,8,1,1,1,0,0,,,,,,1,
469,07/09/2019 10:42,1,0,Control,0,0,0,,,,2,1,19,1,2,0,1,1,0,4,4,6,7,0,0,0,0,0,,,,,,0,
472,07/09/2019 10:47,1,0,Trust_promise,1,0,0,,,1,4,0,70,0,2,0,3,0,0,3,7,9,8,1,0,1,0,0,,,,,,1,
475,07/09/2019 10:46,1,0,Trust_promise,1,0,0,,,1,5,0,50,0,4,1,2,1,1,2,1,9,9,1,0,0,0,1,,,,,,1,
478,07/09/2019 10:46,1,0,Control,0,0,0,,,,5,1,32,0,1,0,1,1,1,5,1,11,5,0,0,0,1,0,,,,,,0,
481,07/09/2019 10:45,1,0,Control,0,0,0,,,,3,0,19,1,2,0,2,1,,8,11,9,7,0,1,1,0,0,,,,,,0,
484,07/09/2019 10:46,1,0,Trust_promise,1,0,0,,,1,2,0,29,1,4,1,2,1,1,2,6,9,5,0,0,1,0,0,,,,,,1,
487,07/09/2019 10:47,1,0,Trust_promise,1,0,0,,,1,3,0,54,1,3,1,2,1,1,5,1,8,8,1,0,0,0,0,,,,,,1,
490,07/09/2019 10:52,1,0,Trust_promise,1,0,0,,,1,1,0,69,0,4,1,1,1,1,6,11,10,7,1,0,1,1,0,,,,,,1,
493,07/09/2019 10:51,1,0,Control,0,0,0,,,,2,1,51,0,4,1,1,1,1,6,6,6,6,1,0,1,0,0,,,,,,0,
496,07/22/2019 09:38,1,0,Control,0,0,0,,,,6,0,29,1,3,1,1,1,1,6,1,9,7,0,0,0,0,0,,,,,,0,
499,07/09/2019 10:54,1,0,Trust_promise,1,0,0,,,1,1,1,26,0,2,0,2,1,1,6,1,6,6,0,0,0,0,0,,,,,,1,
502,07/09/2019 10:57,1,0,Control,0,0,0,,,,2,1,28,1,2,0,1,1,0,9,8,10,4,0,1,1,1,0,,,,,,0,
505,07/09/2019 11:04,1,0,Control,0,0,0,,,,3,0,74,1,2,0,2,1,0,11,6,6,10,1,1,1,0,1,,,,,,0,
508,07/09/2019 10:57,1,0,Trust_promise,1,0,0,,,1,2,1,27,0,1,0,1,1,1,3,1,7,7,0,0,0,0,0,,,,,,1,
511,07/09/2019 11:01,1,0,Control,0,0,0,,,,6,1,58,1,6,0,1,1,0,6,4,3,6,1,0,0,0,0,,,,,,0,
514,07/09/2019 10:58,1,0,Trust_promise,1,0,0,,,1,3,0,54,1,3,1,2,1,0,5,10,10,9,1,0,1,1,1,,,,,,1,
517,07/09/2019 11:04,1,0,Trust_promise,1,0,0,,,1,3,1,24,1,3,1,1,1,,5,7,5,3,0,0,1,0,0,,,,,,1,
520,07/09/2019 11:01,1,0,Control,0,0,0,,,,4,0,71,0,3,1,3,0,0,4,6,8,8,1,0,1,0,0,,,,,,0,
523,07/09/2019 11:00,1,0,Control,0,0,0,,,,5,0,31,1,2,0,1,1,0,2,1,10,8,0,0,0,1,0,,,,,,0,
526,07/09/2019 11:01,1,0,Trust_promise,1,0,0,,,1,3,1,38,1,3,1,1,1,1,9,1,9,8,1,1,0,0,0,,,,,,1,
529,07/09/2019 11:04,1,0,Control,0,0,0,,,,6,1,64,1,2,0,2,1,1,6,10,7,9,1,0,1,0,1,,,,,,0,
532,07/09/2019 11:05,1,0,Trust_promise,1,0,0,,,1,6,1,50,0,3,1,2,1,1,9,1,9,5,1,1,0,0,0,,,,,,1,
535,07/09/2019 11:10,1,0,Trust_promise,1,0,0,,,1,3,0,63,0,3,1,2,1,1,2,3,11,9,1,0,0,1,1,,,,,,1,
538,07/09/2019 11:12,1,0,Trust_promise,1,0,0,,,1,4,1,42,1,2,0,1,1,1,6,3,6,7,1,0,0,0,0,,,,,,1,
541,07/09/2019 11:10,1,0,Control,0,0,0,,,,5,0,47,1,3,1,3,0,0,6,11,9,8,1,0,1,0,0,,,,,,0,
544,07/09/2019 11:26,1,0,Control,0,0,0,,,,5,0,41,0,3,1,1,1,1,9,11,11,8,1,1,1,1,0,,,,,,0,
547,07/09/2019 11:15,1,0,Trust_promise,1,0,0,,,1,6,0,41,1,2,0,1,1,,6,1,11,8,1,0,0,1,0,,,,,,1,
