session_id,participant__id_in_session,participant__code,page_index,app_name,page_name,time_stamp,seconds_on_page,subsession_pk,auto_submitted
3,17,4ku08zzo,5,wordscra,Task,1549364174,65,1,False
3,17,4ku08zzo,6,postexp,Risk,1549364189,15,1,False
3,17,4ku08zzo,7,postexp,Pref1,1549364271,82,1,False
3,17,4ku08zzo,8,postexp,Pref2,1549364306,35,1,False
3,17,4ku08zzo,9,postexp,Demographics,1549364424,118,1,False
3,17,4ku08zzo,10,postexp,ResultsTask,1549364509,85,1,False
3,17,4ku08zzo,11,postexp,Results,1549364644,135,1,False
3,18,moyqtocb,1,tt,Instructions,1549364208,16,1,False
3,19,ex0pqc2n,1,tt,Instructions,1549364695,104,1,False
3,19,ex0pqc2n,2,tt,Task,1549364719,24,1,False
3,19,ex0pqc2n,3,tt,BeliefInstructions,1549364751,32,1,False
3,19,ex0pqc2n,4,tt,Beliefs,1549364780,29,1,False
3,19,ex0pqc2n,5,wordscra,Task,1549364904,124,1,False
3,19,ex0pqc2n,6,postexp,Risk,1549364917,13,1,False
3,19,ex0pqc2n,7,postexp,Pref1,1549364957,40,1,False
3,19,ex0pqc2n,8,postexp,Pref2,1549364989,32,1,False
3,19,ex0pqc2n,9,postexp,Demographics,1549365050,61,1,False
3,19,ex0pqc2n,10,postexp,ResultsTask,1549365058,8,1,False
3,19,ex0pqc2n,11,postexp,Results,1549365111,53,1,False
3,20,o6m2s72v,1,tt,Instructions,1549469342,104407,1,False
3,20,o6m2s72v,2,tt,Task,1549469439,97,1,False
3,20,o6m2s72v,3,tt,BeliefInstructions,1549469485,46,1,False
3,20,o6m2s72v,4,tt,Beliefs,1549469537,52,1,False
3,20,o6m2s72v,5,wordscra,Task,1549469658,121,1,False
3,20,o6m2s72v,6,postexp,Risk,1549469685,27,1,False
3,20,o6m2s72v,7,postexp,Pref1,1549469747,62,1,False
3,20,o6m2s72v,8,postexp,Pref2,1549469791,44,1,False
3,20,o6m2s72v,9,postexp,Demographics,1549469849,58,1,False
3,20,o6m2s72v,10,postexp,ResultsTask,1549469856,7,1,False
3,20,o6m2s72v,11,postexp,Results,1549469885,29,1,False
3,24,162nanrl,1,tt,Instructions,1549375053,9240,1,False
3,24,162nanrl,2,tt,Task,1549375224,171,1,False
3,24,162nanrl,3,tt,BeliefInstructions,1549375244,20,1,False
3,24,162nanrl,4,tt,Beliefs,1549375272,28,1,False
3,24,162nanrl,5,wordscra,Task,1549375382,110,1,False
3,24,162nanrl,6,postexp,Risk,1549375395,13,1,False
3,24,162nanrl,7,postexp,Pref1,1549375474,79,1,False
3,24,162nanrl,8,postexp,Pref2,1549375511,37,1,False
3,24,162nanrl,9,postexp,Demographics,1549375713,202,1,False
3,24,162nanrl,10,postexp,ResultsTask,1549375731,18,1,False
3,24,162nanrl,11,postexp,Results,1549375801,70,1,False
3,25,3vy4m0gl,1,tt,Instructions,1549366051,74,1,False
3,25,3vy4m0gl,2,tt,Task,1549366100,49,1,False
3,25,3vy4m0gl,3,tt,BeliefInstructions,1549366125,25,1,False
3,25,3vy4m0gl,4,tt,Beliefs,1549366220,95,1,False
3,25,3vy4m0gl,5,wordscra,Task,1549366328,108,1,False
3,25,3vy4m0gl,6,postexp,Risk,1549366342,14,1,False
3,25,3vy4m0gl,7,postexp,Pref1,1549366405,63,1,False
3,25,3vy4m0gl,8,postexp,Pref2,1549366438,33,1,False
3,25,3vy4m0gl,9,postexp,Demographics,1549366573,135,1,False
3,25,3vy4m0gl,10,postexp,ResultsTask,1549366585,12,1,False
3,25,3vy4m0gl,11,postexp,Results,1549366625,40,1,False
3,26,uaxc9pjw,1,tt,Instructions,1549366565,56,1,False
3,26,uaxc9pjw,2,tt,Task,1549366617,52,1,False
3,26,uaxc9pjw,3,tt,BeliefInstructions,1549366635,18,1,False
3,26,uaxc9pjw,4,tt,Beliefs,1549366656,21,1,False
3,26,uaxc9pjw,5,wordscra,Task,1549366711,55,1,False
