Trial#,Sequence#,Response Time,Trial Type(mean-std),Shade,Resp,Missed,Reply,Accumulated Amount
1,0,0.846(s),Adpative_Same_Color_Trial(3-1),4 & 4,0,0,0.5,$-0.25
2,0,0.871(s),Adpative_Trial(3-1),2 & 3,1,0,1,$-0.15
3,0,1.006(s),Adpative_Trial(3-1),3 & 4,1,0,1,$-0.05
4,0,1.079(s),Control_Test_Trial(3-1),3 & 2,1,0,1,$0.05
5,0,1.075(s),Adpative_Test_Trial(10-1),10 & 9,1,0,1,$0.15
6,0,0.944(s),Control_Trial(10-1),10 & 9,1,0,1,$0.25
7,0,1.408(s),Control_Trial(10-1),10 & 11,1,0,1,$0.35
8,0,0.875(s),Control_Trial(10-1),11 & 10,1,0,1,$0.45
9,0,0.824(s),Control_Test_Trial(10-1),10 & 9,1,0,1,$0.55
10,0,1.346(s),Adpative_Test_Trial(3-1),3 & 2,1,0,1,$0.65
11,1,1.037(s),Adpative_Same_Color_Trial(4-1),3 & 3,0,0,0.5,$0.4
12,1,1.035(s),Adpative_Trial(4-1),4 & 3,1,0,1,$0.5
13,1,0.855(s),Adpative_Trial(4-1),4 & 5,1,0,1,$0.6
14,1,0.915(s),Control_Test_Trial(4-1),4 & 3,1,0,1,$0.7
15,1,1.32(s),Adpative_Test_Trial(10-2),11 & 11,1,0,1,$0.8
16,1,0.843(s),Control_Trial(10-2),9 & 10,1,0,1,$0.9
17,1,0.988(s),Control_Trial(10-2),10 & 9,1,0,1,$1
18,1,1.267(s),Control_Trial(10-2),11 & 10,-1,0,0,$0.75
19,1,1.264(s),Control_Test_Trial(10-2),11 & 11,1,0,1,$0.85
20,1,1.267(s),Adpative_Test_Trial(4-1),4 & 3,1,0,1,$0.95
21,2,0.967(s),Adpative_Trial(5-1),5 & 4,0,0,0,$0.7
22,2,0.979(s),Adpative_Trial(5-1),4 & 5,1,0,1,$0.8
23,2,1.023(s),Adpative_Trial(5-1),5 & 4,1,0,1,$0.9
24,2,0.942(s),Control_Test_Trial(5-1),5 & 6,1,0,1,$1
25,2,1.002(s),Adpative_Test_Trial(9-2),10 & 11,-1,0,0,$0.75
26,2,1.095(s),Control_Trial(9-2),9 & 8,1,0,1,$0.85
27,2,1.126(s),Control_Trial(9-2),10 & 11,-1,0,0,$0.6
28,2,0.921(s),Control_Trial(9-2),11 & 10,1,0,1,$0.7
29,2,0.945(s),Control_Test_Trial(9-2),10 & 11,1,0,1,$0.8
30,2,1.426(s),Adpative_Test_Trial(5-1),5 & 6,1,0,1,$0.9
31,3,0.84(s),Adpative_Trial(6-1),6 & 5,1,0,1,$1
