Trial#,Sequence#,Response Time,Trial Type(mean-std),Shade,Resp,Missed,Reply,Accumulated Amount
1,0,0.928(s),Adpative_Trial(3-1),4 & 3,1,0,1,$0.1
2,0,1.218(s),Adpative_Trial(3-1),4 & 3,1,0,1,$0.2
3,0,1.139(s),Adpative_Trial(3-1),3 & 2,1,0,1,$0.3
4,0,1.831(s),Control_Test_Trial(3-1),3 & 3,1,0,1,$0.4
5,0,0.931(s),Adpative_Test_Trial(9-1),9 & 10,1,0,1,$0.5
6,0,0.98(s),Control_Trial(9-1),9 & 8,1,0,1,$0.6
7,0,0.86(s),Control_Trial(9-1),9 & 8,1,0,1,$0.7
8,0,0.772(s),Control_Trial(9-1),10 & 9,1,0,1,$0.8
9,0,0.569(s),Control_Test_Trial(9-1),9 & 10,1,0,1,$0.9
10,0,1.337(s),Adpative_Test_Trial(3-1),3 & 3,1,0,1,$1
11,1,0.821(s),Adpative_Trial(4-1),4 & 3,1,0,1,$1.1
12,1,1.437(s),Adpative_Trial(4-1),4 & 3,-1,0,0,$0.85
13,1,1.14(s),Adpative_Trial(4-1),4 & 3,-1,0,0,$0.6
14,1,0.786(s),Control_Test_Trial(4-1),4 & 5,1,0,1,$0.7
15,1,0.892(s),Adpative_Test_Trial(10-2),12 & 11,1,0,1,$0.8
16,1,0.748(s),Control_Trial(10-2),9 & 10,1,0,1,$0.9
17,1,1.258(s),Control_Trial(10-2),8 & 9,1,0,1,$1
18,1,0.666(s),Control_Trial(10-2),11 & 10,1,0,1,$1.1
19,1,0.788(s),Control_Test_Trial(10-2),12 & 11,0,0,0,$0.85
20,1,1.148(s),Adpative_Test_Trial(4-1),4 & 5,-1,0,0,$0.6
21,2,0.867(s),Adpative_Trial(5-1),5 & 6,1,0,1,$0.7
22,2,0.738(s),Adpative_Trial(5-1),5 & 4,1,0,1,$0.8
23,2,0.948(s),Adpative_Trial(5-1),6 & 5,1,0,1,$0.9
24,2,1.53(s),Control_Test_Trial(5-1),5 & 5,1,0,1,$1
25,2,0.643(s),Adpative_Test_Trial(10-1),11 & 10,1,0,1,$1.1
26,2,0.724(s),Control_Trial(10-1),11 & 10,1,0,1,$1.2
27,2,0.628(s),Control_Trial(10-1),11 & 10,1,0,1,$1.3
28,2,0.77(s),Control_Trial(10-1),10 & 11,1,0,1,$1.4
29,2,0.573(s),Control_Test_Trial(10-1),11 & 10,1,0,1,$1.5
30,2,0.929(s),Adpative_Test_Trial(5-1),5 & 5,1,0,1,$1.6
31,3,0.697(s),Adpative_Trial(6-1),6 & 5,1,0,1,$1.7
32,3,1.061(s),Adpative_Trial(6-1),6 & 5,1,0,1,$1.8
33,3,0.708(s),Adpative_Trial(6-1),6 & 7,1,0,1,$1.9
34,3,0.661(s),Control_Test_Trial(6-1),6 & 5,1,0,1,$2
35,3,0.911(s),Adpative_Test_Trial(10-2),12 & 12,0,0,0.5,$1.75
36,3,0.749(s),Control_Trial(10-2),11 & 10,1,0,1,$1.85
37,3,0.783(s),Control_Trial(10-2),8 & 9,1,0,1,$1.95
