"round_number","block_number","sequence_number","block_type","winning_probability","aaron_mood","probability_aaron_show","reward_value","reaction_time","choice","status_of_play","outcome","accumulated_outcomes","age","gender","major","MCQ_Q1","MCQ_Q2","MCQ_Q3","MCQ_Q4","MCQ_Q5","MCQ_Q6","chance_guess","pre_game_strategy","wager","post_game_quiz_q1","post_game_quiz_q2","post_game_quiz_q3","post_game_quiz_q3_other","post_game_quiz_correct","odds_guess_one_reply","odds_guess_one_did_win","odds_guess_two_reply","odds_guess_two_did_win","odds_guess_three_reply","odds_guess_three_did_win","id","treatment","craver","previous_choice","previous_trial_outcome","exposure_time","craver_2","blue_interspersed"
1,16,3,"S",0.8,"High",0.5,"High",476,1,0,0,97.5,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,38,1,2
2,16,3,"S",0.8,"High",0.5,"High",888,1,1,1.3,98.8,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,38,1,2
3,16,3,"S",0.8,"High",0.5,"High",268,1,1,1.3,100.1,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,39,1,2
4,16,3,"S",0.8,"High",0.5,"High",527,1,0,0,100.1,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,40,1,2
5,16,3,"S",0.8,"High",0.5,"High",386,1,0,0,100.1,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,40,1,2
1,17,3,"S",0.8,"Low",1,"Low",578,1,1,-0.7,99.4,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,40,1,2
2,17,3,"S",0.8,"Low",1,"Low",390,1,1,-0.7,98.7,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,40,1,2
3,17,3,"S",0.8,"Low",1,"Low",353,1,1,0.3,99,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,40,1,2
4,17,3,"S",0.8,"Low",1,"Low",387,1,1,-0.7,98.3,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,41,1,2
5,17,3,"S",0.8,"Low",1,"Low",390,1,1,0.3,98.6,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,41,1,2
1,18,3,"S",0.8,"Low",1,"High",918,1,1,1.3,99.9,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,42,1,2
2,18,3,"S",0.8,"Low",1,"High",384,1,1,-0.7,99.2,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,43,1,2
3,18,3,"S",0.8,"Low",1,"High",376,1,1,1.3,100.5,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,43,1,2
4,18,3,"S",0.8,"Low",1,"High",393,1,1,-0.7,99.8,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,44,1,2
5,18,3,"S",0.8,"Low",1,"High",386,1,1,-0.7,99.1,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,44,1,2
1,19,3,"S",0.8,"High",0.5,"Low",578,1,0,0,99.1,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,44,1,2
2,19,3,"S",0.8,"High",0.5,"Low",511,1,0,0,99.1,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,44,1,2
3,19,3,"S",0.8,"High",0.5,"Low",349,1,0,0,99.1,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,44,1,2
4,19,3,"S",0.8,"High",0.5,"Low",533,1,0,0,99.1,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,44,1,2
5,19,3,"S",0.8,"High",0.5,"Low",364,1,0,0,99.1,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,44,1,2
1,20,3,"S",0.8,"High",0.5,"High",470,1,0,0,99.1,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,44,1,2
2,20,3,"S",0.8,"High",0.5,"High",405,1,1,1.3,100.4,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,44,1,2
3,20,3,"S",0.8,"High",0.5,"High",550,1,1,1.3,101.7,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,45,1,2
4,20,3,"S",0.8,"High",0.5,"High",399,1,0,0,101.7,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,46,1,2
5,20,3,"S",0.8,"High",0.5,"High",354,1,0,0,101.7,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,46,1,2
1,1,4,"C",0.2,"Low",1,"Low",563,0,0,0,108.2,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,5,1,3
2,1,4,"C",0.2,"Low",1,"Low",367,0,0,0,108.2,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,0,0,5,1,3
3,1,4,"C",0.2,"Low",1,"Low",194,0,0,0,108.2,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,0,0,5,1,3
4,1,4,"C",0.2,"Low",1,"Low",167,0,0,0,108.2,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,0,0,5,1,3
5,1,4,"C",0.2,"Low",1,"Low",130,0,0,0,108.2,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,0,0,5,1,3
1,2,4,"C",0.2,"High",0.5,"Low",481,0,0,0,108.2,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,0,0,5,1,3
2,2,4,"C",0.2,"High",0.5,"Low",145,0,0,0,108.2,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,0,0,5,1,3
3,2,4,"C",0.2,"High",0.5,"Low",114,0,0,0,108.2,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,0,0,5,1,3
4,2,4,"C",0.2,"High",0.5,"Low",97,0,0,0,108.2,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,0,0,5,1,3
5,2,4,"C",0.2,"High",0.5,"Low",160,0,0,0,108.2,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,0,0,5,1,3
1,3,4,"S",0.8,"High",0.5,"High",885,1,0,0,108.2,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,0,0,5,1,3
2,3,4,"S",0.8,"High",0.5,"High",371,1,0,0,108.2,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,5,1,3
3,3,4,"S",0.8,"High",0.5,"High",304,1,0,0,108.2,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,5,1,3
4,3,4,"S",0.8,"High",0.5,"High",302,1,0,0,108.2,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,5,1,3
5,3,4,"S",0.8,"High",0.5,"High",315,1,1,1.3,109.5,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,5,1,3
1,4,4,"C",0.2,"High",0.5,"High",594,0,0,0,109.5,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,6,1,3
2,4,4,"C",0.2,"High",0.5,"High",206,0,0,0,109.5,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,0,0,6,1,3
3,4,4,"C",0.2,"High",0.5,"High",127,0,0,0,109.5,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,0,0,6,1,3
4,4,4,"C",0.2,"High",0.5,"High",97,0,0,0,109.5,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,0,0,6,1,3
5,4,4,"C",0.2,"High",0.5,"High",178,0,0,0,109.5,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,0,0,6,1,3
1,5,4,"C",0.2,"Low",1,"High",459,0,0,0,109.5,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,0,0,6,1,3
2,5,4,"C",0.2,"Low",1,"High",163,0,0,0,109.5,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,0,0,6,1,3
3,5,4,"C",0.2,"Low",1,"High",151,0,0,0,109.5,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,0,0,6,1,3
4,5,4,"C",0.2,"Low",1,"High",122,0,0,0,109.5,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,0,0,6,1,3
5,5,4,"C",0.2,"Low",1,"High",110,0,0,0,109.5,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,0,0,6,1,3
1,6,4,"S",0.8,"Low",1,"Low",901,1,1,0.3,109.8,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,0,0,6,1,3
2,6,4,"S",0.8,"Low",1,"Low",448,1,1,0.3,110.1,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,7,1,3
3,6,4,"S",0.8,"Low",1,"Low",344,1,1,0.3,110.4,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,8,1,3
4,6,4,"S",0.8,"Low",1,"Low",320,1,1,0.3,110.7,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,9,1,3
5,6,4,"S",0.8,"Low",1,"Low",484,1,1,0.3,111,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,10,1,3
1,7,4,"S",0.8,"Low",1,"High",582,1,1,1.3,112.3,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,11,1,3
2,7,4,"S",0.8,"Low",1,"High",413,1,1,-0.7,111.6,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,12,1,3
3,7,4,"S",0.8,"Low",1,"High",410,1,1,1.3,112.9,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,12,1,3
4,7,4,"S",0.8,"Low",1,"High",278,1,1,1.3,114.2,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,13,1,3
5,7,4,"S",0.8,"Low",1,"High",365,1,1,1.3,115.5,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,14,1,3
1,8,4,"S",0.8,"High",0.5,"Low",422,1,0,0,115.5,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,15,1,3
2,8,4,"S",0.8,"High",0.5,"Low",323,1,0,0,115.5,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,15,1,3
3,8,4,"S",0.8,"High",0.5,"Low",296,1,1,-0.7,114.8,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,15,1,3
4,8,4,"S",0.8,"High",0.5,"Low",415,1,0,0,114.8,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,15,1,3
5,8,4,"S",0.8,"High",0.5,"Low",346,1,1,0.3,115.1,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,15,1,3
1,9,4,"S",0.8,"Low",1,"Low",389,1,1,0.3,115.4,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,16,1,3
2,9,4,"S",0.8,"Low",1,"Low",700,1,1,-0.7,114.7,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,17,1,3
3,9,4,"S",0.8,"Low",1,"Low",522,1,1,0.3,115,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,17,1,3
4,9,4,"S",0.8,"Low",1,"Low",365,1,1,0.3,115.3,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,18,1,3
5,9,4,"S",0.8,"Low",1,"Low",185,1,1,0.3,115.6,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,19,1,3
1,10,4,"S",0.8,"Low",1,"High",589,1,1,1.3,116.9,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,20,1,3
2,10,4,"S",0.8,"Low",1,"High",250,1,1,1.3,118.2,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,21,1,3
3,10,4,"S",0.8,"Low",1,"High",179,1,1,1.3,119.5,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,22,1,3
4,10,4,"S",0.8,"Low",1,"High",252,1,1,1.3,120.8,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,23,1,3
5,10,4,"S",0.8,"Low",1,"High",316,1,1,1.3,122.1,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,24,1,3
1,11,4,"S",0.8,"High",0.5,"Low",583,1,1,0.3,122.4,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,25,1,3
2,11,4,"S",0.8,"High",0.5,"Low",518,1,1,0.3,122.7,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,26,1,3
3,11,4,"S",0.8,"High",0.5,"Low",494,1,0,0,122.7,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,27,1,3
4,11,4,"S",0.8,"High",0.5,"Low",565,1,1,0.3,123,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,27,1,3
5,11,4,"S",0.8,"High",0.5,"Low",608,1,0,0,123,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,28,1,3
1,12,4,"S",0.8,"High",0.5,"High",517,1,0,0,123,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,28,1,3
2,12,4,"S",0.8,"High",0.5,"High",264,1,0,0,123,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,28,1,3
3,12,4,"S",0.8,"High",0.5,"High",338,1,0,0,123,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,28,1,3
4,12,4,"S",0.8,"High",0.5,"High",368,1,1,1.3,124.3,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,28,1,3
5,12,4,"S",0.8,"High",0.5,"High",526,1,0,0,124.3,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,29,1,3
1,13,4,"S",0.8,"Low",1,"Low",536,1,1,0.3,124.6,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,29,1,3
2,13,4,"S",0.8,"Low",1,"Low",369,1,1,0.3,124.9,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,30,1,3
3,13,4,"S",0.8,"Low",1,"Low",310,1,1,0.3,125.2,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,31,1,3
4,13,4,"S",0.8,"Low",1,"Low",417,1,1,-0.7,124.5,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,32,1,3
5,13,4,"S",0.8,"Low",1,"Low",443,1,1,0.3,124.8,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,32,1,3
1,14,4,"S",0.8,"Low",1,"High",629,1,1,1.3,126.1,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,33,1,3
2,14,4,"S",0.8,"Low",1,"High",337,1,1,1.3,127.4,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,34,1,3
3,14,4,"S",0.8,"Low",1,"High",285,1,1,1.3,128.7,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,35,1,3
4,14,4,"S",0.8,"Low",1,"High",454,1,1,1.3,130,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,36,1,3
5,14,4,"S",0.8,"Low",1,"High",400,1,1,1.3,131.3,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,37,1,3
1,15,4,"S",0.8,"High",0.5,"Low",455,1,1,0.3,131.6,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,38,1,3
2,15,4,"S",0.8,"High",0.5,"Low",376,1,0,0,131.6,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,39,1,3
3,15,4,"S",0.8,"High",0.5,"Low",355,1,1,0.3,131.9,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,39,1,3
4,15,4,"S",0.8,"High",0.5,"Low",389,1,1,0.3,132.2,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,40,1,3
5,15,4,"S",0.8,"High",0.5,"Low",505,1,1,0.3,132.5,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,41,1,3
1,16,4,"S",0.8,"High",0.5,"High",567,1,1,1.3,133.8,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,42,1,3
2,16,4,"S",0.8,"High",0.5,"High",475,1,0,0,133.8,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,43,1,3
3,16,4,"S",0.8,"High",0.5,"High",403,1,1,1.3,135.1,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,43,1,3
4,16,4,"S",0.8,"High",0.5,"High",410,1,1,1.3,136.4,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,44,1,3
5,16,4,"S",0.8,"High",0.5,"High",400,1,1,1.3,137.7,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,45,1,3
1,17,4,"S",0.8,"Low",1,"Low",531,1,1,0.3,138,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,46,1,3
2,17,4,"S",0.8,"Low",1,"Low",318,1,1,0.3,138.3,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,47,1,3
3,17,4,"S",0.8,"Low",1,"Low",416,1,1,0.3,138.6,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,48,1,3
4,17,4,"S",0.8,"Low",1,"Low",367,1,1,0.3,138.9,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,49,1,3
5,17,4,"S",0.8,"Low",1,"Low",426,1,1,0.3,139.2,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,50,1,3
1,18,4,"S",0.8,"Low",1,"High",567,1,1,1.3,140.5,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,51,1,3
2,18,4,"S",0.8,"Low",1,"High",524,1,1,-0.7,139.8,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,52,1,3
3,18,4,"S",0.8,"Low",1,"High",473,1,1,1.3,141.1,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,52,1,3
4,18,4,"S",0.8,"Low",1,"High",394,1,1,1.3,142.4,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,53,1,3
5,18,4,"S",0.8,"Low",1,"High",425,1,1,1.3,143.7,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,54,1,3
1,19,4,"S",0.8,"High",0.5,"Low",523,1,0,0,143.7,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,55,1,3
2,19,4,"S",0.8,"High",0.5,"Low",344,1,1,-0.7,143,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,55,1,3
3,19,4,"S",0.8,"High",0.5,"Low",562,1,0,0,143,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,55,1,3
4,19,4,"S",0.8,"High",0.5,"Low",484,1,0,0,143,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,55,1,3
5,19,4,"S",0.8,"High",0.5,"Low",500,1,0,0,143,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,55,1,3
1,20,4,"S",0.8,"High",0.5,"High",516,1,0,0,143,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,55,1,3
2,20,4,"S",0.8,"High",0.5,"High",379,1,1,1.3,144.3,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,55,1,3
3,20,4,"S",0.8,"High",0.5,"High",446,1,0,0,144.3,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,56,1,3
4,20,4,"S",0.8,"High",0.5,"High",697,1,1,1.3,145.6,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,0,56,1,3
5,20,4,"S",0.8,"High",0.5,"High",416,1,0,0,145.6,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,57,1,3
1,1,5,"C",0.2,"Low",1,"High",661,0,0,0,148.1,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,3,1,2
2,1,5,"C",0.2,"Low",1,"High",212,0,0,0,148.1,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,0,0,3,1,2
3,1,5,"C",0.2,"Low",1,"High",85,0,0,0,148.1,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,0,0,3,1,2
4,1,5,"C",0.2,"Low",1,"High",139,0,0,0,148.1,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,0,0,3,1,2
5,1,5,"C",0.2,"Low",1,"High",96,0,0,0,148.1,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,0,0,3,1,2
1,2,5,"S",0.8,"High",0.5,"High",780,1,1,1.3,149.4,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,0,0,3,1,2
2,2,5,"S",0.8,"High",0.5,"High",356,1,1,-0.7,148.7,29,"1","1",1,1,1,1,1,1,NA,2,0,2,1,1,"",1,2,0,2,1,NA,NA,45,"control",1,1,1,4,1,2
