"round_number","block_number","sequence_number","block_type","winning_probability","aaron_mood","probability_aaron_show","reward_value","reaction_time","choice","status_of_play","outcome","accumulated_outcomes","age","gender","major","MCQ_Q1","MCQ_Q2","MCQ_Q3","MCQ_Q4","MCQ_Q5","MCQ_Q6","chance_guess","pre_game_strategy","wager","post_game_quiz_q1","post_game_quiz_q2","post_game_quiz_q3","post_game_quiz_q3_other","post_game_quiz_correct","odds_guess_one_reply","odds_guess_one_did_win","odds_guess_two_reply","odds_guess_two_did_win","odds_guess_three_reply","odds_guess_three_did_win","id","treatment","craver","previous_choice","previous_trial_outcome","exposure_time","craver_2","blue_interspersed"
4,12,6,"S",0.8,"High",0.5,"High",355,1,0,0,198.4,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,0,27,0,2
5,12,6,"S",0.8,"High",0.5,"High",386,1,1,1.3,199.7,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,0,27,0,2
1,13,6,"S",0.8,"Low",1,"Low",405,1,1,0.3,200,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,1,28,0,2
2,13,6,"S",0.8,"Low",1,"Low",386,1,1,0.3,200.3,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,1,29,0,2
3,13,6,"S",0.8,"Low",1,"Low",424,1,1,0.3,200.6,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,1,30,0,2
4,13,6,"S",0.8,"Low",1,"Low",430,1,1,-0.7,199.9,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,1,31,0,2
5,13,6,"S",0.8,"Low",1,"Low",466,1,1,0.3,200.2,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,0,31,0,2
1,14,6,"S",0.8,"Low",1,"High",494,1,1,-0.7,199.5,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,1,32,0,2
2,14,6,"S",0.8,"Low",1,"High",372,1,1,-0.7,198.8,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,0,32,0,2
3,14,6,"S",0.8,"Low",1,"High",288,1,1,1.3,200.1,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,0,32,0,2
4,14,6,"S",0.8,"Low",1,"High",442,1,1,1.3,201.4,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,1,33,0,2
5,14,6,"S",0.8,"Low",1,"High",312,1,1,1.3,202.7,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,1,34,0,2
1,15,6,"S",0.8,"High",0.5,"Low",478,1,0,0,202.7,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,1,35,0,2
2,15,6,"S",0.8,"High",0.5,"Low",442,1,0,0,202.7,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,0,35,0,2
3,15,6,"S",0.8,"High",0.5,"Low",350,1,1,-0.7,202,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,0,35,0,2
4,15,6,"S",0.8,"High",0.5,"Low",225,1,0,0,202,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,0,35,0,2
5,15,6,"S",0.8,"High",0.5,"Low",369,1,0,0,202,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,0,35,0,2
1,16,6,"S",0.8,"High",0.5,"High",530,1,1,1.3,203.3,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,0,35,0,2
2,16,6,"S",0.8,"High",0.5,"High",326,1,0,0,203.3,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,1,36,0,2
3,16,6,"S",0.8,"High",0.5,"High",548,1,0,0,203.3,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,0,36,0,2
4,16,6,"S",0.8,"High",0.5,"High",397,1,0,0,203.3,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,0,36,0,2
5,16,6,"S",0.8,"High",0.5,"High",452,1,1,1.3,204.6,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,0,36,0,2
1,17,6,"S",0.8,"Low",1,"Low",398,1,1,0.3,204.9,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,1,37,0,2
2,17,6,"S",0.8,"Low",1,"Low",205,1,1,0.3,205.2,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,1,38,0,2
3,17,6,"S",0.8,"Low",1,"Low",274,1,1,-0.7,204.5,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,1,39,0,2
4,17,6,"S",0.8,"Low",1,"Low",394,1,1,0.3,204.8,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,0,39,0,2
5,17,6,"S",0.8,"Low",1,"Low",426,1,1,-0.7,204.1,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,1,40,0,2
1,18,6,"S",0.8,"Low",1,"High",569,1,1,1.3,205.4,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,0,40,0,2
2,18,6,"S",0.8,"Low",1,"High",520,1,1,1.3,206.7,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,1,41,0,2
3,18,6,"S",0.8,"Low",1,"High",398,1,1,1.3,208,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,1,42,0,2
4,18,6,"S",0.8,"Low",1,"High",553,1,1,1.3,209.3,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,1,43,0,2
5,18,6,"S",0.8,"Low",1,"High",727,1,1,-0.7,208.6,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,1,44,0,2
1,19,6,"S",0.8,"High",0.5,"Low",450,1,0,0,208.6,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,0,44,0,2
2,19,6,"S",0.8,"High",0.5,"Low",433,1,1,0.3,208.9,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,0,44,0,2
3,19,6,"S",0.8,"High",0.5,"Low",465,1,1,0.3,209.2,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,1,45,0,2
4,19,6,"S",0.8,"High",0.5,"Low",440,1,1,-0.7,208.5,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,1,46,0,2
5,19,6,"S",0.8,"High",0.5,"Low",546,1,1,0.3,208.8,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,0,46,0,2
1,20,6,"S",0.8,"High",0.5,"High",526,1,1,1.3,210.1,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,1,47,0,2
2,20,6,"S",0.8,"High",0.5,"High",371,1,0,0,210.1,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,1,48,0,2
3,20,6,"S",0.8,"High",0.5,"High",417,1,0,0,210.1,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,0,48,0,2
4,20,6,"S",0.8,"High",0.5,"High",330,1,1,-0.7,209.4,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,0,48,0,2
5,20,6,"S",0.8,"High",0.5,"High",344,1,0,0,209.4,22,"1","2",1,1,1,1,1,1,1,1,0,NA,NA,NA,"",NA,2,1,NA,NA,NA,NA,69,"control",1,1,0,48,0,2
1,1,1,"C",0.2,"Low",1,"Low",576,0,0,0,6.5,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,5,0,3
2,1,1,"C",0.2,"Low",1,"Low",422,0,0,0,6.5,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,0,0,5,0,3
3,1,1,"C",0.2,"Low",1,"Low",391,0,0,0,6.5,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,0,0,5,0,3
4,1,1,"C",0.2,"Low",1,"Low",486,0,0,0,6.5,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,0,0,5,0,3
5,1,1,"C",0.2,"Low",1,"Low",413,0,0,0,6.5,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,0,0,5,0,3
1,2,1,"C",0.2,"Low",1,"High",411,0,0,0,6.5,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,0,0,5,0,3
2,2,1,"C",0.2,"Low",1,"High",281,0,0,0,6.5,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,0,0,5,0,3
3,2,1,"C",0.2,"Low",1,"High",425,0,0,0,6.5,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,0,0,5,0,3
4,2,1,"C",0.2,"Low",1,"High",407,0,0,0,6.5,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,0,0,5,0,3
5,2,1,"C",0.2,"Low",1,"High",345,0,0,0,6.5,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,0,0,5,0,3
1,3,1,"S",0.8,"High",0.5,"Low",651,1,1,0.3,6.8,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,0,0,5,0,3
2,3,1,"S",0.8,"High",0.5,"Low",940,1,1,0.3,7.1,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,6,0,3
3,3,1,"S",0.8,"High",0.5,"Low",445,1,0,0,7.1,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,7,0,3
4,3,1,"S",0.8,"High",0.5,"Low",304,1,0,0,7.1,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,0,7,0,3
5,3,1,"S",0.8,"High",0.5,"Low",332,1,1,0.3,7.4,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,0,7,0,3
1,4,1,"C",0.2,"High",0.5,"High",569,0,0,0,7.4,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,8,0,3
2,4,1,"C",0.2,"High",0.5,"High",249,0,0,0,7.4,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,0,0,8,0,3
3,4,1,"C",0.2,"High",0.5,"High",396,0,0,0,7.4,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,0,0,8,0,3
4,4,1,"C",0.2,"High",0.5,"High",338,0,0,0,7.4,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,0,0,8,0,3
5,4,1,"C",0.2,"High",0.5,"High",280,0,0,0,7.4,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,0,0,8,0,3
1,5,1,"C",0.2,"High",0.5,"Low",367,0,0,0,7.4,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,0,0,8,0,3
2,5,1,"C",0.2,"High",0.5,"Low",286,0,0,0,7.4,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,0,0,8,0,3
3,5,1,"C",0.2,"High",0.5,"Low",353,0,0,0,7.4,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,0,0,8,0,3
4,5,1,"C",0.2,"High",0.5,"Low",338,0,0,0,7.4,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,0,0,8,0,3
5,5,1,"C",0.2,"High",0.5,"Low",267,0,0,0,7.4,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,0,0,8,0,3
1,6,1,"S",0.8,"Low",1,"Low",986,1,1,-0.7,6.7,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,0,0,8,0,3
2,6,1,"S",0.8,"Low",1,"Low",424,1,1,-0.7,6,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,0,8,0,3
3,6,1,"S",0.8,"Low",1,"Low",254,1,1,0.3,6.3,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,0,8,0,3
4,6,1,"S",0.8,"Low",1,"Low",383,1,1,-0.7,5.6,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,9,0,3
5,6,1,"S",0.8,"Low",1,"Low",345,1,1,0.3,5.9,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,0,9,0,3
1,7,1,"S",0.8,"Low",1,"High",456,1,1,-0.7,5.2,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,10,0,3
2,7,1,"S",0.8,"Low",1,"High",233,1,1,1.3,6.5,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,0,10,0,3
3,7,1,"S",0.8,"Low",1,"High",409,1,1,-0.7,5.8,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,11,0,3
4,7,1,"S",0.8,"Low",1,"High",338,1,1,1.3,7.1,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,0,11,0,3
5,7,1,"S",0.8,"Low",1,"High",588,1,1,1.3,8.4,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,12,0,3
1,8,1,"S",0.8,"High",0.5,"High",454,1,0,0,8.4,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,13,0,3
2,8,1,"S",0.8,"High",0.5,"High",362,1,1,1.3,9.7,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,0,13,0,3
3,8,1,"S",0.8,"High",0.5,"High",347,1,0,0,9.7,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,14,0,3
4,8,1,"S",0.8,"High",0.5,"High",260,1,1,1.3,11,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,0,14,0,3
5,8,1,"S",0.8,"High",0.5,"High",518,1,0,0,11,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,15,0,3
1,9,1,"S",0.8,"Low",1,"Low",734,1,1,0.3,11.3,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,0,15,0,3
2,9,1,"S",0.8,"Low",1,"Low",369,1,1,0.3,11.6,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,16,0,3
3,9,1,"S",0.8,"Low",1,"Low",367,1,1,-0.7,10.9,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,17,0,3
4,9,1,"S",0.8,"Low",1,"Low",329,1,1,-0.7,10.2,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,0,17,0,3
5,9,1,"S",0.8,"Low",1,"Low",227,1,1,0.3,10.5,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,0,17,0,3
1,10,1,"S",0.8,"Low",1,"High",383,1,1,1.3,11.8,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,18,0,3
2,10,1,"S",0.8,"Low",1,"High",337,1,1,1.3,13.1,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,19,0,3
3,10,1,"S",0.8,"Low",1,"High",325,1,1,1.3,14.4,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,20,0,3
4,10,1,"S",0.8,"Low",1,"High",312,1,1,-0.7,13.7,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,21,0,3
5,10,1,"S",0.8,"Low",1,"High",332,1,1,1.3,15,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,0,21,0,3
1,11,1,"S",0.8,"High",0.5,"Low",347,1,1,0.3,15.3,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,22,0,3
2,11,1,"S",0.8,"High",0.5,"Low",447,1,0,0,15.3,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,23,0,3
3,11,1,"S",0.8,"High",0.5,"Low",344,1,1,0.3,15.6,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,0,23,0,3
4,11,1,"S",0.8,"High",0.5,"Low",353,1,1,0.3,15.9,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,24,0,3
5,11,1,"S",0.8,"High",0.5,"Low",347,1,0,0,15.9,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,25,0,3
1,12,1,"S",0.8,"High",0.5,"High",451,1,0,0,15.9,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,0,25,0,3
2,12,1,"S",0.8,"High",0.5,"High",409,1,1,-0.7,15.2,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,0,25,0,3
3,12,1,"S",0.8,"High",0.5,"High",200,1,0,0,15.2,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,0,25,0,3
4,12,1,"S",0.8,"High",0.5,"High",289,1,0,0,15.2,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,0,25,0,3
5,12,1,"S",0.8,"High",0.5,"High",353,1,0,0,15.2,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,0,25,0,3
1,13,1,"S",0.8,"Low",1,"Low",425,1,1,0.3,15.5,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,0,25,0,3
2,13,1,"S",0.8,"Low",1,"Low",380,1,1,0.3,15.8,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,26,0,3
3,13,1,"S",0.8,"Low",1,"Low",408,1,1,0.3,16.1,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,27,0,3
4,13,1,"S",0.8,"Low",1,"Low",364,1,1,0.3,16.4,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,28,0,3
5,13,1,"S",0.8,"Low",1,"Low",556,1,1,0.3,16.7,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,29,0,3
1,14,1,"S",0.8,"Low",1,"High",389,1,1,-0.7,16,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,30,0,3
2,14,1,"S",0.8,"Low",1,"High",338,1,1,-0.7,15.3,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,0,30,0,3
3,14,1,"S",0.8,"Low",1,"High",217,1,1,1.3,16.6,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,0,30,0,3
4,14,1,"S",0.8,"Low",1,"High",374,1,1,-0.7,15.9,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,31,0,3
5,14,1,"S",0.8,"Low",1,"High",386,1,1,1.3,17.2,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,0,31,0,3
1,15,1,"S",0.8,"High",0.5,"Low",326,1,1,0.3,17.5,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,32,0,3
2,15,1,"S",0.8,"High",0.5,"Low",337,1,0,0,17.5,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,33,0,3
3,15,1,"S",0.8,"High",0.5,"Low",379,1,0,0,17.5,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,0,33,0,3
4,15,1,"S",0.8,"High",0.5,"Low",36,1,1,0.3,17.8,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,0,33,0,3
5,15,1,"S",0.8,"High",0.5,"Low",393,1,0,0,17.8,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,34,0,3
1,16,1,"S",0.8,"High",0.5,"High",383,1,1,1.3,19.1,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,0,34,0,3
2,16,1,"S",0.8,"High",0.5,"High",344,1,0,0,19.1,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,35,0,3
3,16,1,"S",0.8,"High",0.5,"High",427,1,1,1.3,20.4,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,0,35,0,3
4,16,1,"S",0.8,"High",0.5,"High",372,1,1,-0.7,19.7,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,36,0,3
5,16,1,"S",0.8,"High",0.5,"High",367,1,0,0,19.7,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,0,36,0,3
1,17,1,"S",0.8,"Low",1,"Low",942,1,1,0.3,20,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,0,36,0,3
2,17,1,"S",0.8,"Low",1,"Low",358,1,1,-0.7,19.3,21,"2","2",1,1,1,1,1,1,1,3,10,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,70,"control",0,1,1,37,0,3
