Trial#,Sequence#,Response Time,Trial Type(mean-std),Shade,Resp,Missed,Reply,Accumulated Amount
1,6,1.698(s),Control_Same_Color_Trial(3-2),2 & 2,0,0,0.5,$-0.25
2,6,0.706(s),Control_Trial(3-2),2 & 1,1,0,1,$-0.15
3,6,1.284(s),Control_Trial(3-2),3 & 2,-1,0,0,$-0.4
4,6,1.363(s),Control_Trial(3-2),5 & 4,-1,0,0,$-0.65
5,6,0.979(s),Control_Trial(3-2),3 & 4,1,0,1,$-0.55
6,6,0.868(s),Control_Trial(3-2),1 & 2,1,0,1,$-0.45
7,6,0.821(s),Control_Trial(3-2),5 & 4,1,0,1,$-0.35
8,6,0.922(s),Control_Same_Color_Trial(3-2),4 & 4,0,0,0.5,$-0.6
9,6,0.691(s),Control_Trial(3-2),2 & 1,1,0,1,$-0.5
10,6,0.675(s),Control_Trial(3-2),3 & 4,1,0,1,$-0.4
11,6,1.201(s),Control_Same_Color_Trial(3-2),5 & 5,1,0,1,$-0.3
12,6,0.993(s),Control_Trial(3-2),3 & 4,1,0,1,$-0.2
13,6,1.259(s),Control_Trial(3-2),4 & 5,1,0,1,$-0.1
14,6,0.786(s),Control_Trial(3-2),4 & 3,1,0,1,$-1.3877787807814E-16
15,6,0.612(s),Control_Trial(3-2),3 & 4,1,0,1,$0.1
16,6,0.628(s),Control_Trial(3-2),4 & 5,0,0,0,$-0.15
17,6,1.592(s),Control_Trial(3-2),2 & 3,1,0,1,$-0.05
18,6,0.729(s),Control_Trial(3-2),3 & 2,1,0,1,$0.05
19,6,0.833(s),Control_Trial(3-2),1 & 2,1,0,1,$0.15
20,6,0.965(s),Control_Trial(3-2),3 & 4,1,0,1,$0.25
21,6,1.829(s),Control_Trial(3-2),2 & 3,1,0,1,$0.35
22,6,1.635(s),Control_Trial(3-2),4 & 5,1,0,1,$0.45
23,6,1.173(s),Control_Trial(3-2),4 & 5,1,0,1,$0.55
24,6,0.69(s),Control_Trial(3-2),3 & 2,1,0,1,$0.65
25,6,0.59(s),Control_Trial(3-2),4 & 5,1,0,1,$0.75
26,6,0.787(s),Control_Trial(3-2),4 & 5,1,0,1,$0.85
27,6,1.536(s),Control_Trial(3-2),2 & 3,1,0,1,$0.95
28,6,0.773(s),Control_Trial(3-2),3 & 2,1,0,1,$1.05
29,6,0.622(s),Control_Trial(3-2),4 & 5,1,0,1,$1.15
30,6,0.818(s),Control_Trial(3-2),4 & 5,1,0,1,$1.25
31,6,1.249(s),Control_Trial(3-2),4 & 3,1,0,1,$1.35
32,6,1.107(s),Control_Trial(3-2),2 & 1,1,0,1,$1.45
33,6,0.984(s),Control_Trial(3-2),2 & 1,1,0,1,$1.55
34,6,0.875(s),Control_Trial(3-2),2 & 1,1,0,1,$1.65
35,6,2.001(s),Control_Trial(3-2),2 & 1,0,1,-1,$0.65
36,6,2.186(s),Control_Trial(3-2),4 & 5,0,0,0,$0.4
37,6,1.334(s),Control_Trial(3-2),4 & 3,1,0,1,$0.5
38,6,0.646(s),Control_Trial(3-2),3 & 4,1,0,1,$0.6
39,6,1.058(s),Control_Trial(3-2),4 & 5,1,0,1,$0.7
40,6,0.716(s),Control_Trial(3-2),2 & 1,1,0,1,$0.8
41,6,0.612(s),Control_Trial(3-2),1 & 2,1,0,1,$0.9
42,6,1.046(s),Control_Trial(3-2),4 & 5,1,0,1,$1
43,6,0.866(s),Control_Same_Color_Trial(3-2),5 & 5,0,0,0.5,$0.75
44,6,1.211(s),Control_Trial(3-2),2 & 1,1,0,1,$0.85
45,6,0.645(s),Control_Same_Color_Trial(3-2),5 & 5,0,0,0.5,$0.6
46,6,1.068(s),Control_Test_Trial(3-2),3 & 2,1,0,1,$0.7
47,6,0.95(s),Adpative_Test_Trial(9-1),10 & 9,1,0,1,$0.8
48,7,0.723(s),Control_Trial(3-2),2 & 1,1,0,1,$0.9
49,7,0.718(s),Control_Trial(3-2),3 & 2,1,0,1,$1
50,7,0.82(s),Control_Trial(3-2),2 & 3,1,0,1,$1.1
51,7,0.725(s),Control_Trial(3-2),2 & 1,1,0,1,$1.2
52,7,1.493(s),Control_Trial(3-2),4 & 3,-1,0,0,$0.95
53,7,0.844(s),Control_Trial(3-2),2 & 3,1,0,1,$1.05
54,7,0.57(s),Control_Trial(3-2),1 & 2,1,0,1,$1.15
55,7,0.662(s),Control_Trial(3-2),2 & 1,1,0,1,$1.25
56,7,1.234(s),Control_Trial(3-2),5 & 4,1,0,1,$1.35
57,7,1.531(s),Control_Same_Color_Trial(3-2),3 & 3,1,0,1,$1.45
58,7,0.795(s),Control_Trial(3-2),4 & 5,1,0,1,$1.55
59,7,0.757(s),Control_Same_Color_Trial(3-2),1 & 1,0,0,0.5,$1.3
60,7,0.651(s),Control_Trial(3-2),1 & 2,1,0,1,$1.4
61,7,0.731(s),Control_Same_Color_Trial(3-2),2 & 2,0,0,0.5,$1.15
62,7,0.666(s),Control_Trial(3-2),1 & 2,1,0,1,$1.25
63,7,0.914(s),Control_Trial(3-2),3 & 4,1,0,1,$1.35
64,7,0.654(s),Control_Trial(3-2),2 & 1,1,0,1,$1.45
65,7,0.634(s),Control_Trial(3-2),3 & 4,1,0,1,$1.55
66,7,0.827(s),Control_Trial(3-2),4 & 5,1,0,1,$1.65
67,7,0.491(s),Control_Trial(3-2),2 & 1,1,0,1,$1.75
68,7,0.521(s),Control_Trial(3-2),5 & 4,0,0,0,$1.5
69,7,0.786(s),Control_Trial(3-2),4 & 5,1,0,1,$1.6
70,7,1.001(s),Control_Trial(3-2),1 & 2,1,0,1,$1.7
71,7,0.933(s),Control_Trial(3-2),4 & 5,1,0,1,$1.8
72,7,0.722(s),Control_Trial(3-2),5 & 4,1,0,1,$1.9
73,7,0.652(s),Control_Trial(3-2),5 & 4,1,0,1,$2
74,7,1.101(s),Control_Trial(3-2),2 & 1,1,0,1,$2.1
75,7,0.726(s),Control_Trial(3-2),3 & 2,1,0,1,$2.2
76,7,0.798(s),Control_Trial(3-2),4 & 5,1,0,1,$2.3
77,7,0.684(s),Control_Trial(3-2),2 & 3,1,0,1,$2.4
78,7,0.901(s),Control_Trial(3-2),4 & 5,1,0,1,$2.5
79,7,0.862(s),Control_Trial(3-2),2 & 1,1,0,1,$2.6
80,7,0.65(s),Control_Trial(3-2),3 & 4,1,0,1,$2.7
81,7,0.74(s),Control_Same_Color_Trial(3-2),4 & 4,0,0,0.5,$2.45
