session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Student Status,Employment Status,Current Country of Residence,Nationality,First Language,Sex,Fluent languages,Industry
5e14ef5e451be5b051b4377a,5aa6e29435237b0001130d68,AWAITING REVIEW,2020-01-07 20:51:44.433000,2020-01-07 20:56:40.462000,296.029,24,533,2,100,,693460E2,China,No,Full-Time,United States,United States,Chinese,Female,"English, Chinese",Finance and Insurance
5e14efc6ef7f5eaf92ebf512,5b5315d7303c33000165a984,AWAITING REVIEW,2020-01-07 20:53:28.530000,2020-01-07 21:00:37.675000,429.145,37,126,1,100,,693460E2,United Kingdom,No,,United Kingdom,United Kingdom,English,Male,English,Finance and Insurance
5e14f16415ef40b065e492cf,5938e042e9b44100013ae891,AWAITING REVIEW,2020-01-07 21:00:51.207000,2020-01-07 21:06:39.828000,348.621,34,869,1,100,,693460E2,United States,No,Full-Time,United States,United States,English,Female,English,Finance and Insurance
5e14f18511999fb20b95dd9d,5a9a9a34dbdb470001eee32c,AWAITING REVIEW,2020-01-07 21:00:56.546000,2020-01-07 21:05:10.498000,253.952,42,462,2,100,,693460E2,United States,No,Full-Time,United States,United States,English,Male,English,Finance and Insurance
5e14f29847015e000ae1a020,5976c35f7c7f6f000188e737,AWAITING REVIEW,2020-01-07 21:05:31.916000,2020-01-07 21:09:24.479000,232.563,43,415,3,100,,693460E2,United States,No,Full-Time,United States,United States,English,Male,English,Finance and Insurance
5e14f48e09f864000b264a7a,59fe36ab517dfb00013dad22,AWAITING REVIEW,2020-01-07 21:13:54.773000,2020-01-07 21:20:42.572000,407.799,47,271,1,100,,693460E2,United Kingdom,No,Full-Time,United Kingdom,United Kingdom,English,Male,English,Finance and Insurance
5e14f9715e8e02017522a811,59902dbbb2bf030001c4f1b3,AWAITING REVIEW,2020-01-07 21:34:41.177000,2020-01-07 21:40:46.141000,364.964,35,39,1,100,,693460E2,Slovakia,No,Full-Time,United Kingdom,Slovakia,Slovak,Female,English,Finance and Insurance
5e14fa1ec12a36b0e84aa86b,5b61d0768de04c000171cf1b,AWAITING REVIEW,2020-01-07 21:37:42.910000,2020-01-07 21:46:49.408000,546.498,32,339,1,100,,693460E2,United Kingdom,No,Full-Time,United Kingdom,United Kingdom,English,Female,English,Finance and Insurance
5e14fab46887bcb138751e11,5a5e2217ac562400015411d0,TIMED-OUT,2020-01-07 21:40:04.080000,,834185.167963,46,88,3,98,,,United Kingdom,No,Part-Time,United Kingdom,United Kingdom,English,Female,English,Finance and Insurance
5e14fc09c12a36b13ea4c3ba,59ff8226ab721b0001ef6e61,AWAITING REVIEW,2020-01-07 21:45:48.675000,2020-01-07 21:57:10.356000,681.681,41,278,0,100,,693460E2,United Kingdom,No,Full-Time,United Kingdom,United Kingdom,English,Male,English,Finance and Insurance
5e14ffa924f939b07fb93df3,58a8b4ae6a8d3b00017ecc43,AWAITING REVIEW,2020-01-07 22:01:17.426000,2020-01-07 22:05:44.163000,266.737,27,195,0,100,,693460E2,United States,No,Full-Time,United States,United States,English,Female,English,Finance and Insurance
5e1503094fa02ab24a6f12ef,5a9740dff6dfdd0001ea740f,AWAITING REVIEW,2020-01-07 22:15:37.834000,2020-01-07 22:20:54.285000,316.451,57,119,0,100,,693460E2,United States,Yes,Full-Time,United States,United States,English,Male,English,Finance and Insurance
5e1504a1ac9e16b261bed50a,59534fbccea3470001827e3f,AWAITING REVIEW,2020-01-07 22:22:27.710000,2020-01-07 22:25:39.790000,192.08,32,135,3,99,,693460E2,United Kingdom,No,Full-Time,United Kingdom,United Kingdom,English,Female,English,Finance and Insurance
5e1508b41e8275000c366e34,5bba5bd39672860001e26aba,AWAITING REVIEW,2020-01-07 22:39:48.904000,2020-01-07 22:44:03.680000,254.776,25,77,4,97,,NOCODE,United Kingdom,No,Full-Time,United Kingdom,United Kingdom,English,Male,"English, Hindi, Chinese",Finance and Insurance
5e1509094f849eb219b5ef57,577a6900f8f7ed00014b537b,AWAITING REVIEW,2020-01-07 22:41:20.891000,2020-01-07 22:52:05.304000,644.413,36,521,5,100,,693460E2,United Kingdom,No,Full-Time,United Kingdom,United Kingdom,English,Male,English,Finance and Insurance
5e15096f3e2337000ed6ea3a,55cfa00534e9060012e5709e,AWAITING REVIEW,2020-01-07 22:42:55.213000,2020-01-07 22:49:15.972000,380.759,37,126,0,100,,693460E2,Italy,Yes,Full-Time,United Kingdom,Italy,Italian,Male,Italian,Finance and Insurance
5e150a38839079b1ffa2fefa,59988b87bbe8480001796613,AWAITING REVIEW,2020-01-07 22:46:27.499000,2020-01-07 22:50:33.196000,245.697,24,244,5,99,,693460E2,United Kingdom,No,Full-Time,United Kingdom,United Kingdom,English,Male,English,Finance and Insurance
5e150f2511d879b331c24b13,55ca22a2fdf99b34143003e1,AWAITING REVIEW,2020-01-07 23:07:24.879000,2020-01-07 23:11:48.123000,263.244,26,576,0,100,,693460E2,United States,No,Full-Time,United States,United States,English,Female,English,Finance and Insurance
5e1513f039bcdeb2719fee1a,55a82361fdf99b058cb281bd,AWAITING REVIEW,2020-01-07 23:27:47.003000,2020-01-07 23:31:50.236000,243.233,32,721,9,99,,693460E2,United States,No,Full-Time,United States,United States,English,Male,English,Finance and Insurance
5e1514777adf4bb2517011ad,59d38a2f862b67000119d775,AWAITING REVIEW,2020-01-07 23:29:59.330000,2020-01-07 23:45:32.261000,932.931,33,248,2,100,,693460E2,United States,No,Full-Time,United States,Italy,English,Female,English,Finance and Insurance
5e151d3c94d5eeb397f4834b,5aadbe52811b2000016f7633,AWAITING REVIEW,2020-01-08 00:07:31.977000,2020-01-08 00:19:08.488000,696.511,33,390,3,100,,693460E2,United States,No,Full-Time,United States,United States,English,Male,English,Finance and Insurance
5e15247b35a7a5b3863c31a9,572a31e8d7299f000f7b594a,RETURNED,2020-01-08 00:38:22.473000,,823487.254165,39,596,4,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e152568afb8b0b343c9aa9a,5b73083415d03a0001ea316b,AWAITING REVIEW,2020-01-08 00:42:20.186000,2020-01-08 00:50:37.026000,496.84,47,126,0,100,,693460E2,South Africa,No,Full-Time,Canada,Canada,English,Male,"English, Afrikaans",Finance and Insurance
5e1537436aab7cb373edd31a,5724dbdc386f1b0011e92b81,AWAITING REVIEW,2020-01-08 01:58:30.938000,2020-01-08 02:08:40.687000,609.749,47,94,0,100,,693460E2,United States,,,United States,United States,English,Female,,
5e153a2a76c03bb4e2703ff6,5b207e68c9d3cb0001108ddc,AWAITING REVIEW,2020-01-08 02:10:55.162000,2020-01-08 02:15:56.466000,301.304,31,181,4,98,,693460E2,Canada,No,Full-Time,Canada,Canada,English,Male,Italian,Finance and Insurance
5e154e0eb7b330b59c3a9fe2,5b255d17a7cee100011d8551,AWAITING REVIEW,2020-01-08 03:35:49.999000,2020-01-08 03:47:26.780000,696.781,31,323,2,100,,693460E2,United Kingdom,No,Full-Time,United Kingdom,United Kingdom,English,Female,English,Finance and Insurance
5e1577a558a5c7b8e1081339,5a0980dfa383a100011b49bc,AWAITING REVIEW,2020-01-08 06:33:09.758000,2020-01-08 06:40:37.361000,447.603,33,27,1,99,,693460E2,United Kingdom,No,Part-Time,United Kingdom,United Kingdom,English,Female,English,Finance and Insurance
5e157bd0cda2d6b5eaf1f3e9,5976451e0673e400019617e3,RETURNED,2020-01-08 06:50:59.183000,,801130.779853,34,144,5,97,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e158005deea2bb7d3322f49,5a7886822a842c0001fc3c84,RETURNED,2020-01-08 07:08:55.255000,,800054.707989,28,160,5,96,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e15821b9b92b1b7d41dc85b,57310c291efe74000e3089f4,AWAITING REVIEW,2020-01-08 07:17:49.857000,2020-01-08 07:25:03.935000,434.078,46,673,20,95,,693460E2,United Kingdom,No,Full-Time,United Kingdom,United Kingdom,English,Female,English,Finance and Insurance
5e1590cbdeea2bb8880d7bf8,5a53b69176d1c60001aac043,AWAITING REVIEW,2020-01-08 08:20:29.754000,2020-01-08 08:25:33.687000,303.933,28,319,4,99,,693460E2,United Kingdom,No,Full-Time,United Kingdom,United Kingdom,English,Female,English,Finance and Insurance
5e15910337241cb6cfbec59b,571dd9b913b1b70009be2d86,AWAITING REVIEW,2020-01-08 08:21:28.949000,2020-01-08 08:28:28.327000,419.378,50,1100,8,100,,693460E2,United Kingdom,No,Full-Time,United Kingdom,United Kingdom,English,Male,English,Finance and Insurance
5e1591bd4fa02ab9380de0d8,5a1d9acffe645f0001ea09e9,AWAITING REVIEW,2020-01-08 08:24:32.727000,2020-01-08 08:31:28.968000,416.241,26,360,3,100,,693460E2,United Kingdom,No,Full-Time,United Kingdom,United Kingdom,English,Male,English,Finance and Insurance
5e1594609195c6b8a18fa413,5bbc603e7624280001366e60,RETURNED,2020-01-08 08:46:00.060000,,794230.028059,28,87,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e159b3c4a2ad4b7c6cd5007,5af2b7ce5847970001e3532b,AWAITING REVIEW,2020-01-08 09:05:01.837000,2020-01-08 09:10:19.504000,317.667,38,207,0,100,,693460E2,United Kingdom,No,Full-Time,United Kingdom,United Kingdom,English,Male,English,Finance and Insurance
5e15a0a12e4725b85c973f3a,5ba7bd66d60daf0001533762,AWAITING REVIEW,2020-01-08 09:28:04.579000,2020-01-08 09:33:03.223000,298.644,27,73,0,100,,693460E2,United Kingdom,No,Full-Time,United Kingdom,United Kingdom,English,Female,English,Finance and Insurance
5e15c08a814bbaba0b273d64,5a625da431b87a0001c6de3a,AWAITING REVIEW,2020-01-08 11:44:14.695000,2020-01-08 11:49:07.868000,293.173,41,112,1,100,,693460E2,United Kingdom,No,Full-Time,Ireland,United Kingdom,English,Female,English,Finance and Insurance
5e15c210b199e4ba46bc8be1,5b3b9c0fdd6af000014d3255,AWAITING REVIEW,2020-01-08 11:50:47.242000,2020-01-08 11:56:48.602000,361.36,30,202,7,96,,693460E2,United Kingdom,Yes,Full-Time,United Kingdom,United Kingdom,English,Female,English,Finance and Insurance
5e15c718451be5ba8843e99c,58f4e5c590f5ff0001aef50c,AWAITING REVIEW,2020-01-08 12:12:11.553000,2020-01-08 12:18:03.922000,352.369,30,175,0,100,,693460E2,Canada,No,Full-Time,Canada,Canada,French,Male,"English, French",Finance and Insurance
5e15cca354e2f0ba226a3c3f,5873e83d1ed9d1000105084e,AWAITING REVIEW,2020-01-08 12:35:49.856000,2020-01-08 12:41:07.709000,317.853,34,317,1,100,,693460E2,United Kingdom,No,Full-Time,United Kingdom,United Kingdom,English,Female,English,Finance and Insurance
5e15d1f55a6f73000eeaaf40,5ab2ef8561533800011c6202,AWAITING REVIEW,2020-01-08 12:58:34.416000,2020-01-08 13:07:16.464000,522.048,41,212,3,99,,693460E2,Canada,No,Full-Time,United Kingdom,United Kingdom,English,Female,English,Finance and Insurance
5e15d4ce4fa02abcfe90e3be,56051814e372c00011bd556a,AWAITING REVIEW,2020-01-08 13:10:50.853000,2020-01-08 13:20:16.284000,565.431,32,741,1,100,,693460E2,United Kingdom,No,Part-Time,United Kingdom,United Kingdom,English,Female,English,Finance and Insurance
5e15dc5c9483d7000d2f4b00,5bce72fa5868570001b2df5e,AWAITING REVIEW,2020-01-08 13:42:55.398000,2020-01-08 13:48:59.454000,364.056,23,113,0,100,,693460E2,United States,Yes,Part-Time,United States,United States,English,Female,English,Finance and Insurance
5e15e36e805a30bd94f6bb89,5a1342b7f2e3460001edbfd2,AWAITING REVIEW,2020-01-08 14:13:04.490000,2020-01-08 14:23:31.053000,626.563,35,388,6,99,,693460E2,United Kingdom,No,Full-Time,United Kingdom,United Kingdom,English,Male,French,Finance and Insurance
5e15e528dfdf62000d1d1b14,5982ff7c127287000185f50a,AWAITING REVIEW,2020-01-08 14:20:26.562000,2020-01-08 14:25:02.711000,276.149,38,309,9,98,,693460E2,United Kingdom,No,Full-Time,United Kingdom,United Kingdom,English,Male,English,Finance and Insurance
5e15e84ffe1085bd480e0085,5b740aa25443780001b046d6,AWAITING REVIEW,2020-01-08 14:33:56.497000,2020-01-08 14:37:33.009000,216.512,26,275,3,100,,693460E2,United Kingdom,No,Full-Time,United Kingdom,United Kingdom,English,Female,English,Finance and Insurance
5e15f1429a993fbeb6d7ca74,5b04acca331e8100018f76ce,AWAITING REVIEW,2020-01-08 15:12:06.564000,2020-01-08 15:18:42.134000,395.57,54,274,3,99,,693460E2,United States,No,Part-Time,United States,United States,English,Female,English,Finance and Insurance
5e160af8e6d0b5000a3b4d04,596cdbed5d5ee80001121b8e,AWAITING REVIEW,2020-01-08 17:01:51.167000,2020-01-08 17:11:32.782000,581.615,28,256,3,100,,693460E2,France,No,Full-Time,France,France,French,Male,"English, German",Finance and Insurance
5e161c0a130644c10a50a947,5b537201c09af90001f100da,AWAITING REVIEW,2020-01-08 18:18:42.564000,2020-01-08 18:23:46.591000,304.027,45,328,2,100,,693460E2,United Kingdom,No,Full-Time,United Kingdom,United Kingdom,English,Female,English,Finance and Insurance
5e1622220db892c1947a08ce,59d3b320b5367100017112af,RETURNED,2020-01-08 18:40:34.873000,,758555.690724,42,108,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e16226acd994205150b4aee,58395e80684ad00001e9f8ef,AWAITING REVIEW,2020-01-08 18:41:46.952000,2020-01-08 18:46:51.313000,304.361,41,456,7,98,,693460E2,United Kingdom,No,Full-Time,United Kingdom,United Kingdom,English,Female,English,Finance and Insurance
5e16280af965b8000ea924ef,5989b85ce684850001dfe29c,AWAITING REVIEW,2020-01-08 19:05:48.845000,2020-01-08 19:11:16.496000,327.651,50,374,0,100,,693460E2,United States,No,Full-Time,United Kingdom,United States,English,Female,English,Finance and Insurance
5e162e31451be5c0b62569ca,5a1c8a8e087f2e0001eafb35,AWAITING REVIEW,2020-01-08 19:32:03.904000,2020-01-08 19:36:09.078000,245.174,35,306,0,100,,693460E2,United States,No,Full-Time,United States,United States,English,Female,English,Finance and Insurance
5e1632cc814bbac1e0860be7,5a08178d7542890001aa697e,AWAITING REVIEW,2020-01-08 19:51:40.393000,2020-01-08 19:56:43.311000,302.918,34,299,9,97,,693460E2,Malta,No,Full-Time,United Kingdom,Malta,English,Female,English,Finance and Insurance
5e163535feea89c08bfa3074,5985c60773278100014b2f8e,AWAITING REVIEW,2020-01-08 20:03:08.678000,2020-01-08 20:07:41.480000,272.802,38,126,2,100,,693460E2,United Kingdom,No,Part-Time,United Kingdom,United Kingdom,English,Male,English,Finance and Insurance
5e1635bde78021c0e6cdc49f,5a1f38ea120fb3000194a782,AWAITING REVIEW,2020-01-08 20:04:13.112000,2020-01-08 20:09:00.513000,287.401,34,51,0,100,,693460E2,Greece,No,Full-Time,United Kingdom,Greece,Greek,Male,"English, Greek",Finance and Insurance
5e16377f5005ccc30fce7e73,5590722dfdf99b729d4f6931,AWAITING REVIEW,2020-01-08 20:11:44.593000,2020-01-08 20:15:45.620000,241.027,35,145,2,100,,693460E2,United Kingdom,No,Full-Time,United Kingdom,United Kingdom,English,Female,English,Finance and Insurance
5e16378af23d27000a6dcc8f,5af577253aba4900015ec351,AWAITING REVIEW,2020-01-08 20:11:54.375000,2020-01-08 20:16:40.880000,286.505,29,5,0,100,,693460E2,Latvia,No,Full-Time,Latvia,Latvia,Latvian,Male,English,Finance and Insurance
5e16400ea98a7ac55cd3719c,5b6ad8e6c1a1d10001b74820,RETURNED,2020-01-08 20:48:14.893000,,750895.879049,27,26,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e16400f820526c308d432df,5bc87c77fbacd800016a43b4,AWAITING REVIEW,2020-01-08 20:48:14.980000,2020-01-08 20:56:16.010000,481.03,27,138,0,100,,693460E2,Italy,No,Full-Time,Italy,Italy,Italian,Female,"Italian, English",
5e164daf94d5eec2f48cc33a,559d96aefdf99b1e448268e5,AWAITING REVIEW,2020-01-08 21:46:23.821000,2020-01-08 21:54:36.504000,492.683,38,367,7,99,,693460E2,Turkey,No,Full-Time,United Kingdom,United Kingdom,English,Female,Turkish,Finance and Insurance
5e164e3a820526c3d637544c,5bc23c60a1241c0001d5c527,AWAITING REVIEW,2020-01-08 21:48:42.341000,2020-01-08 21:54:21.486000,339.145,42,168,6,97,,693460E2,United Kingdom,Yes,Full-Time,United Kingdom,United Kingdom,English,Male,English,Finance and Insurance
5e1656f97f08edc315923ba3,57adbbe8bcf54e000152816b,AWAITING REVIEW,2020-01-08 22:26:04.816000,2020-01-08 22:34:38.852000,514.036,25,179,1,100,,693460E2,United Kingdom,No,Part-Time,United Kingdom,United Kingdom,English,Female,English,Finance and Insurance
5e1657f10db892c447fc5699,56ccf46705d469000b109a4b,TIMED-OUT,2020-01-08 22:30:09.236000,,744781.670782,39,55,3,93,,,United Kingdom,No,Part-Time,United Kingdom,United Kingdom,English,Female,English,Finance and Insurance
5e165f986405ae000ad3b252,5b6c8a08bd7c4b00017ecebb,AWAITING REVIEW,2020-01-08 23:02:48.037000,2020-01-08 23:13:02.416000,614.379,34,111,3,98,,693460E2,Poland,No,Full-Time,Poland,Poland,Polish,Female,English,Finance and Insurance
5e1660340db892c4f16b2784,5b99b46e8207940001a0a481,AWAITING REVIEW,2020-01-08 23:05:28.478000,2020-01-08 23:10:14.860000,286.382,32,228,3,99,,693460E2,United States,No,Full-Time,United States,United States,English,Female,English,Finance and Insurance
5e1661f0a6eb60c4414cf7cf,5aa5c4a3f0536100017268c6,AWAITING REVIEW,2020-01-08 23:12:55.315000,2020-01-08 23:17:07.310000,251.995,43,134,3,99,,693460E2,United Kingdom,No,Full-Time,United Kingdom,United Kingdom,English,Male,English,Finance and Insurance
5e1666b2dd997bc37350b768,56c225fe0a25f1000ce56865,AWAITING REVIEW,2020-01-08 23:33:10.336000,2020-01-08 23:40:22.448000,432.112,45,322,12,96,,693460E2,Iraq,No,Full-Time,United Kingdom,India,English,Male,"English, Hindi",Finance and Insurance
5e1677544f849ec45f2db58d,5b70d14b60d30c000176bc1d,RETURNED,2020-01-09 00:44:04.287000,,736746.767056,36,1,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e1682bd82a955c4fb10c7d5,55e52cb7c70c7a00052a5d1c,AWAITING REVIEW,2020-01-09 01:32:50.452000,2020-01-09 01:39:22.162000,391.71,24,46,1,100,,693460E2,United States,Yes,Part-Time,United States,United States,English,Male,English,Finance and Insurance
5e16859613ec50c30e4ad4e6,59eb4fb0d838ae0001850e4f,AWAITING REVIEW,2020-01-09 01:44:57.802000,2020-01-09 01:50:31.393000,333.591,32,208,1,100,,693460E2,United States,Yes,Full-Time,United States,United States,English,Male,English,Finance and Insurance
5e1686e2f6191fc6069b5622,54837312fdf99b2490ad57b6,AWAITING REVIEW,2020-01-09 01:50:29.771000,2020-01-09 01:56:25.869000,356.098,38,933,6,100,,693460E2,United States,No,Full-Time,United States,United States,English,Female,English,Finance and Insurance
5e1688af01423fc64118dba1,5484821efdf99b07b28f2300,AWAITING REVIEW,2020-01-09 01:58:09.473000,2020-01-09 02:01:51.108000,221.635,35,567,0,100,,693460E2,United States,No,Full-Time,United States,United States,English,Female,English,Finance and Insurance
5e16f2ed35a7a5c8f2b5cf00,5b099d19d282ff00015b4d55,AWAITING REVIEW,2020-01-09 09:31:44.078000,2020-01-09 09:43:21.715000,697.637,60,40,4,91,,693460E2,Cuba,No,Full-Time,Spain,Spain,Spanish,Male,English,Finance and Insurance
5e16f70717aea0000c4ac794,55bbcd94fdf99b3c998d5b57,AWAITING REVIEW,2020-01-09 09:48:57.232000,2020-01-09 09:53:49.015000,291.783,33,117,1,100,,693460E2,United Kingdom,No,Full-Time,United Kingdom,United Kingdom,English,Male,English,Finance and Insurance
5e173cb66b282c03f591f745,596b8666a7173b0001de7680,AWAITING REVIEW,2020-01-09 14:46:18.945000,2020-01-09 14:52:00.376000,341.431,29,335,7,98,,693460E2,Belarus,No,Full-Time,United Kingdom,United Kingdom,Russian,Male,English,Finance and Insurance
5e176c08d2db23000a3669e2,56504ecf1b3cda000f544e92,AWAITING REVIEW,2020-01-09 18:08:27.353000,2020-01-09 18:12:48.900000,261.547,29,24,0,100,,693460E2,United Kingdom,No,Full-Time,United Kingdom,United Kingdom,English,Male,German,Finance and Insurance
5e177ea27018aa087ba9ba1b,5a622a7f35f26b0001490a5f,RETURNED,2020-01-09 19:27:33.483000,,669337.826228,35,282,7,97,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e1785c4d18d92000c0ddaee,5b4caed7995d4e000108feac,AWAITING REVIEW,2020-01-09 19:58:00.570000,2020-01-09 20:05:11.111000,430.541,25,350,1,100,,693460E2,United States,No,Full-Time,United States,United States,English,Female,English,Finance and Insurance
5e178fa3e501ca000b3c2223,5b4859eccacaf400012df606,TIMED-OUT,2020-01-09 20:40:03.382000,,664987.956444,37,26,2,97,,,United Kingdom,No,Part-Time,United Kingdom,United Kingdom,English,Female,English,Finance and Insurance
5e179229ecc8a909bc91a285,5a9c7b2c777df2000160116b,AWAITING REVIEW,2020-01-09 20:50:49.644000,2020-01-09 20:59:51.743000,542.099,46,229,0,100,,693460E2,United Kingdom,No,Full-Time,United Kingdom,United Kingdom,English,Male,English,Finance and Insurance
5e179257902dff000bdbdd4e,5bcb0ce2682ec100018b6b7f,AWAITING REVIEW,2020-01-09 20:51:35.564000,2020-01-09 20:55:32.942000,237.378,31,140,10,89,,693460E2,United Kingdom,No,Full-Time,United Kingdom,United Kingdom,English,Female,English,Finance and Insurance
5e1793a155cb8b06292d7ab3,582383e997b5100001b9bb09,AWAITING REVIEW,2020-01-09 20:57:09.078000,2020-01-09 21:02:06.812000,297.734,33,360,1,100,,693460E2,United States,No,Full-Time,United States,United States,English,Male,English,Finance and Insurance
5e1794a86b72f3000acf58ea,5975fc834ce37b0001d4a2a8,AWAITING REVIEW,2020-01-09 21:01:28.221000,2020-01-09 21:08:43.534000,435.313,31,116,5,97,,693460E2,United Kingdom,No,Part-Time,United Kingdom,United Kingdom,English,Female,English,Finance and Insurance
5e179aa02c53520a7ad7e77e,5952b968243bab0001bd2bcd,RETURNED,2020-01-09 21:27:03.245000,,662168.231159,43,248,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e17ee433310f30eac007ad2,5a78152c8fe2dc0001057d91,AWAITING REVIEW,2020-01-10 03:23:51.845000,2020-01-10 03:27:37.735000,225.89,29,31,0,100,,693460E2,Australia,Yes,Full-Time,Australia,Australia,English,Female,English,Finance and Insurance
5e182263913e52110e72abb1,5bb561458f3bd70001e5d6f8,AWAITING REVIEW,2020-01-10 07:06:16.293000,2020-01-10 07:12:13.108000,356.815,34,28,0,100,,693460E2,Canada,No,Full-Time,Canada,Canada,English,Male,"English, French",Finance and Insurance
5e1826dbb31e2410ce0ed90b,593b12153d263700018925ad,TIMED-OUT,2020-01-10 07:25:15.047000,,626276.485766,35,14,0,100,,,Switzerland,No,Full-Time,Switzerland,Switzerland,French,Male,English,Finance and Insurance
5e1830f3cbbe4710fe42da0f,5a215498cbf02200012a20ba,AWAITING REVIEW,2020-01-10 08:08:19.661000,2020-01-10 08:15:45.937000,446.276,30,11,0,100,,693460E2,United States,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Poland,United States,English,Female,English,Finance and Insurance
5e185373b3b4bb000a45fc92,5999abb505a0e30001f1ffa9,TIMED-OUT,2020-01-10 10:35:32.482000,,614859.12093,31,19,0,100,,,United Kingdom,No,Part-Time,United Kingdom,United Kingdom,English,Female,English,Finance and Insurance
5e1856625818c1000c65e9b6,5756ad730811ad0006f38570,AWAITING REVIEW,2020-01-10 10:48:05.237000,2020-01-10 10:52:07.027000,241.79,35,378,7,99,,693460E2,United Kingdom,Yes,Full-Time,United Kingdom,United Kingdom,English,Female,English,Finance and Insurance
5e186a705941db145ba26264,59c26d905364260001dc4b9f,AWAITING REVIEW,2020-01-10 12:13:40.780000,2020-01-10 12:20:18.745000,397.965,36,76,3,98,,693460E2,United Kingdom,No,Full-Time,United Kingdom,United Kingdom,English,Female,English,Finance and Insurance
5e186fec69b74614a19994a6,5bce0e9e48473300014cafca,AWAITING REVIEW,2020-01-10 12:37:01.984000,2020-01-10 12:41:11.551000,249.567,23,186,0,100,,693460E2,United Kingdom,No,Full-Time,United Kingdom,United Kingdom,English,Male,"English, French",Finance and Insurance
5e1873b24af67a1386b874e2,57bca845e2101600015e8e88,AWAITING REVIEW,2020-01-10 12:53:09.704000,2020-01-10 12:58:01.221000,291.517,25,488,2,100,,693460E2,United States,No,Full-Time,United States,United States,English,Male,French,Finance and Insurance
5e188dedfd7db416424618ba,5b3551511d2f710001fbcb72,AWAITING REVIEW,2020-01-10 14:45:07.332000,2020-01-10 14:52:19.241000,431.909,38,247,7,95,,693460E2,Italy,No,Full-Time,Italy,Italy,Italian,Female,"French, English",Finance and Insurance
5e18b2c9b167cd17b36e0d18,5a7272d982968f0001a6ca19,AWAITING REVIEW,2020-01-10 17:22:20.257000,2020-01-10 17:32:50.270000,630.013,33,337,1,100,,693460E2,United States,Yes,Full-Time,United States,United States,English,Female,English,Finance and Insurance
5e18b71d0432d318eec0ff33,5b86a6e0d4c931000107b014,AWAITING REVIEW,2020-01-10 17:40:48.985000,2020-01-10 17:47:01.351000,372.366,34,61,0,100,,693460E2,United Kingdom,No,Part-Time,United Kingdom,United Kingdom,English,Female,English,Finance and Insurance
5e18dd11913e521ab657cf4e,598225db55a180000133825e,AWAITING REVIEW,2020-01-10 20:22:43.913000,2020-01-10 20:25:58.983000,195.07,39,268,4,99,,693460E2,United Kingdom,Yes,Full-Time,United Kingdom,United Kingdom,English,Male,English,Finance and Insurance
5e18f6c21b80141c61a87874,5ab8ec735cd105000161a902,AWAITING REVIEW,2020-01-10 22:12:18.514000,2020-01-10 22:21:11.079000,532.565,54,235,0,100,,693460E2,United Kingdom,No,Part-Time,United Kingdom,United Kingdom,English,Male,English,Finance and Insurance
5e18f9c1644d101cdf0dcb21,5b217fb47ba82c00019ed95a,AWAITING REVIEW,2020-01-10 22:25:05.896000,2020-01-10 22:33:47.780000,521.884,59,117,0,100,,693460E2,United States,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",United States,United States,English,Female,English,Finance and Insurance
