session_id,participant__id_in_session,participant__code,page_index,app_name,page_name,epoch_time,seconds_on_page,subsession_pk,auto_submitted
1,2,nu1njrq1,1,tt,Instructions,1578471717,34,1,False
1,2,nu1njrq1,2,tt,Task,1578471735,18,1,False
1,2,nu1njrq1,3,tt,BeliefInstructions,1578471750,15,1,False
1,2,nu1njrq1,4,tt,Beliefs,1578471773,23,1,False
1,2,nu1njrq1,5,tt,Questions,1578471784,11,1,False
1,2,nu1njrq1,6,wordscra,Task,1578471845,61,1,False
1,2,nu1njrq1,7,postexp,Risk,1578471854,9,1,False
1,2,nu1njrq1,8,postexp,Pref1,1578471878,24,1,False
1,2,nu1njrq1,9,postexp,Pref2,1578471889,11,1,False
1,2,nu1njrq1,10,postexp,Demographics,1578471917,28,1,False
1,2,nu1njrq1,11,postexp,ResultsTask,1578471930,13,1,False
1,3,xy2o6qvg,1,tt,Instructions,1578471786,93,1,False
1,3,xy2o6qvg,2,tt,Task,1578471813,27,1,False
1,3,xy2o6qvg,3,tt,BeliefInstructions,1578471829,16,1,False
1,3,xy2o6qvg,4,tt,Beliefs,1578471912,83,1,False
1,3,xy2o6qvg,5,tt,Questions,1578471926,14,1,False
1,3,xy2o6qvg,6,wordscra,Task,1578471976,50,1,False
1,3,xy2o6qvg,7,postexp,Risk,1578471984,8,1,False
1,3,xy2o6qvg,8,postexp,Pref1,1578472031,47,1,False
1,3,xy2o6qvg,9,postexp,Pref2,1578472057,26,1,False
1,3,xy2o6qvg,10,postexp,Demographics,1578472088,31,1,False
1,3,xy2o6qvg,11,postexp,ResultsTask,1578472102,14,1,False
1,4,zf55kq2y,1,tt,Instructions,1578471955,79,1,False
1,4,zf55kq2y,2,tt,Task,1578471981,26,1,False
1,4,zf55kq2y,3,tt,BeliefInstructions,1578471992,11,1,False
1,4,zf55kq2y,4,tt,Beliefs,1578472016,24,1,False
1,4,zf55kq2y,5,tt,Questions,1578472026,10,1,False
1,4,zf55kq2y,6,wordscra,Task,1578472067,41,1,False
1,4,zf55kq2y,7,postexp,Risk,1578472075,8,1,False
1,4,zf55kq2y,8,postexp,Pref1,1578472106,31,1,False
1,4,zf55kq2y,9,postexp,Pref2,1578472233,127,1,False
1,4,zf55kq2y,10,postexp,Demographics,1578472272,39,1,False
1,4,zf55kq2y,11,postexp,ResultsTask,1578472283,11,1,False
1,5,hjv07ybi,1,tt,Instructions,1578474356,50,1,False
1,5,hjv07ybi,2,tt,Task,1578474381,25,1,False
1,5,hjv07ybi,3,tt,BeliefInstructions,1578474393,12,1,False
1,5,hjv07ybi,4,tt,Beliefs,1578474428,35,1,False
1,5,hjv07ybi,5,tt,Questions,1578474445,17,1,False
1,5,hjv07ybi,6,wordscra,Task,1578474486,41,1,False
1,5,hjv07ybi,7,postexp,Risk,1578474496,10,1,False
1,5,hjv07ybi,8,postexp,Pref1,1578474537,41,1,False
1,5,hjv07ybi,9,postexp,Pref2,1578474560,23,1,False
1,5,hjv07ybi,10,postexp,Demographics,1578474596,36,1,False
1,5,hjv07ybi,11,postexp,ResultsTask,1578474610,14,1,False
1,6,4f56hf2f,1,tt,Instructions,1578475722,31,1,False
1,6,4f56hf2f,2,tt,Task,1578475752,30,1,False
1,6,4f56hf2f,3,tt,BeliefInstructions,1578475771,19,1,False
1,6,4f56hf2f,4,tt,Beliefs,1578475816,45,1,False
1,6,4f56hf2f,5,tt,Questions,1578475826,10,1,False
1,6,4f56hf2f,6,wordscra,Task,1578475898,72,1,False
1,6,4f56hf2f,7,postexp,Risk,1578475905,7,1,False
1,6,4f56hf2f,8,postexp,Pref1,1578475929,24,1,False
1,6,4f56hf2f,9,postexp,Pref2,1578475942,13,1,False
1,6,4f56hf2f,10,postexp,Demographics,1578475965,23,1,False
1,6,4f56hf2f,11,postexp,ResultsTask,1578475978,13,1,False
1,7,840vsdxk,1,tt,Instructions,1578483900,37,1,False
1,7,840vsdxk,2,tt,Task,1578483932,32,1,False
1,7,840vsdxk,3,tt,BeliefInstructions,1578483939,7,1,False
1,7,840vsdxk,4,tt,Beliefs,1578483978,39,1,False
1,7,840vsdxk,5,tt,Questions,1578483988,10,1,False
1,7,840vsdxk,6,wordscra,Task,1578484044,56,1,False
1,7,840vsdxk,7,postexp,Risk,1578484059,15,1,False
1,7,840vsdxk,8,postexp,Pref1,1578484087,28,1,False
1,7,840vsdxk,9,postexp,Pref2,1578484102,15,1,False
1,7,840vsdxk,10,postexp,Demographics,1578484130,28,1,False
1,7,840vsdxk,11,postexp,ResultsTask,1578484141,11,1,False
1,8,pj8fw2j8,1,tt,Instructions,1578484311,57,1,False
1,8,pj8fw2j8,2,tt,Task,1578484352,41,1,False
1,8,pj8fw2j8,3,tt,BeliefInstructions,1578484375,23,1,False
1,8,pj8fw2j8,4,tt,Beliefs,1578484409,34,1,False
1,8,pj8fw2j8,5,tt,Questions,1578484423,14,1,False
1,8,pj8fw2j8,6,wordscra,Task,1578484473,50,1,False
1,8,pj8fw2j8,7,postexp,Risk,1578484481,8,1,False
1,8,pj8fw2j8,8,postexp,Pref1,1578484531,50,1,False
1,8,pj8fw2j8,9,postexp,Pref2,1578484546,15,1,False
1,8,pj8fw2j8,10,postexp,Demographics,1578484590,44,1,False
1,8,pj8fw2j8,11,postexp,ResultsTask,1578484600,10,1,False
1,9,kt80mhpi,1,tt,Instructions,1578485581,42,1,False
1,9,kt80mhpi,2,tt,Task,1578485605,24,1,False
1,9,kt80mhpi,3,tt,BeliefInstructions,1578485616,11,1,False
1,9,kt80mhpi,4,tt,Beliefs,1578485642,26,1,False
1,9,kt80mhpi,5,tt,Questions,1578485657,15,1,False
1,9,kt80mhpi,6,wordscra,Task,1578485761,104,1,False
1,9,kt80mhpi,7,postexp,Risk,1578485772,11,1,False
1,9,kt80mhpi,8,postexp,Pref1,1578485799,27,1,False
1,9,kt80mhpi,9,postexp,Pref2,1578485815,16,1,False
1,9,kt80mhpi,10,postexp,Demographics,1578485866,51,1,False
1,9,kt80mhpi,11,postexp,ResultsTask,1578485880,14,1,False
1,10,48k161s7,1,tt,Instructions,1578487004,50,1,False
1,10,48k161s7,2,tt,Task,1578487036,32,1,False
1,10,48k161s7,3,tt,BeliefInstructions,1578487049,13,1,False
