participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.participation_fee,tt.1.player.id_in_group,tt.1.player.treatment,tt.1.player.context,tt.1.player.random_decision,tt.1.player.random_input,tt.1.player.choice,tt.1.player.order,tt.1.player.severity,tt.1.player.reputation,tt.1.player.choice_1,tt.1.player.choice_2,tt.1.player.choice_3,tt.1.player.choice_4,tt.1.player.choice_5,tt.1.player.belief_1,tt.1.player.belief_2,tt.1.player.belief_3,tt.1.player.belief_4,tt.1.player.belief_5,tt.1.player.payoff,tt.1.group.id_in_subsession,tt.1.subsession.round_number,wordscra.1.player.id_in_group,wordscra.1.player.word1_1,wordscra.1.player.word1_2,wordscra.1.player.word1_3,wordscra.1.player.word1_4,wordscra.1.player.word1_5,wordscra.1.player.word2_1,wordscra.1.player.word2_2,wordscra.1.player.word2_3,wordscra.1.player.word3_1,wordscra.1.player.word3_2,wordscra.1.player.word3_3,wordscra.1.player.word3_4,wordscra.1.player.word3_5,wordscra.1.player.word3_6,wordscra.1.player.word4_1,wordscra.1.player.word4_2,wordscra.1.player.word4_3,wordscra.1.player.word4_4,wordscra.1.player.word4_5,wordscra.1.player.word5_1,wordscra.1.player.word5_2,wordscra.1.player.word5_3,wordscra.1.player.word5_4,wordscra.1.player.word5_5,wordscra.1.player.word6_1,wordscra.1.player.word6_2,wordscra.1.player.word6_3,wordscra.1.player.word6_4,wordscra.1.player.payoff,wordscra.1.group.id_in_subsession,wordscra.1.subsession.round_number,postexp.1.player.id_in_group,postexp.1.player.finlit_1,postexp.1.player.finlit_2,postexp.1.player.finlit_3,postexp.1.player.finlit_4,postexp.1.player.finlit_5,postexp.1.player.risk_aversion1,postexp.1.player.risk_aversion2,postexp.1.player.pref1_1,postexp.1.player.pref1_2,postexp.1.player.pref1_3,postexp.1.player.pref1_4,postexp.1.player.pref2_1,postexp.1.player.pref2_2,postexp.1.player.pref2_3,postexp.1.player.crt4,postexp.1.player.crt5,postexp.1.player.crt6,postexp.1.player.crt7,postexp.1.player.age,postexp.1.player.female,postexp.1.player.income,postexp.1.player.education,postexp.1.player.jobfunction,postexp.1.player.jobfunctiongp,postexp.1.player.investment,postexp.1.player.whichinvestment,postexp.1.player.finnews,postexp.1.player.comments,postexp.1.player.matrikelnr,postexp.1.player.rate,postexp.1.player.random_code,postexp.1.player.payoff,postexp.1.group.id_in_subsession,postexp.1.subsession.round_number
39,maceb7y0,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,39,su_ha_abs,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
40,uln54wpv,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,40,su_ha_neu,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
41,wbrk9hvz,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,41,su_ha_neu,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
42,17udxsz1,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,42,su_ha_abs,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
43,3xtr3qww,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,43,su_ha_neu,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
44,27tsd84r,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,44,su_ha_abs,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
45,e7haoi1j,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,45,su_ha_abs,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
46,pnlu0agu,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,46,su_ha_abs,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
47,jxrd3ari,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,47,su_ha_abs,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
48,l9o5h6pd,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,48,su_ha_neu,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
49,srshb5tq,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,49,su_ha_abs,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
50,q6b817il,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,50,su_ha_neu,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
51,h7ls74vw,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,51,su_ha_abs,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
52,jl7eow16,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,52,su_ha_neu,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
53,bep6yx45,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,53,su_ha_abs,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
54,229tiz0b,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,54,su_ha_abs,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
55,ffgln54m,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,55,su_ha_abs,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
56,8kyaj0pf,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,56,su_ha_abs,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
57,p3jpvixp,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,57,su_ha_abs,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
58,kymiarbd,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,58,su_ha_neu,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
59,nv4adi3h,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,59,su_ha_neu,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
60,kcijnc8j,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,60,su_ha_neu,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
61,40rts82h,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,61,su_ha_abs,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
62,sln57f1x,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,62,su_ha_neu,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
63,bvgt92k7,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,63,su_ha_abs,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
64,s0xqtarq,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,64,su_ha_abs,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
65,x4qkm3m9,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,65,su_ha_neu,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
66,9bgkdqtr,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,66,su_ha_neu,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
67,prs9djdo,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,67,su_ha_neu,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
68,cwmdge9p,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,68,su_ha_abs,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
69,3j9317my,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,69,su_ha_abs,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
70,twpfah1x,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,70,su_ha_abs,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
71,7gx9lzzp,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,71,su_ha_abs,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
72,upucfq54,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,72,su_ha_neu,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
73,mxsogx3j,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,73,su_ha_neu,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
74,mljhza37,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,74,su_ha_abs,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
75,zxwx5zq9,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,75,su_ha_abs,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
76,rp7or1y6,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,76,su_ha_abs,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
77,v9jg8y7d,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,77,su_ha_abs,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
78,bnv12u0s,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,78,su_ha_abs,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
79,ue15we5l,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,79,su_ha_neu,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
80,j9wwjmvn,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,80,su_ha_neu,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
81,wdhmqv1n,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,81,su_ha_neu,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
82,fcw0v1d6,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,82,su_ha_neu,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
83,4towytr9,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,83,su_ha_neu,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
84,vhwhkphh,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,84,su_ha_abs,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
85,9nfim6ut,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,85,su_ha_abs,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
86,0obwslnb,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,86,su_ha_abs,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
87,kqmnfdk3,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,87,su_ha_neu,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
88,mxwt5bh0,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,88,su_ha_abs,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
89,5qumlnqq,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,89,su_ha_abs,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
90,xso0v2no,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,90,su_ha_neu,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
91,c75tc6f2,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,91,su_ha_abs,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
92,xzds4jw7,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,92,su_ha_abs,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
93,olv1445u,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,93,su_ha_abs,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
94,6zpqfjgx,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,94,su_ha_abs,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
95,q0for48z,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,95,su_ha_neu,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
96,t9j60dg7,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,96,su_ha_neu,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
97,au54xcbg,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,97,su_ha_abs,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
98,gmmidyam,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,98,su_ha_neu,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
99,gwd99p04,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,99,su_ha_abs,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
100,e92sezwh,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,100,su_ha_abs,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
101,27u98pta,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,101,su_ha_abs,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
102,x47fsl8q,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,102,su_ha_neu,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
103,zedsbp3r,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,103,su_ha_neu,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
104,v2fhyeo8,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,104,su_ha_neu,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
105,cvey1c3n,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,105,su_ha_neu,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
106,77m4l2b8,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,106,su_ha_abs,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
107,0m92100o,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,107,su_ha_abs,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
108,65g9k3yi,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,108,su_ha_neu,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
109,l1s131r6,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,109,su_ha_neu,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
110,2o9b28y0,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,110,su_ha_neu,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
111,yfmyiebm,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,111,su_ha_neu,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
112,56dl0m8e,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,112,su_ha_abs,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
113,22r8gljl,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,113,su_ha_abs,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
114,l1smz2rp,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,114,su_ha_neu,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
115,czuety08,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,115,su_ha_abs,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
