Trial#,Sequence#,Response Time,Trial Type(mean-std),Shade,Resp,Missed,Reply,Accumulated Amount
1,0,1.162(s),Adpative_Trial(3-2),2 & 3,1,0,1,$0.1
2,0,0.945(s),Control_Test_Trial(3-2),4 & 4,0,0,0.5,$-0.15
3,0,1.49(s),Adpative_Test_Trial(9-2),10 & 10,0,0,0.5,$-0.4
4,0,0.755(s),Control_Trial(9-2),11 & 10,1,0,1,$-0.3
5,0,1.449(s),Control_Test_Trial(9-2),10 & 10,1,0,1,$-0.2
6,0,0.994(s),Adpative_Test_Trial(3-2),4 & 4,0,0,0.5,$-0.45
7,1,0.725(s),Adpative_Trial(4-1),5 & 4,1,0,1,$-0.35
8,1,0.961(s),Control_Test_Trial(4-1),3 & 4,1,0,1,$-0.25
9,1,0.921(s),Adpative_Test_Trial(10-2),10 & 11,1,0,1,$-0.15
10,1,1.249(s),Control_Trial(10-2),8 & 9,1,0,1,$-0.05
11,1,1.042(s),Control_Test_Trial(10-2),10 & 11,1,0,1,$0.05
12,1,1.164(s),Adpative_Test_Trial(4-1),3 & 4,1,0,1,$0.15
13,2,1.122(s),Adpative_Trial(5-1),5 & 6,1,0,1,$0.25
14,2,0.796(s),Control_Test_Trial(5-1),5 & 4,1,0,1,$0.35
15,2,1.209(s),Adpative_Test_Trial(10-2),11 & 11,0,0,0.5,$0.1
16,2,0.937(s),Control_Trial(10-2),11 & 10,1,0,1,$0.2
17,2,1.528(s),Control_Test_Trial(10-2),11 & 11,0,0,0.5,$-0.05
18,2,1.054(s),Adpative_Test_Trial(5-1),5 & 4,1,0,1,$0.05
19,3,0.788(s),Adpative_Trial(6-1),6 & 7,1,0,1,$0.15
20,3,1.585(s),Control_Test_Trial(6-1),6 & 6,1,0,1,$0.25
21,3,1.114(s),Adpative_Test_Trial(10-2),12 & 11,1,0,1,$0.35
22,3,1.148(s),Control_Trial(10-2),9 & 8,1,0,1,$0.45
23,3,1.178(s),Control_Test_Trial(10-2),12 & 11,1,0,1,$0.55
