Trial#,Sequence#,Response Time,Trial Type(mean-std),Shade,Resp,Missed,Reply,Accumulated Amount
1,0,0.682(s),Adpative_Trial(3-1),2 & 3,1,0,1,$0.1
2,0,0.893(s),Control_Test_Trial(3-1),3 & 4,1,0,1,$0.2
3,0,1.019(s),Adpative_Test_Trial(10-2),9 & 9,0,0,0.5,$-0.05
4,0,0.842(s),Control_Trial(10-2),11 & 10,1,0,1,$0.05
5,0,1.235(s),Control_Test_Trial(10-2),9 & 9,1,0,1,$0.15
6,0,0.956(s),Adpative_Test_Trial(3-1),3 & 4,1,0,1,$0.25
7,1,1.532(s),Adpative_Trial(4-1),4 & 5,1,0,1,$0.35
8,1,0.9(s),Control_Test_Trial(4-1),4 & 3,1,0,1,$0.45
9,1,0.983(s),Adpative_Test_Trial(10-2),11 & 10,1,0,1,$0.55
10,1,0.85(s),Control_Trial(10-2),11 & 10,1,0,1,$0.65
11,1,0.673(s),Control_Test_Trial(10-2),11 & 10,1,0,1,$0.75
12,1,0.894(s),Adpative_Test_Trial(4-1),4 & 3,1,0,1,$0.85
13,2,0.795(s),Adpative_Trial(5-1),5 & 6,1,0,1,$0.95
14,2,0.818(s),Control_Test_Trial(5-1),6 & 5,1,0,1,$1.05
15,2,0.816(s),Adpative_Test_Trial(10-2),11 & 12,1,0,1,$1.15
16,2,0.889(s),Control_Trial(10-2),11 & 10,1,0,1,$1.25
17,2,0.788(s),Control_Test_Trial(10-2),11 & 12,1,0,1,$1.35
18,2,1.006(s),Adpative_Test_Trial(5-1),6 & 5,1,0,1,$1.45
19,3,0.745(s),Adpative_Trial(6-1),6 & 7,1,0,1,$1.55
20,3,0.794(s),Control_Test_Trial(6-1),6 & 5,1,0,1,$1.65
21,3,1.995(s),Adpative_Test_Trial(3-2),2 & 2,1,0,1,$1.75
22,3,0.78(s),Control_Trial(3-2),2 & 1,1,0,1,$1.85
23,3,0.685(s),Control_Test_Trial(3-2),2 & 2,0,0,0.5,$1.6
24,3,0.612(s),Adpative_Test_Trial(6-1),6 & 5,1,0,1,$1.7
25,4,0.898(s),Adpative_Trial(7-1),7 & 8,1,0,1,$1.8
26,4,0.989(s),Control_Test_Trial(7-1),7 & 8,1,0,1,$1.9
27,4,0.843(s),Adpative_Test_Trial(3-2),2 & 1,1,0,1,$2
28,4,0.651(s),Control_Trial(3-2),2 & 1,1,0,1,$2.1
29,4,0.712(s),Control_Test_Trial(3-2),2 & 1,1,0,1,$2.2
30,4,0.86(s),Adpative_Test_Trial(7-1),7 & 8,1,0,1,$2.3
31,5,0.79(s),Adpative_Trial(8-1),8 & 7,1,0,1,$2.4
32,5,0.807(s),Control_Test_Trial(8-1),8 & 7,1,0,1,$2.5
33,5,0.8(s),Adpative_Test_Trial(3-2),1 & 2,1,0,1,$2.6
34,5,0.724(s),Control_Trial(3-2),2 & 1,1,0,1,$2.7
35,5,0.79(s),Control_Test_Trial(3-2),1 & 2,1,0,1,$2.8
36,5,0.65(s),Adpative_Test_Trial(8-1),8 & 7,1,0,1,$2.9
37,6,0.718(s),Adpative_Trial(9-1),8 & 9,1,0,1,$3
38,6,1.187(s),Control_Test_Trial(9-1),10 & 10,0,0,0.5,$2.75
39,6,0.669(s),Adpative_Test_Trial(4-2),3 & 2,1,0,1,$2.85
40,6,0.703(s),Control_Trial(4-2),4 & 3,1,0,1,$2.95
41,6,0.663(s),Control_Test_Trial(4-2),3 & 2,1,0,1,$3.05
42,6,0.866(s),Adpative_Test_Trial(9-1),10 & 10,0,0,0.5,$2.8
43,7,0.904(s),Adpative_Trial(10-1),10 & 11,1,0,1,$2.9
44,7,0.792(s),Control_Test_Trial(10-1),10 & 11,1,0,1,$3
45,7,0.916(s),Adpative_Test_Trial(4-2),5 & 4,1,0,1,$3.1
46,7,0.721(s),Control_Same_Color_Trial(4-2),6 & 6,0,0,0.5,$2.85
47,7,0.892(s),Control_Test_Trial(4-2),5 & 4,1,0,1,$2.95
48,7,0.785(s),Adpative_Test_Trial(10-1),10 & 11,1,0,1,$3.05
49,8,1.015(s),Adpative_Trial(3-1),3 & 4,1,0,1,$3.15
50,8,0.968(s),Control_Test_Trial(3-1),3 & 4,1,0,1,$3.25
51,8,0.97(s),Adpative_Test_Trial(9-2),11 & 11,0,0,0.5,$3
