participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.real_world_currency_per_point,redirect.1.player.id_in_group,redirect.1.player.payoff,redirect.1.group.id_in_subsession,redirect.1.subsession.round_number,wordscra.1.player.id_in_group,wordscra.1.player.word1_1,wordscra.1.player.word1_2,wordscra.1.player.word1_3,wordscra.1.player.word1_4,wordscra.1.player.word1_5,wordscra.1.player.word2_1,wordscra.1.player.word2_2,wordscra.1.player.word2_3,wordscra.1.player.word3_1,wordscra.1.player.word3_2,wordscra.1.player.word3_3,wordscra.1.player.word3_4,wordscra.1.player.word3_5,wordscra.1.player.word3_6,wordscra.1.player.word4_1,wordscra.1.player.word4_2,wordscra.1.player.word4_3,wordscra.1.player.word4_4,wordscra.1.player.word4_5,wordscra.1.player.word5_1,wordscra.1.player.word5_2,wordscra.1.player.word5_3,wordscra.1.player.word5_4,wordscra.1.player.word5_5,wordscra.1.player.word6_1,wordscra.1.player.word6_2,wordscra.1.player.word6_3,wordscra.1.player.word6_4,wordscra.1.player.payoff,wordscra.1.group.id_in_subsession,wordscra.1.subsession.round_number,tt.1.player.id_in_group,tt.1.player.context,tt.1.player.random_decision,tt.1.player.random_input,tt.1.player.choice,tt.1.player.order,tt.1.player.choice_1,tt.1.player.choice_2,tt.1.player.choice_3,tt.1.player.choice_4,tt.1.player.choice_5,tt.1.player.belief_1,tt.1.player.belief_2,tt.1.player.belief_3,tt.1.player.belief_4,tt.1.player.belief_5,tt.1.player.payoff,tt.1.group.id_in_subsession,tt.1.subsession.round_number,postexp.1.player.id_in_group,postexp.1.player.finlit_1,postexp.1.player.finlit_2,postexp.1.player.finlit_3,postexp.1.player.finlit_4,postexp.1.player.finlit_5,postexp.1.player.risk_aversion1,postexp.1.player.risk_aversion2,postexp.1.player.pref1_1,postexp.1.player.pref1_2,postexp.1.player.pref1_3,postexp.1.player.pref1_4,postexp.1.player.pref2_1,postexp.1.player.pref2_2,postexp.1.player.pref2_3,postexp.1.player.crt4,postexp.1.player.crt5,postexp.1.player.crt6,postexp.1.player.crt7,postexp.1.player.age,postexp.1.player.female,postexp.1.player.income,postexp.1.player.education,postexp.1.player.jobfunction,postexp.1.player.jobfunctiongp,postexp.1.player.investment,postexp.1.player.whichinvestment,postexp.1.player.finnews,postexp.1.player.comments,postexp.1.player.matrikelnr,postexp.1.player.rate,postexp.1.player.random_code,postexp.1.player.payoff,postexp.1.group.id_in_subsession,postexp.1.subsession.round_number,tt_norms.1.player.id_in_group,tt_norms.1.player.context,tt_norms.1.player.random_decision,tt_norms.1.player.random_input,tt_norms.1.player.choice,tt_norms.1.player.order,tt_norms.1.player.situation,tt_norms.1.player.norm_true,tt_norms.1.player.norm_false,tt_norms.1.player.belief_1,tt_norms.1.player.belief_2,tt_norms.1.player.belief_3,tt_norms.1.player.belief_4,tt_norms.1.player.belief_5,tt_norms.1.player.payoff,tt_norms.1.group.id_in_subsession,tt_norms.1.subsession.round_number,tt_norms.2.player.id_in_group,tt_norms.2.player.context,tt_norms.2.player.random_decision,tt_norms.2.player.random_input,tt_norms.2.player.choice,tt_norms.2.player.order,tt_norms.2.player.situation,tt_norms.2.player.norm_true,tt_norms.2.player.norm_false,tt_norms.2.player.belief_1,tt_norms.2.player.belief_2,tt_norms.2.player.belief_3,tt_norms.2.player.belief_4,tt_norms.2.player.belief_5,tt_norms.2.player.payoff,tt_norms.2.group.id_in_subsession,tt_norms.2.subsession.round_number,tt_norms.3.player.id_in_group,tt_norms.3.player.context,tt_norms.3.player.random_decision,tt_norms.3.player.random_input,tt_norms.3.player.choice,tt_norms.3.player.order,tt_norms.3.player.situation,tt_norms.3.player.norm_true,tt_norms.3.player.norm_false,tt_norms.3.player.belief_1,tt_norms.3.player.belief_2,tt_norms.3.player.belief_3,tt_norms.3.player.belief_4,tt_norms.3.player.belief_5,tt_norms.3.player.payoff,tt_norms.3.group.id_in_subsession,tt_norms.3.subsession.round_number,tt_norms.4.player.id_in_group,tt_norms.4.player.context,tt_norms.4.player.random_decision,tt_norms.4.player.random_input,tt_norms.4.player.choice,tt_norms.4.player.order,tt_norms.4.player.situation,tt_norms.4.player.norm_true,tt_norms.4.player.norm_false,tt_norms.4.player.belief_1,tt_norms.4.player.belief_2,tt_norms.4.player.belief_3,tt_norms.4.player.belief_4,tt_norms.4.player.belief_5,tt_norms.4.player.payoff,tt_norms.4.group.id_in_subsession,tt_norms.4.subsession.round_number,tt_norms.5.player.id_in_group,tt_norms.5.player.context,tt_norms.5.player.random_decision,tt_norms.5.player.random_input,tt_norms.5.player.choice,tt_norms.5.player.order,tt_norms.5.player.situation,tt_norms.5.player.norm_true,tt_norms.5.player.norm_false,tt_norms.5.player.belief_1,tt_norms.5.player.belief_2,tt_norms.5.player.belief_3,tt_norms.5.player.belief_4,tt_norms.5.player.belief_5,tt_norms.5.player.payoff,tt_norms.5.group.id_in_subsession,tt_norms.5.subsession.round_number
345,5cggrh1x,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,abstract,2,choice_2,,,,,,,,,,,,,0,6,1,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,z6lud5fz,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,neutral,3,choice_3,,,,,,,,,,,,,0,146,1,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,vzbfsien,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,financial,3,choice_3,,,,,,,,,,,,,0,282,1,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,m6lev8wf,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,abstract,4,choice_4,,,,,,,,,,,,,0,263,1,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,op5ioe64,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,neutral,2,choice_2,,,,,,,,,,,,,0,211,1,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,03uvu9qe,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,financial,1,choice_1,,,,,,,,,,,,,0,204,1,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,bg7ucba6,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,abstract,1,choice_1,,,,,,,,,,,,,0,3,1,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,5kmxiy0c,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,neutral,4,choice_4,,,,,,,,,,,,,0,110,1,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,rcxqstyb,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,financial,3,choice_3,,,,,,,,,,,,,0,61,1,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,mocolbd9,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,abstract,2,choice_2,,,,,,,,,,,,,0,241,1,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,zv2577u1,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,neutral,1,choice_1,,,,,,,,,,,,,0,295,1,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,lfahzkg4,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,financial,2,choice_2,,,,,,,,,,,,,0,45,1,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,6b03sgww,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,abstract,1,choice_1,,,,,,,,,,,,,0,276,1,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,4vok7i7b,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,neutral,2,choice_2,,,,,,,,,,,,,0,227,1,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,6ol1hpt1,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,financial,1,choice_1,,,,,,,,,,,,,0,121,1,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,2lq0490y,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,abstract,4,choice_4,,,,,,,,,,,,,0,54,1,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,6om6janr,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,neutral,4,choice_4,,,,,,,,,,,,,0,42,1,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,a12nx0b6,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,financial,4,choice_4,,,,,,,,,,,,,0,215,1,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,jravheht,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,abstract,2,choice_2,,,,,,,,,,,,,0,131,1,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,8a6gpbn7,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,neutral,3,choice_3,,,,,,,,,,,,,0,29,1,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,3pg5mfyu,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,financial,1,choice_1,,,,,,,,,,,,,0,224,1,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,evfxb40s,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,abstract,4,choice_4,,,,,,,,,,,,,0,34,1,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,0u7mbwei,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,neutral,3,choice_3,,,,,,,,,,,,,0,290,1,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,lq5jr2d9,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,financial,3,choice_3,,,,,,,,,,,,,0,153,1,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,ehxlcsn2,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,abstract,1,choice_1,,,,,,,,,,,,,0,148,1,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,bk71cse5,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,neutral,2,choice_2,,,,,,,,,,,,,0,243,1,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,nctu5hrn,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,financial,4,choice_4,,,,,,,,,,,,,0,295,1,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,zawpt0aa,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,abstract,3,choice_3,,,,,,,,,,,,,0,18,1,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,42lgnhrs,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,neutral,1,choice_1,,,,,,,,,,,,,0,45,1,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,k3fk6n3w,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,financial,2,choice_2,,,,,,,,,,,,,0,242,1,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,2kfn1out,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,abstract,3,choice_3,,,,,,,,,,,,,0,199,1,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,33o6j0g6,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,neutral,3,choice_3,,,,,,,,,,,,,0,6,1,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,9yudadvm,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,financial,3,choice_3,,,,,,,,,,,,,0,70,1,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,dbrr7aki,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,abstract,4,choice_4,,,,,,,,,,,,,0,253,1,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,0h6jasse,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,neutral,3,choice_3,,,,,,,,,,,,,0,166,1,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,op6avwvg,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,financial,3,choice_3,,,,,,,,,,,,,0,80,1,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,7aufwmvw,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,abstract,3,choice_3,,,,,,,,,,,,,0,127,1,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,0wsmyhr6,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,neutral,2,choice_2,,,,,,,,,,,,,0,196,1,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,0hhs42zt,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,financial,1,choice_1,,,,,,,,,,,,,0,288,1,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,s9uojlcl,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,abstract,3,choice_3,,,,,,,,,,,,,0,283,1,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,yqwldj79,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,neutral,3,choice_3,,,,,,,,,,,,,0,88,1,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,p03otwxv,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,financial,2,choice_2,,,,,,,,,,,,,0,39,1,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,an6o55hv,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,abstract,4,choice_4,,,,,,,,,,,,,0,110,1,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,gnxvu90k,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,neutral,4,choice_4,,,,,,,,,,,,,0,217,1,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,dfjqs4mj,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,financial,2,choice_2,,,,,,,,,,,,,0,138,1,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,buhfepiv,,0,0,11,,,,,0,,,0,0,sl4o33w2,,,,,,0,0,1,,,,,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,abstract,3,choice_3,,,,,,,,,,,,,0,101,1,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
