participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.real_world_currency_per_point,redirect.1.player.id_in_group,redirect.1.player.payoff,redirect.1.group.id_in_subsession,redirect.1.subsession.round_number,wordscra.1.player.id_in_group,wordscra.1.player.word1_1,wordscra.1.player.word1_2,wordscra.1.player.word1_3,wordscra.1.player.word1_4,wordscra.1.player.word1_5,wordscra.1.player.word2_1,wordscra.1.player.word2_2,wordscra.1.player.word2_3,wordscra.1.player.word3_1,wordscra.1.player.word3_2,wordscra.1.player.word3_3,wordscra.1.player.word3_4,wordscra.1.player.word3_5,wordscra.1.player.word3_6,wordscra.1.player.word4_1,wordscra.1.player.word4_2,wordscra.1.player.word4_3,wordscra.1.player.word4_4,wordscra.1.player.word4_5,wordscra.1.player.word5_1,wordscra.1.player.word5_2,wordscra.1.player.word5_3,wordscra.1.player.word5_4,wordscra.1.player.word5_5,wordscra.1.player.word6_1,wordscra.1.player.word6_2,wordscra.1.player.word6_3,wordscra.1.player.word6_4,wordscra.1.player.payoff,wordscra.1.group.id_in_subsession,wordscra.1.subsession.round_number,tt.1.player.id_in_group,tt.1.player.context,tt.1.player.random_decision,tt.1.player.random_input,tt.1.player.choice,tt.1.player.order,tt.1.player.choice_1,tt.1.player.choice_2,tt.1.player.choice_3,tt.1.player.choice_4,tt.1.player.choice_5,tt.1.player.belief_1,tt.1.player.belief_2,tt.1.player.belief_3,tt.1.player.belief_4,tt.1.player.belief_5,tt.1.player.payoff,tt.1.group.id_in_subsession,tt.1.subsession.round_number,postexp.1.player.id_in_group,postexp.1.player.finlit_1,postexp.1.player.finlit_2,postexp.1.player.finlit_3,postexp.1.player.finlit_4,postexp.1.player.finlit_5,postexp.1.player.risk_aversion1,postexp.1.player.risk_aversion2,postexp.1.player.pref1_1,postexp.1.player.pref1_2,postexp.1.player.pref1_3,postexp.1.player.pref1_4,postexp.1.player.pref2_1,postexp.1.player.pref2_2,postexp.1.player.pref2_3,postexp.1.player.crt4,postexp.1.player.crt5,postexp.1.player.crt6,postexp.1.player.crt7,postexp.1.player.age,postexp.1.player.female,postexp.1.player.income,postexp.1.player.education,postexp.1.player.jobfunction,postexp.1.player.jobfunctiongp,postexp.1.player.investment,postexp.1.player.whichinvestment,postexp.1.player.finnews,postexp.1.player.comments,postexp.1.player.matrikelnr,postexp.1.player.rate,postexp.1.player.random_code,postexp.1.player.payoff,postexp.1.group.id_in_subsession,postexp.1.subsession.round_number,tt_norms.1.player.id_in_group,tt_norms.1.player.context,tt_norms.1.player.random_decision,tt_norms.1.player.random_input,tt_norms.1.player.choice,tt_norms.1.player.order,tt_norms.1.player.situation,tt_norms.1.player.norm_true,tt_norms.1.player.norm_false,tt_norms.1.player.belief_1,tt_norms.1.player.belief_2,tt_norms.1.player.belief_3,tt_norms.1.player.belief_4,tt_norms.1.player.belief_5,tt_norms.1.player.payoff,tt_norms.1.group.id_in_subsession,tt_norms.1.subsession.round_number,tt_norms.2.player.id_in_group,tt_norms.2.player.context,tt_norms.2.player.random_decision,tt_norms.2.player.random_input,tt_norms.2.player.choice,tt_norms.2.player.order,tt_norms.2.player.situation,tt_norms.2.player.norm_true,tt_norms.2.player.norm_false,tt_norms.2.player.belief_1,tt_norms.2.player.belief_2,tt_norms.2.player.belief_3,tt_norms.2.player.belief_4,tt_norms.2.player.belief_5,tt_norms.2.player.payoff,tt_norms.2.group.id_in_subsession,tt_norms.2.subsession.round_number,tt_norms.3.player.id_in_group,tt_norms.3.player.context,tt_norms.3.player.random_decision,tt_norms.3.player.random_input,tt_norms.3.player.choice,tt_norms.3.player.order,tt_norms.3.player.situation,tt_norms.3.player.norm_true,tt_norms.3.player.norm_false,tt_norms.3.player.belief_1,tt_norms.3.player.belief_2,tt_norms.3.player.belief_3,tt_norms.3.player.belief_4,tt_norms.3.player.belief_5,tt_norms.3.player.payoff,tt_norms.3.group.id_in_subsession,tt_norms.3.subsession.round_number,tt_norms.4.player.id_in_group,tt_norms.4.player.context,tt_norms.4.player.random_decision,tt_norms.4.player.random_input,tt_norms.4.player.choice,tt_norms.4.player.order,tt_norms.4.player.situation,tt_norms.4.player.norm_true,tt_norms.4.player.norm_false,tt_norms.4.player.belief_1,tt_norms.4.player.belief_2,tt_norms.4.player.belief_3,tt_norms.4.player.belief_4,tt_norms.4.player.belief_5,tt_norms.4.player.payoff,tt_norms.4.group.id_in_subsession,tt_norms.4.subsession.round_number,tt_norms.5.player.id_in_group,tt_norms.5.player.context,tt_norms.5.player.random_decision,tt_norms.5.player.random_input,tt_norms.5.player.choice,tt_norms.5.player.order,tt_norms.5.player.situation,tt_norms.5.player.norm_true,tt_norms.5.player.norm_false,tt_norms.5.player.belief_1,tt_norms.5.player.belief_2,tt_norms.5.player.belief_3,tt_norms.5.player.belief_4,tt_norms.5.player.belief_5,tt_norms.5.player.payoff,tt_norms.5.group.id_in_subsession,tt_norms.5.subsession.round_number
445,nfznzs8l,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,445,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,559q91co,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,446,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,iqqr31az,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,447,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,61n4h44o,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,448,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,zi62ev1n,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,449,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,m15ijgy2,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,450,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,ruwyx4pm,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,451,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,jcs20f9s,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,452,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,uwdpdsgc,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,453,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,49wmube6,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,454,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,6pjtjr8y,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,455,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,xji9lhwt,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,456,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,6q45v7wf,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,457,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,gj1cehlj,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,458,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,ux5pypl8,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,459,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,uy1ge9yj,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,460,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,cxt9jmx6,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,461,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,sdn6usxg,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,462,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,990gf5c1,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,463,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,wmbekr2s,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,464,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,4ya9vj40,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,465,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,ycacktdt,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,466,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,oa9wjmt5,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,467,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,cebq3j5v,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,468,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,mu0g8dqg,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,469,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,4v38vyfq,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,470,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,5fihjqey,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,471,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,f7uvyl1k,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,472,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,wkrs2yib,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,473,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,twp470mp,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,474,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,mzway8bk,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,475,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,f1b4awo6,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,476,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,4d4jjihz,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,477,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,u0flfx3k,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,478,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,ssukncpz,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,479,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,6osskwze,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,480,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,pl0rael8,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,481,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,kx6yutlg,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,482,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,anz2bfbj,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,483,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,r7dimr09,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,484,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,cfgls7c8,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,485,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,7benyctp,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,486,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,k6vkr591,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,487,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,k43b8iwv,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,488,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,h2r7wkvt,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,489,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,axawls6g,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,490,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,8lt4vp07,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,491,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,fnh2s5uq,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,492,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,aqc1gyqa,,0,0,1,,,,,0,,,0,0,rrg7u9yb,,,,,,0,0,1,493,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
