participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.real_world_currency_per_point,tt.1.player.id_in_group,tt.1.player.treatment,tt.1.player.context,tt.1.player.random_decision,tt.1.player.random_input,tt.1.player.choice,tt.1.player.order,tt.1.player.severity,tt.1.player.reputation,tt.1.player.choice_1,tt.1.player.choice_2,tt.1.player.choice_3,tt.1.player.choice_4,tt.1.player.choice_5,tt.1.player.belief_1,tt.1.player.belief_2,tt.1.player.belief_3,tt.1.player.belief_4,tt.1.player.belief_5,tt.1.player.payoff,tt.1.group.id_in_subsession,tt.1.subsession.round_number,wordscra.1.player.id_in_group,wordscra.1.player.word1_1,wordscra.1.player.word1_2,wordscra.1.player.word1_3,wordscra.1.player.word1_4,wordscra.1.player.word1_5,wordscra.1.player.word2_1,wordscra.1.player.word2_2,wordscra.1.player.word2_3,wordscra.1.player.word3_1,wordscra.1.player.word3_2,wordscra.1.player.word3_3,wordscra.1.player.word3_4,wordscra.1.player.word3_5,wordscra.1.player.word3_6,wordscra.1.player.word4_1,wordscra.1.player.word4_2,wordscra.1.player.word4_3,wordscra.1.player.word4_4,wordscra.1.player.word4_5,wordscra.1.player.word5_1,wordscra.1.player.word5_2,wordscra.1.player.word5_3,wordscra.1.player.word5_4,wordscra.1.player.word5_5,wordscra.1.player.word6_1,wordscra.1.player.word6_2,wordscra.1.player.word6_3,wordscra.1.player.word6_4,wordscra.1.player.payoff,wordscra.1.group.id_in_subsession,wordscra.1.subsession.round_number,postexp.1.player.id_in_group,postexp.1.player.finlit_1,postexp.1.player.finlit_2,postexp.1.player.finlit_3,postexp.1.player.finlit_4,postexp.1.player.finlit_5,postexp.1.player.risk_aversion1,postexp.1.player.risk_aversion2,postexp.1.player.pref1_1,postexp.1.player.pref1_2,postexp.1.player.pref1_3,postexp.1.player.pref1_4,postexp.1.player.pref2_1,postexp.1.player.pref2_2,postexp.1.player.pref2_3,postexp.1.player.crt4,postexp.1.player.crt5,postexp.1.player.crt6,postexp.1.player.crt7,postexp.1.player.age,postexp.1.player.female,postexp.1.player.income,postexp.1.player.education,postexp.1.player.jobfunction,postexp.1.player.jobfunctiongp,postexp.1.player.investment,postexp.1.player.whichinvestment,postexp.1.player.finnews,postexp.1.player.comments,postexp.1.player.matrikelnr,postexp.1.player.rate,postexp.1.player.random_code,postexp.1.player.payoff,postexp.1.group.id_in_subsession,postexp.1.subsession.round_number
11,0p61s9st,59f48e50680a95000122ad22,0,12,12,postexp,Results,2020-01-07 14:30:55.948236+00:00,1,,,3,3,cfs9uxep,,,,,,0,0,1,11,sh_sev_fin,abstract,3,choice_3,0,1,5,6,0,0,0,0,0,40,35,25,15,12,3,1,1,11,C,l,o,c,k,C,a,t,C,h,o,k,e,r,H,o,n,e,y,T,h,i,n,k,B,e,n,d,0,1,1,11,,,,,,3,,5,3,3,5,7,1,3,,,,,29,1,,4,8,,0,,,,,3,7444v,0,1,1
12,hkoq6l36,5bbd1d04df2fb80001733d30,0,12,12,postexp,Results,2020-01-07 14:31:32.507482+00:00,1,,,3,3,cfs9uxep,,,,,,0,0,1,12,su_sev_fin,abstract,3,choice_3,0,1,5,2,0,0,0,0,0,10,10,10,5,0,3,1,1,12,c,l,o,c,k,c,a,t,b,r,o,k,e,r,m,o,n,e,y,T,h,i,n,k,B,o,n,d,0,1,1,12,,,,,,4,,6,1,2,7,7,1,5,,,,,32,1,,3,8,,0,,,,,3,9772T,0,1,1
13,b8aror87,5acc3bd8e1099600016ae27a,0,12,12,postexp,Results,2020-01-07 14:31:35.361627+00:00,1,,,2,2,cfs9uxep,,,,,,0,0,1,13,su_ha_fin,abstract,2,choice_2,0,0,6,5,0,0,0,0,0,60,50,40,30,5,2,1,1,13,C,L,o,c,k,R,a,t,S,T,o,k,e,r,H,o,n,e,y,T,h,E,n,S,B,O,n,d,0,1,1,13,,,,,,3,,5,2,3,5,7,1,4,,,,,28,0,,3,3,,1,,,,,5,2208a,0,1,1
14,ct27367p,5ad78b91b24ddb0001744bc4,0,12,12,postexp,Results,2020-01-07 14:31:37.278518+00:00,1,,,5,5,cfs9uxep,,,,,,0,0,1,14,sh_ha_fin,abstract,1,choice_1,1,1,4,6,1,1,1,1,1,81,87,82,78,80,5,1,1,14,C,L,o,c,k,C,a,t,H,O,o,k,e,r,M,o,n,e,y,T,h,I,n,K,B,A,n,d,0,1,1,14,,,,,,5,,6,2,4,7,7,2,5,,,,,42,1,,4,1,,1,,,,,5,8590n,0,1,1
15,wp3jt639,5aca4e27a3ba7a0001b4d415,0,12,12,postexp,Results,2020-01-07 14:31:37.951330+00:00,1,,,1,1,cfs9uxep,,,,,,0,0,1,15,sh_sev_fin,abstract,1,choice_1,0,0,7,7,0,0,0,0,0,15,15,12,10,0,1,1,1,15,c,l,o,c,k,s,a,t,s,t,o,k,e,r,m,o,n,e,y,T,h,i,n,g,B,o,n,d,0,1,1,15,,,,,,4,,7,2,2,7,6,2,3,,,,,38,0,,4,3,,1,stocks,,,,5,4648T,0,1,1
16,yr4dogqc,5b0a869f1e55760001b93fa3,0,12,12,postexp,Results,2020-01-07 14:31:38.460541+00:00,1,,,5,5,cfs9uxep,,,,,,0,0,1,16,su_ha_fin,abstract,3,choice_3,1,0,2,2,1,1,1,1,0,90,80,70,60,5,5,1,1,16,c,l,o,c,k,h,a,t,b,r,o,k,e,r,m,o,n,e,y,T,h,i,n,g,B,a,n,d,0,1,1,16,,,,,,3,,5,2,2,5,5,2,4,,,,,36,0,,4,5,,1,Index funds,,,,4,1078G,0,1,1
17,jywraafb,5992edfc3ae1c8000110610b,0,12,12,postexp,Results,2020-01-07 14:32:13.695359+00:00,1,,,5,5,cfs9uxep,,,,,,0,0,1,17,su_ha_fin,abstract,4,choice_4,1,1,2,1,1,1,1,1,0,100,100,100,80,0,5,1,1,17,c,l,o,c,k,h,a,t,s,t,o,k,e,r,h,o,n,e,y,T,h,i,n,k,B,o,n,d,0,1,1,17,,,,,,3,,6,2,2,4,6,1,4,,,,,30,0,,4,3,,1,Stocks/Pensions,,,,5,4761S,0,1,1
18,ptt12g08,5af2f93fe1b5b8000148c0c7,0,1,12,tt,Instructions,2020-01-07 14:32:35.480366+00:00,1,,,0,0,cfs9uxep,,,,,,0,0,1,18,sh_sev_fin,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
19,bterxxkj,58d107de9d8a130001f0f138,0,4,12,tt,Beliefs,2020-01-07 14:32:40.452310+00:00,1,,,5,5,cfs9uxep,,,,,,0,0,1,19,sh_sev_fin,abstract,4,choice_4,1,1,,,1,1,1,1,0,,,,,,5,1,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
20,dbrv985w,5978c134bcae9f00014cd322,0,12,12,postexp,Results,2020-01-07 14:32:40.744309+00:00,1,,,2,2,cfs9uxep,,,,,,0,0,1,20,sh_ha_fin,abstract,2,choice_2,0,0,5,1,0,0,0,0,0,90,80,75,65,10,2,1,1,20,c,l,o,c,k,h,a,t,c,h,o,k,e,r,m,o,n,e,y,T,h,i,n,k,B,i,n,d,0,1,1,20,,,,,,1,,7,2,3,7,7,1,5,,,,,31,1,,4,8,,1,pension,,,,5,1606X,0,1,1
21,0dsy0g8n,596155a998cf77000106f8d8,0,12,12,postexp,Results,2020-01-07 14:33:36.927337+00:00,1,,,5,5,cfs9uxep,,,,,,0,0,1,21,su_ha_fin,abstract,2,choice_2,1,0,2,3,1,1,0,0,0,60,50,40,20,0,5,1,1,21,c,l,o,c,k,b,a,t,s,m,o,k,e,r,m,o,n,e,y,T,h,i,n,g,B,a,n,d,0,1,1,21,,,,,,4,,5,4,4,5,6,4,4,,,,,42,0,,4,8,,0,,,,,4,7822V,0,1,1
22,mlqungfi,599752bed0bcd10001dd8fa2,0,12,12,postexp,Results,2020-01-07 14:33:40.367820+00:00,1,,,5,5,cfs9uxep,,,,,,0,0,1,22,su_ha_fin,abstract,4,choice_4,1,1,5,6,1,1,1,1,0,80,70,65,40,35,5,1,1,22,C,L,o,c,k,C,a,t,B,R,o,k,e,r,M,o,n,e,y,T,h,A,n,K,B,A,n,d,0,1,1,22,,,,,,3,,5,5,4,5,6,4,5,,,,,43,1,,4,8,,1,Shares,,,,4,4948o,0,1,1
23,j77lwaws,5a81a392190420000155d6df,0,12,12,postexp,Results,2020-01-07 14:34:02.134850+00:00,1,,,5,5,cfs9uxep,,,,,,0,0,1,23,su_ha_fin,abstract,2,choice_2,1,0,6,6,0,1,0,1,0,100,90,70,50,50,5,1,1,23,s,p,o,c,k,r,a,t,s,m,o,k,e,r,m,o,n,e,y,T,h,a,n,k,B,a,n,d,0,1,1,23,,,,,,6,,6,5,6,4,6,6,5,,,,,38,0,,4,8,,0,,,na,,5,5527E,0,1,1
24,irj2xye6,5aa696af6219a30001c75d2a,0,12,12,postexp,Results,2020-01-07 14:34:03.485026+00:00,1,,,3,3,cfs9uxep,,,,,,0,0,1,24,su_ha_fin,abstract,3,choice_3,0,1,5,1,0,0,0,0,0,60,50,20,15,2,3,1,1,24,c,l,o,c,k,r,a,t,c,h,o,k,e,r,h,o,n,e,y,T,h,i,n,k,B,i,n,d,0,1,1,24,,,,,,4,,4,2,1,3,6,1,2,,,,,39,1,,4,3,,1,share funds,,,,4,6689T,0,1,1
25,wt27xj4a,5a7a0d8df49c9a0001f31b73,0,12,12,postexp,Results,2020-01-07 14:34:07.366131+00:00,1,,,5,5,cfs9uxep,,,,,,0,0,1,25,su_ha_fin,abstract,1,choice_1,1,0,2,4,1,1,0,0,0,70,60,50,30,0,5,1,1,25,S,h,o,c,k,C,a,t,C,h,o,k,e,r,M,o,n,e,y,T,h,i,n,k,B,o,n,d,0,1,1,25,,,,,,3,,4,5,5,6,7,2,3,,,,,37,0,,2,1,,1,stocks bonds,,"In honesty my answers were rated on the concept that there was 'no way' of telling the true number. In an actual situation like this my risk radar would probably work on the assumption that 'at some point in the future' the true figures could be identified, which is a completely different situation.",,3,8037T,0,1,1
26,fvq97yq3,5a8ff02e4fcb2f0001d8bb9b,0,12,12,postexp,Results,2020-01-07 14:34:11.752196+00:00,1,,,5,5,cfs9uxep,,,,,,0,0,1,26,su_ha_fin,abstract,4,choice_4,1,0,1,2,1,1,1,1,0,90,90,90,90,0,5,1,1,26,C,L,o,c,k,B,a,t,L,O,o,k,e,r,T,o,n,e,y,T,h,A,n,E,B,V,n,d,0,1,1,26,,,,,,5,,5,2,2,5,6,1,3,,,,,29,1,,3,8,,0,,,,,4,1421u,0,1,1
27,ckrs8ubg,5b91d329cc81a400017a32ec,0,12,12,postexp,Results,2020-01-07 14:34:46.666968+00:00,1,,,5,5,cfs9uxep,,,,,,0,0,1,27,sh_sev_fin,abstract,3,choice_3,1,1,7,2,1,1,1,0,0,98,70,50,30,10,5,1,1,27,s,h,o,c,k,e,a,t,b,r,o,k,e,r,m,o,n,e,y,T,h,a,n,k,B,o,n,d,0,1,1,27,,,,,,4,,7,3,5,7,6,4,5,,,,,27,1,,4,8,,0,,,,,5,6529W,0,1,1
28,widjpruy,5b9217c162766e00012bb9c6,0,12,12,postexp,Results,2020-01-07 14:34:56.789852+00:00,1,,,5,5,cfs9uxep,,,,,,0,0,1,28,su_ha_fin,abstract,2,choice_2,1,0,2,2,1,1,1,1,1,35,30,20,15,5,5,1,1,28,s,t,o,c,k,h,a,t,b,r,o,k,e,r,m,o,n,e,y,T,h,a,n,k,B,o,n,d,0,1,1,28,,,,,,6,,2,3,3,5,6,5,3,,,,,51,0,,4,8,,1,"401k, stocks, commodities",,Why would I tell the truth about informal loan requests if i could get more money for lying with no real damage to the company and why would i get money just for Informal requests that bring no money into the company?,,4,7103B,0,1,1
29,4su6cori,5b905d5d2f789f00011c4cc2,0,12,12,postexp,Results,2020-01-07 14:35:39.431749+00:00,1,,,3,3,cfs9uxep,,,,,,0,0,1,29,su_sev_fin,abstract,3,choice_3,0,1,7,6,0,0,0,0,0,60,70,80,90,100,3,1,1,29,c,l,o,c,k,h,a,t,c,h,o,k,e,r,m,o,n,e,y,T,h,i,n,k,B,i,n,d,0,1,1,29,,,,,,4,,6,5,5,7,7,3,5,,,,,30,1,,4,2,,0,,,,,4,7066x,0,1,1
30,zchtoop6,5a78c773eea3d300016df448,0,12,12,postexp,Results,2020-01-07 14:35:55.958654+00:00,1,,,5,5,cfs9uxep,,,,,,0,0,1,30,sh_ha_fin,abstract,1,choice_1,1,1,3,4,1,1,0,0,0,55,15,10,10,10,5,1,1,30,s,t,o,c,k,v,a,t,b,r,o,k,e,r,m,o,n,e,y,T,h,i,n,k,B,i,n,d,0,1,1,30,,,,,,4,,6,4,5,5,6,4,4,,,,,50,1,,2,8,,0,,,,,3,9455K,0,1,1
31,wm9jd2iz,57bcc8a445bff5000151adf5,0,12,12,postexp,Results,2020-01-07 14:36:06.945206+00:00,1,,,5,5,cfs9uxep,,,,,,0,0,1,31,sh_sev_fin,abstract,4,choice_4,1,1,4,4,0,0,1,1,1,0,25,50,75,100,5,1,1,31,c,l,o,c,k,h,a,t,b,r,o,k,e,r,m,o,n,e,y,T,h,a,n,k,B,a,n,d,0,1,1,31,,,,,,3,,5,5,4,4,7,4,5,,,,,36,1,,1,3,,0,,,,,5,8123Q,0,1,1
32,x1azlvmk,5a3adfb705f005000104d2a3,0,12,12,postexp,Results,2020-01-07 14:36:24.200214+00:00,1,,,5,5,cfs9uxep,,,,,,0,0,1,32,su_ha_fin,abstract,2,choice_2,1,1,3,4,1,1,0,0,0,90,75,60,15,0,5,1,1,32,C,L,o,c,k,H,a,t,C,H,o,k,e,r,H,o,n,e,y,T,h,I,n,K,B,O,n,d,0,1,1,32,,,,,,5,,5,5,3,7,7,2,3,,,,,37,1,,4,8,,1,Stocks,,,,5,2081c,0,1,1
33,j0jxaf0z,56213a1aed6e5a0005c7f760,0,12,12,postexp,Results,2020-01-07 14:36:34.031137+00:00,1,,,1,1,cfs9uxep,,,,,,0,0,1,33,sh_ha_fin,abstract,1,choice_1,0,1,3,5,0,0,0,0,0,90,80,70,60,100,1,1,1,33,c,l,o,c,k,b,a,t,c,h,o,k,e,r,h,o,n,e,y,T,h,a,n,k,B,a,n,d,0,1,1,33,,,,,,1,,6,3,2,6,6,3,3,,,,,35,0,,4,8,,0,,,,,4,6499H,0,1,1
34,u1klasir,593db4048fcebc00010752b6,0,12,12,postexp,Results,2020-01-07 14:36:40.159350+00:00,1,,,1,1,cfs9uxep,,,,,,0,0,1,34,su_ha_fin,abstract,1,choice_1,0,0,7,7,0,0,0,0,0,50,50,50,50,50,1,1,1,34,c,l,o,c,k,s,a,t,c,o,o,k,e,r,m,o,n,e,y,T,h,i,n,k,B,a,n,d,0,1,1,34,,,,,,3,,7,6,5,7,7,3,3,,,,,39,1,,2,8,,1,stocks and funds,,,,5,6598U,0,1,1
35,21ntouy8,5b8ed2668be3300001d519d3,0,12,12,postexp,Results,2020-01-07 14:36:56.171809+00:00,1,,,2,2,cfs9uxep,,,,,,0,0,1,35,sh_ha_fin,abstract,2,choice_2,0,1,4,2,0,0,0,0,1,60,60,55,10,50,2,1,1,35,f,l,o,c,k,r,a,t,C,H,o,k,e,r,H,o,n,e,y,T,h,i,n,g,B,a,n,d,0,1,1,35,,,,,,5,,7,1,7,7,7,1,5,,,,,27,0,,4,6,,1,Stocks,,,,5,8839G,0,1,1
36,m0e2zvhd,58713c5e58ca4c00018ce3ea,0,12,12,postexp,Results,2020-01-07 14:37:48.834186+00:00,1,,,4,4,cfs9uxep,,,,,,0,0,1,36,su_sev_fin,abstract,4,choice_4,0,1,5,7,0,0,0,0,0,80,65,40,20,5,4,1,1,36,C,l,o,c,k,B,a,t,C,o,o,k,e,r,M,o,n,e,y,T,h,i,n,k,B,a,n,d,0,1,1,36,,,,,,3,,3,5,5,7,7,6,4,,,,,51,1,,4,8,,1,Shares,,,,5,6038w,0,1,1
37,fjl7kut3,5b4b0e8d94020800016323ed,0,12,12,postexp,Results,2020-01-07 14:37:58.363977+00:00,1,,,5,5,cfs9uxep,,,,,,0,0,1,37,sh_ha_fin,abstract,2,choice_2,1,0,3,2,1,1,1,1,0,85,75,50,15,0,5,1,1,37,c,l,o,c,k,h,a,t,b,r,o,k,e,r,h,o,n,e,y,T,h,i,n,k,B,a,n,d,0,1,1,37,,,,,,4,,6,5,4,4,7,3,2,,,,,37,0,,4,8,,1,"Funds, Bonds, Crypto-currencies",,,,5,4727B,0,1,1
38,1f1c7lbn,59fb763bdf3fa800015c2aa0,0,12,12,postexp,Results,2020-01-07 14:38:08.547643+00:00,1,,,3,3,cfs9uxep,,,,,,0,0,1,38,su_sev_fin,abstract,3,choice_3,0,1,6,6,0,0,0,0,0,30,15,5,2,0,3,1,1,38,b,l,o,c,k,c,a,t,b,r,o,k,e,r,h,o,n,e,y,T,h,o,n,g,B,o,n,d,0,1,1,38,,,,,,6,,6,2,2,6,6,2,5,,,,,32,0,,4,3,,1,"stocks, funds, crowdfunding, loans, bonds",,,,5,3521B,0,1,1
39,boxj7s1t,59f8a4cd05d1d60001f146cc,0,12,12,postexp,Results,2020-01-07 14:38:57.840541+00:00,1,,,4,4,cfs9uxep,,,,,,0,0,1,39,sh_sev_fin,abstract,4,choice_4,0,0,5,4,0,0,0,0,0,35,32,30,20,0,4,1,1,39,F,L,o,c,k,C,a,t,C,R,o,k,e,r,B,o,n,e,y,T,h,I,n,K,B,A,n,d,0,1,1,39,,,,,,4,,5,6,3,5,6,5,3,,,,,47,0,,4,1,,1,Mutual funds and stocks,,,,4,5613n,0,1,1
40,i67vun4l,55146e64fdf99b253d5b1c5d,0,12,12,postexp,Results,2020-01-07 14:38:59.116593+00:00,1,,,5,5,cfs9uxep,,,,,,0,0,1,40,su_sev_fin,abstract,4,choice_4,1,0,3,3,1,1,1,1,1,75,75,75,75,75,5,1,1,40,B,L,o,c,k,C,a,t,C,H,o,k,e,r,H,o,n,e,y,T,h,I,n,K,B,E,n,d,0,1,1,40,,,,,,2,,6,5,3,5,6,6,3,,,,,49,1,,3,8,,0,,,,,4,2354r,0,1,1
41,1rdjh03c,5a8ad2082a842c0001fce0f2,0,12,12,postexp,Results,2020-01-07 14:39:13.085446+00:00,1,,,5,5,cfs9uxep,,,,,,0,0,1,41,sh_sev_fin,abstract,2,choice_2,1,0,3,4,1,1,1,1,0,95,90,85,75,65,5,1,1,41,f,r,o,c,k,c,a,t,b,r,o,k,e,r,m,o,n,e,y,T,h,a,n,k,B,a,n,d,0,1,1,41,,,,,,3,,6,2,3,4,6,3,3,,,,,23,0,,4,8,,1,stocks and funds,,,,4,5252g,0,1,1
42,ihwf35t2,59cff8eed227970001199862,0,12,12,postexp,Results,2020-01-07 14:39:32.068678+00:00,1,,,3,3,cfs9uxep,,,,,,0,0,1,42,sh_sev_fin,abstract,3,choice_3,0,1,7,7,0,0,0,0,0,30,25,20,10,0,3,1,1,42,F,L,o,c,k,H,a,t,C,O,o,k,e,r,M,o,n,e,y,T,h,I,n,K,B,E,n,d,0,1,1,42,,,,,,5,,6,2,2,7,6,3,6,,,,,42,0,,4,2,,1,"Stocks, Unit Trusts",,,,5,9789x,0,1,1
