Trial#,Sequence#,Response Time,Trial Type(mean-std),Shade,Resp,Missed,Reply,Accumulated Amount
1,0,1.135(s),Adpative_Trial(3-2),5 & 4,1,0,1,$0.1
2,0,0.562(s),Adpative_Trial(3-2),5 & 4,1,0,1,$0.2
3,0,0.931(s),Adpative_Trial(3-2),3 & 2,1,0,1,$0.3
4,0,0.861(s),Control_Test_Trial(3-2),3 & 4,1,0,1,$0.4
5,0,1.236(s),Adpative_Test_Trial(9-2),11 & 10,1,0,1,$0.5
6,0,0.915(s),Control_Trial(9-2),10 & 11,1,0,1,$0.6
7,0,1.404(s),Control_Trial(9-2),7 & 8,1,0,1,$0.7
8,0,1.867(s),Control_Same_Color_Trial(9-2),7 & 7,1,0,1,$0.8
9,0,1.149(s),Control_Test_Trial(9-2),11 & 10,1,0,1,$0.9
10,0,1.003(s),Adpative_Test_Trial(3-2),3 & 4,1,0,1,$1
11,1,0.731(s),Adpative_Trial(4-2),6 & 5,1,0,1,$1.1
12,1,0.956(s),Adpative_Trial(4-2),4 & 3,1,0,1,$1.2
13,1,0.825(s),Adpative_Trial(4-2),3 & 4,1,0,1,$1.3
14,1,1.252(s),Control_Test_Trial(4-2),2 & 3,1,0,1,$1.4
15,1,1.27(s),Adpative_Test_Trial(10-2),11 & 12,1,0,1,$1.5
16,1,1.151(s),Control_Trial(10-2),11 & 10,1,0,1,$1.6
17,1,0.744(s),Control_Trial(10-2),9 & 8,1,0,1,$1.7
18,1,1.229(s),Control_Same_Color_Trial(10-2),10 & 10,0,0,0.5,$1.45
19,1,0.999(s),Control_Test_Trial(10-2),11 & 12,1,0,1,$1.55
20,1,1.114(s),Adpative_Test_Trial(4-2),2 & 3,1,0,1,$1.65
21,2,0.632(s),Adpative_Trial(5-1),5 & 4,1,0,1,$1.75
22,2,1.24(s),Adpative_Trial(5-1),5 & 4,1,0,1,$1.85
23,2,0.874(s),Adpative_Trial(5-1),5 & 6,1,0,1,$1.95
24,2,0.987(s),Control_Test_Trial(5-1),5 & 5,0,0,0.5,$1.7
25,2,0.987(s),Adpative_Test_Trial(10-1),10 & 11,1,0,1,$1.8
26,2,1.176(s),Control_Same_Color_Trial(10-1),11 & 11,0,0,0.5,$1.55
27,2,0.781(s),Control_Trial(10-1),10 & 11,1,0,1,$1.65
28,2,0.884(s),Control_Trial(10-1),10 & 9,1,0,1,$1.75
29,2,0.697(s),Control_Test_Trial(10-1),10 & 11,1,0,1,$1.85
30,2,1.752(s),Adpative_Test_Trial(5-1),5 & 5,0,0,0.5,$1.6
31,3,0.889(s),Adpative_Trial(6-1),7 & 6,1,0,1,$1.7
32,3,0.691(s),Adpative_Trial(6-1),5 & 6,1,0,1,$1.8
33,3,0.7(s),Adpative_Trial(6-1),5 & 6,1,0,1,$1.9
34,3,1.18(s),Control_Test_Trial(6-1),7 & 7,0,0,0.5,$1.65
35,3,1.282(s),Adpative_Test_Trial(10-2),11 & 11,0,0,0.5,$1.4
36,3,0.894(s),Control_Trial(10-2),11 & 10,1,0,1,$1.5
37,3,1.328(s),Control_Trial(10-2),9 & 10,1,0,1,$1.6
38,3,0.908(s),Control_Trial(10-2),11 & 10,1,0,1,$1.7
39,3,0.82(s),Control_Test_Trial(10-2),11 & 11,0,0,0.5,$1.45
40,3,0.957(s),Adpative_Test_Trial(6-1),7 & 7,0,0,0.5,$1.2
41,4,0.843(s),Adpative_Trial(7-1),7 & 6,1,0,1,$1.3
42,4,0.956(s),Adpative_Trial(7-1),6 & 7,1,0,1,$1.4
43,4,0.671(s),Adpative_Trial(7-1),8 & 7,1,0,1,$1.5
44,4,2.001(s),Control_Test_Trial(7-1),6 & 6,0,1,-1,$0.5
45,4,0.085(s),Adpative_Test_Trial(3-2),2 & 2,1,0,1,$0.6
46,4,0.893(s),Control_Trial(3-2),2 & 1,-1,0,0,$0.35
47,4,0.743(s),Control_Trial(3-2),4 & 5,1,0,1,$0.45
48,4,0.819(s),Control_Trial(3-2),3 & 4,1,0,1,$0.55
49,4,1.087(s),Control_Test_Trial(3-2),2 & 2,0,0,0.5,$0.3
50,4,1.21(s),Adpative_Test_Trial(7-1),6 & 6,0,0,0.5,$0.050000000000002
51,5,1.079(s),Adpative_Trial(8-1),8 & 7,1,0,1,$0.15
52,5,0.805(s),Adpative_Trial(8-1),7 & 8,1,0,1,$0.25
53,5,1.361(s),Adpative_Trial(8-1),8 & 7,1,0,1,$0.35
54,5,0.827(s),Control_Test_Trial(8-1),8 & 9,1,0,1,$0.45
55,5,1.034(s),Adpative_Test_Trial(3-2),3 & 2,1,0,1,$0.55
56,5,0.767(s),Control_Trial(3-2),2 & 1,1,0,1,$0.65
57,5,1.317(s),Control_Same_Color_Trial(3-2),1 & 1,1,0,1,$0.75
58,5,0.921(s),Control_Trial(3-2),2 & 1,1,0,1,$0.85
59,5,1.389(s),Control_Test_Trial(3-2),3 & 2,1,0,1,$0.95
60,5,0.754(s),Adpative_Test_Trial(8-1),8 & 9,1,0,1,$1.05
61,6,0.864(s),Adpative_Trial(9-1),10 & 9,1,0,1,$1.15
62,6,0.68(s),Adpative_Trial(9-1),9 & 10,1,0,1,$1.25
63,6,0.963(s),Adpative_Same_Color_Trial(9-1),10 & 10,0,0,0.5,$1
64,6,0.8(s),Control_Test_Trial(9-1),10 & 9,1,0,1,$1.1
65,6,0.807(s),Adpative_Test_Trial(3-2),1 & 2,1,0,1,$1.2
66,6,1.349(s),Control_Trial(3-2),5 & 4,1,0,1,$1.3
67,6,0.804(s),Control_Trial(3-2),5 & 4,1,0,1,$1.4
68,6,1.138(s),Control_Trial(3-2),2 & 1,-1,0,0,$1.15
69,6,0.72(s),Control_Test_Trial(3-2),1 & 2,1,0,1,$1.25
70,6,0.999(s),Adpative_Test_Trial(9-1),10 & 9,1,0,1,$1.35
71,7,0.727(s),Adpative_Trial(10-1),10 & 11,1,0,1,$1.45
72,7,1.018(s),Adpative_Trial(10-1),10 & 9,1,0,1,$1.55
73,7,0.788(s),Adpative_Trial(10-1),10 & 11,1,0,1,$1.65
74,7,1.867(s),Control_Test_Trial(10-1),11 & 11,0,0,0.5,$1.4
75,7,1.691(s),Adpative_Test_Trial(3-2),5 & 4,1,0,1,$1.5
76,7,2.001(s),Control_Trial(3-2),3 & 2,0,1,-1,$0.5
77,7,0.265(s),Control_Trial(3-2),2 & 3,-1,0,0,$0.25
78,7,0.551(s),Control_Trial(3-2),2 & 3,1,0,1,$0.35
79,7,0.799(s),Control_Test_Trial(3-2),5 & 4,1,0,1,$0.45
80,7,1.204(s),Adpative_Test_Trial(10-1),11 & 11,0,0,0.5,$0.2
81,8,1.253(s),Adpative_Trial(3-2),2 & 1,1,0,1,$0.3
82,8,0.87(s),Adpative_Trial(3-2),1 & 2,1,0,1,$0.4
83,8,0.798(s),Adpative_Trial(3-2),4 & 5,1,0,1,$0.5
84,8,0.92(s),Control_Test_Trial(3-2),3 & 2,1,0,1,$0.6
85,8,1.005(s),Adpative_Test_Trial(9-2),11 & 10,1,0,1,$0.7
86,8,0.814(s),Control_Trial(9-2),9 & 8,1,0,1,$0.8
87,8,0.805(s),Control_Trial(9-2),11 & 10,1,0,1,$0.9
88,8,1.069(s),Control_Trial(9-2),8 & 7,1,0,1,$1
89,8,0.792(s),Control_Test_Trial(9-2),11 & 10,1,0,1,$1.1
90,8,0.993(s),Adpative_Test_Trial(3-2),3 & 2,1,0,1,$1.2
91,9,0.815(s),Adpative_Trial(4-2),5 & 6,1,0,1,$1.3
92,9,0.56(s),Adpative_Trial(4-2),6 & 5,1,0,1,$1.4
93,9,1.1(s),Adpative_Trial(4-2),6 & 5,1,0,1,$1.5
94,9,1.952(s),Control_Test_Trial(4-2),5 & 5,0,0,0.5,$1.25
95,9,1.176(s),Adpative_Test_Trial(10-2),11 & 12,1,0,1,$1.35
96,9,1.15(s),Control_Same_Color_Trial(10-2),11 & 11,0,0,0.5,$1.1
97,9,1.116(s),Control_Trial(10-2),11 & 10,1,0,1,$1.2
98,9,0.883(s),Control_Same_Color_Trial(10-2),11 & 11,0,0,0.5,$0.95
99,9,1.051(s),Control_Test_Trial(10-2),11 & 12,-1,0,0,$0.7
100,9,1.259(s),Adpative_Test_Trial(4-2),5 & 5,1,0,1,$0.8
101,10,0.779(s),Adpative_Trial(5-1),6 & 5,1,0,1,$0.9
102,10,0.648(s),Adpative_Same_Color_Trial(5-1),6 & 6,0,0,0.5,$0.65
103,10,0.687(s),Adpative_Trial(5-1),5 & 6,1,0,1,$0.75
104,10,1.53(s),Control_Test_Trial(5-1),5 & 5,1,0,1,$0.85
105,10,0.827(s),Adpative_Test_Trial(9-2),10 & 11,1,0,1,$0.95
106,10,0.91(s),Control_Trial(9-2),10 & 11,1,0,1,$1.05
107,10,1.24(s),Control_Trial(9-2),9 & 10,1,0,1,$1.15
108,10,0.715(s),Control_Trial(9-2),10 & 11,1,0,1,$1.25
109,10,0.666(s),Control_Test_Trial(9-2),10 & 11,1,0,1,$1.35
110,10,0.935(s),Adpative_Test_Trial(5-1),5 & 5,0,0,0.5,$1.1
111,11,0.674(s),Adpative_Trial(6-1),5 & 6,1,0,1,$1.2
112,11,1.437(s),Adpative_Same_Color_Trial(6-1),6 & 6,0,0,0.5,$0.95
113,11,0.761(s),Adpative_Trial(6-1),7 & 6,1,0,1,$1.05
114,11,0.89(s),Control_Test_Trial(6-1),6 & 5,1,0,1,$1.15
115,11,0.971(s),Adpative_Test_Trial(10-2),12 & 12,0,0,0.5,$0.9
116,11,0.903(s),Control_Trial(10-2),9 & 10,1,0,1,$1
117,11,0.737(s),Control_Trial(10-2),10 & 9,1,0,1,$1.1
118,11,1.493(s),Control_Trial(10-2),9 & 8,1,0,1,$1.2
119,11,2.002(s),Control_Test_Trial(10-2),12 & 12,0,1,-1,$0.2
120,11,2.003(s),Adpative_Test_Trial(6-1),6 & 5,0,1,-1,$-0.8
121,12,0.2(s),Adpative_Trial(7-1),7 & 6,-1,0,0,$-1.05
122,12,0.825(s),Adpative_Trial(7-1),7 & 8,1,0,1,$-0.95
123,12,0.675(s),Adpative_Trial(7-1),7 & 6,1,0,1,$-0.85
124,12,0.603(s),Control_Test_Trial(7-1),7 & 8,1,0,1,$-0.75
125,12,1.835(s),Adpative_Test_Trial(3-2),2 & 1,-1,0,0,$-1
126,12,1.343(s),Control_Trial(3-2),2 & 1,-1,0,0,$-1.25
127,12,1.724(s),Control_Same_Color_Trial(3-2),1 & 1,1,0,1,$-1.15
128,12,0.905(s),Control_Trial(3-2),3 & 2,1,0,1,$-1.05
129,12,0.851(s),Control_Test_Trial(3-2),2 & 1,1,0,1,$-0.95
130,12,0.695(s),Adpative_Test_Trial(7-1),7 & 8,1,0,1,$-0.85
131,13,1.748(s),Adpative_Same_Color_Trial(8-1),7 & 7,1,0,1,$-0.75
132,13,1.562(s),Adpative_Trial(8-1),8 & 7,1,0,1,$-0.65
133,13,0.755(s),Adpative_Trial(8-1),9 & 8,1,0,1,$-0.55
134,13,0.77(s),Control_Test_Trial(8-1),8 & 7,1,0,1,$-0.45
135,13,1.785(s),Adpative_Test_Trial(4-2),3 & 2,1,0,1,$-0.35
136,13,0.787(s),Control_Trial(4-2),3 & 2,1,0,1,$-0.25
137,13,0.532(s),Control_Trial(4-2),3 & 2,1,0,1,$-0.15
138,13,0.705(s),Control_Trial(4-2),2 & 3,1,0,1,$-0.049999999999996
139,13,0.79(s),Control_Test_Trial(4-2),3 & 2,1,0,1,$0.050000000000004
140,13,1.923(s),Adpative_Test_Trial(8-1),8 & 7,1,0,1,$0.15
141,14,0.9(s),Adpative_Trial(9-2),9 & 10,1,0,1,$0.25
142,14,0.807(s),Adpative_Trial(9-2),7 & 8,1,0,1,$0.35
143,14,1.127(s),Adpative_Trial(9-2),8 & 7,1,0,1,$0.45
144,14,0.994(s),Control_Test_Trial(9-2),8 & 7,1,0,1,$0.55
145,14,0.908(s),Adpative_Test_Trial(3-1),2 & 3,1,0,1,$0.65
146,14,0.661(s),Control_Trial(3-1),3 & 2,1,0,1,$0.75
147,14,0.568(s),Control_Trial(3-1),3 & 2,1,0,1,$0.85
