Trial#,Sequence#,Response Time,Trial Type(mean-std),Shade,Resp,Missed,Reply,Accumulated Amount
1,4,0.79(s),Control_Trial(3-2),3 & 2,1,0,1,$0.1
2,4,0.988(s),Control_Trial(3-2),4 & 3,1,0,1,$0.2
3,4,1.004(s),Control_Trial(3-2),2 & 3,1,0,1,$0.3
4,4,0.682(s),Control_Trial(3-2),4 & 3,1,0,1,$0.4
5,4,1.153(s),Control_Trial(3-2),5 & 4,1,0,1,$0.5
6,4,0.852(s),Control_Trial(3-2),3 & 4,1,0,1,$0.6
7,4,0.898(s),Control_Trial(3-2),3 & 4,1,0,1,$0.7
8,4,1.187(s),Control_Trial(3-2),2 & 1,1,0,1,$0.8
9,4,1.223(s),Control_Trial(3-2),3 & 2,1,0,1,$0.9
10,4,0.872(s),Control_Trial(3-2),2 & 3,1,0,1,$1
11,4,0.932(s),Control_Trial(3-2),2 & 1,1,0,1,$1.1
12,4,0.972(s),Control_Trial(3-2),3 & 2,1,0,1,$1.2
13,4,1.044(s),Control_Trial(3-2),4 & 5,1,0,1,$1.3
14,4,2.001(s),Control_Same_Color_Trial(3-2),1 & 1,0,1,-1,$0.3
15,4,0.227(s),Control_Trial(3-2),1 & 2,-1,0,0,$0.05
16,4,0.821(s),Control_Trial(3-2),2 & 1,1,0,1,$0.15
17,4,0.897(s),Control_Trial(3-2),5 & 4,1,0,1,$0.25
18,4,1.226(s),Control_Trial(3-2),3 & 4,1,0,1,$0.35
19,4,0.996(s),Control_Trial(3-2),3 & 4,1,0,1,$0.45
20,4,1.013(s),Control_Same_Color_Trial(3-2),4 & 4,0,0,0.5,$0.2
21,4,0.715(s),Control_Trial(3-2),5 & 4,1,0,1,$0.3
22,4,0.868(s),Control_Trial(3-2),2 & 1,1,0,1,$0.4
23,4,1.407(s),Control_Same_Color_Trial(3-2),1 & 1,1,0,1,$0.5
24,4,2.001(s),Control_Same_Color_Trial(3-2),5 & 5,0,1,-1,$-0.5
25,4,1.026(s),Control_Trial(3-2),2 & 3,1,0,1,$-0.4
26,4,0.835(s),Control_Trial(3-2),4 & 5,1,0,1,$-0.3
27,4,0.777(s),Control_Trial(3-2),3 & 4,1,0,1,$-0.2
28,4,0.946(s),Control_Trial(3-2),3 & 2,1,0,1,$-0.1
29,4,0.934(s),Control_Trial(3-2),2 & 1,1,0,1,$-2.7755575615629E-17
30,4,0.937(s),Control_Trial(3-2),2 & 1,1,0,1,$0.1
31,4,0.744(s),Control_Trial(3-2),1 & 2,1,0,1,$0.2
32,4,0.666(s),Control_Trial(3-2),3 & 2,1,0,1,$0.3
33,4,1.179(s),Control_Trial(3-2),5 & 4,1,0,1,$0.4
34,4,1.032(s),Control_Trial(3-2),3 & 2,1,0,1,$0.5
35,4,1.339(s),Control_Trial(3-2),5 & 4,1,0,1,$0.6
36,4,0.818(s),Control_Trial(3-2),3 & 2,1,0,1,$0.7
37,4,1.034(s),Control_Trial(3-2),3 & 2,1,0,1,$0.8
38,4,0.828(s),Control_Trial(3-2),3 & 2,1,0,1,$0.9
39,4,0.894(s),Control_Trial(3-2),4 & 3,1,0,1,$1
40,4,0.761(s),Control_Trial(3-2),4 & 3,1,0,1,$1.1
41,4,0.81(s),Control_Trial(3-2),4 & 5,1,0,1,$1.2
42,4,1.194(s),Control_Trial(3-2),3 & 4,1,0,1,$1.3
43,4,1.495(s),Control_Same_Color_Trial(3-2),2 & 2,1,0,1,$1.4
