Trial#,Sequence#,Response Time,Trial Type(mean-std),Shade,Resp,Missed,Reply,Accumulated Amount
1,6,2.003(s),Control_Trial(3-2),1 & 2,0,1,-1,$-1
2,6,0.836(s),Control_Trial(3-2),3 & 4,1,0,1,$-0.9
3,6,0.889(s),Control_Trial(3-2),1 & 2,1,0,1,$-0.8
4,6,0.84(s),Control_Trial(3-2),4 & 5,1,0,1,$-0.7
5,6,0.603(s),Control_Trial(3-2),5 & 4,1,0,1,$-0.6
6,6,0.635(s),Control_Trial(3-2),3 & 2,1,0,1,$-0.5
7,6,0.79(s),Control_Same_Color_Trial(3-2),1 & 1,0,0,0.5,$-0.75
8,6,0.532(s),Control_Trial(3-2),2 & 1,1,0,1,$-0.65
9,6,0.522(s),Control_Trial(3-2),1 & 2,1,0,1,$-0.55
10,6,0.916(s),Control_Trial(3-2),3 & 4,1,0,1,$-0.45
11,6,0.769(s),Control_Trial(3-2),5 & 4,1,0,1,$-0.35
12,6,0.871(s),Control_Trial(3-2),4 & 3,1,0,1,$-0.25
13,6,0.786(s),Control_Trial(3-2),2 & 1,1,0,1,$-0.15
14,6,0.719(s),Control_Trial(3-2),2 & 1,1,0,1,$-0.05
15,6,0.814(s),Control_Trial(3-2),3 & 2,1,0,1,$0.05
16,6,0.617(s),Control_Trial(3-2),2 & 1,1,0,1,$0.15
17,6,1.004(s),Control_Same_Color_Trial(3-2),1 & 1,0,0,0.5,$-0.1
18,6,0.757(s),Control_Trial(3-2),2 & 3,1,0,1,$-1.942890293094E-16
19,6,0.753(s),Control_Trial(3-2),4 & 5,1,0,1,$0.1
20,6,1.296(s),Control_Trial(3-2),4 & 5,-1,0,0,$-0.15
21,6,0.682(s),Control_Trial(3-2),2 & 1,1,0,1,$-0.05
22,6,1.011(s),Control_Same_Color_Trial(3-2),4 & 4,0,0,0.5,$-0.3
23,6,0.643(s),Control_Trial(3-2),1 & 2,1,0,1,$-0.2
24,6,0.747(s),Control_Trial(3-2),3 & 4,1,0,1,$-0.1
25,6,0.883(s),Control_Trial(3-2),4 & 5,1,0,1,$-1.3877787807814E-16
26,6,0.701(s),Control_Trial(3-2),4 & 5,1,0,1,$0.1
27,6,0.676(s),Control_Trial(3-2),3 & 4,1,0,1,$0.2
28,6,0.673(s),Control_Trial(3-2),5 & 4,1,0,1,$0.3
29,6,0.64(s),Control_Same_Color_Trial(3-2),4 & 4,0,0,0.5,$0.05
