"participant","type","svo_angle","luck","merit","political_orientation","economic_ideology","social_ideology","pair","type_in_pair","coop","coop_rel","earn","earn_rel"
"R_3EGMTDWJVR4pUJz","LH",34.88,4,1,2,3,3,"HHLH","LH",25,100,NA,50
"R_3EGMTDWJVR4pUJz","LH",34.88,4,1,2,3,3,"HHLL","HH",75,100,NA,50.625
"R_3EGMTDWJVR4pUJz","LH",34.88,4,1,2,3,3,"HHLL","LL",25,100,NA,50
"R_3EGMTDWJVR4pUJz","LH",34.88,4,1,2,3,3,"HLHL","HL",75,100,NA,50.2564102564103
"R_3EGMTDWJVR4pUJz","LH",34.88,4,1,2,3,3,"HLLH","HL",75,100,NA,50.7142857142857
"R_3EGMTDWJVR4pUJz","LH",34.88,4,1,2,3,3,"HLLH","LH",25,100,NA,50
"R_3EGMTDWJVR4pUJz","LH",34.88,4,1,2,3,3,"HLLL","HL",75,100,NA,50.7692307692308
"R_3EGMTDWJVR4pUJz","LH",34.88,4,1,2,3,3,"HLLL","LL",25,100,NA,50
"R_3EGMTDWJVR4pUJz","LH",34.88,4,1,2,3,3,"LHLH","LH",25,100,NA,50.5882352941176
"R_3EGMTDWJVR4pUJz","LH",34.88,4,1,2,3,3,"LHLL","LH",25,100,NA,50.6666666666667
"R_3EGMTDWJVR4pUJz","LH",34.88,4,1,2,3,3,"LHLL","LL",25,100,NA,50.6666666666667
"R_3EGMTDWJVR4pUJz","LH",34.88,4,1,2,3,3,"LLLL","LL",25,100,NA,50.7692307692308
"R_yIrgYhY737YbOox","LH",32.16,4,3,5,4,4,"HHHH","HH",50,66.6666666666667,NA,51.3725490196078
"R_yIrgYhY737YbOox","LH",32.16,4,3,5,4,4,"HHHL","HH",50,66.6666666666667,NA,50.2222222222222
"R_yIrgYhY737YbOox","LH",32.16,4,3,5,4,4,"HHHL","HL",50,66.6666666666667,NA,50.2222222222222
"R_yIrgYhY737YbOox","LH",32.16,4,3,5,4,4,"HHLH","HH",50,66.6666666666667,NA,58.8235294117647
"R_yIrgYhY737YbOox","LH",32.16,4,3,5,4,4,"HHLH","LH",15,60,NA,41.7647058823529
"R_yIrgYhY737YbOox","LH",32.16,4,3,5,4,4,"HHLL","HH",50,66.6666666666667,NA,62.5
"R_yIrgYhY737YbOox","LH",32.16,4,3,5,4,4,"HHLL","LL",15,60,NA,38.125
"R_yIrgYhY737YbOox","LH",32.16,4,3,5,4,4,"HLHL","HL",50,66.6666666666667,NA,55.3846153846154
"R_yIrgYhY737YbOox","LH",32.16,4,3,5,4,4,"HLLH","HL",50,66.6666666666667,NA,71.4285714285714
"R_yIrgYhY737YbOox","LH",32.16,4,3,5,4,4,"HLLH","LH",15,60,NA,29.2857142857143
"R_yIrgYhY737YbOox","LH",32.16,4,3,5,4,4,"HLLL","HL",50,66.6666666666667,NA,76.9230769230769
"R_yIrgYhY737YbOox","LH",32.16,4,3,5,4,4,"HLLL","LL",15,60,NA,23.8461538461538
"R_yIrgYhY737YbOox","LH",32.16,4,3,5,4,4,"LHLH","LH",15,60,NA,50.5882352941176
"R_yIrgYhY737YbOox","LH",32.16,4,3,5,4,4,"LHLL","LH",15,60,NA,46.6666666666667
"R_yIrgYhY737YbOox","LH",32.16,4,3,5,4,4,"LHLL","LL",15,60,NA,54.6666666666667
"R_yIrgYhY737YbOox","LH",32.16,4,3,5,4,4,"LLLL","LL",15,60,NA,50.7692307692308
"R_3fuY7FKwTzDEMwn","LH",37.09,4,2,4,4,1,"HHHH","HH",75,100,NA,50.1960784313725
"R_3fuY7FKwTzDEMwn","LH",37.09,4,2,4,4,1,"HHHL","HH",75,100,NA,50.2222222222222
"R_3fuY7FKwTzDEMwn","LH",37.09,4,2,4,4,1,"HHHL","HL",75,100,NA,50.2222222222222
"R_3fuY7FKwTzDEMwn","LH",37.09,4,2,4,4,1,"HHLH","HH",25,33.3333333333333,NA,50.5882352941176
"R_3fuY7FKwTzDEMwn","LH",37.09,4,2,4,4,1,"HHLH","LH",25,100,NA,50
"R_3fuY7FKwTzDEMwn","LH",37.09,4,2,4,4,1,"HHLL","HH",25,33.3333333333333,NA,50.625
"R_3fuY7FKwTzDEMwn","LH",37.09,4,2,4,4,1,"HHLL","LL",10,40,NA,50
"R_3fuY7FKwTzDEMwn","LH",37.09,4,2,4,4,1,"HLHL","HL",75,100,NA,50.2564102564103
"R_3fuY7FKwTzDEMwn","LH",37.09,4,2,4,4,1,"HLLH","HL",25,33.3333333333333,NA,50.7142857142857
"R_3fuY7FKwTzDEMwn","LH",37.09,4,2,4,4,1,"HLLH","LH",10,40,NA,50
"R_3fuY7FKwTzDEMwn","LH",37.09,4,2,4,4,1,"HLLL","HL",25,33.3333333333333,NA,50.7692307692308
"R_3fuY7FKwTzDEMwn","LH",37.09,4,2,4,4,1,"HLLL","LL",25,100,NA,50
"R_3fuY7FKwTzDEMwn","LH",37.09,4,2,4,4,1,"LHLH","LH",25,100,NA,50.5882352941176
"R_3fuY7FKwTzDEMwn","LH",37.09,4,2,4,4,1,"LHLL","LH",25,100,NA,50.6666666666667
"R_3fuY7FKwTzDEMwn","LH",37.09,4,2,4,4,1,"LHLL","LL",25,100,NA,50.6666666666667
"R_3fuY7FKwTzDEMwn","LH",37.09,4,2,4,4,1,"LLLL","LL",25,100,NA,50.7692307692308
"R_bPzfvP6dZZ2xJPX","LH",37.48,4,1,2,1,1,"HHHH","HH",45,60,NA,50.1960784313725
"R_bPzfvP6dZZ2xJPX","LH",37.48,4,1,2,1,1,"HHHL","HH",45,60,NA,50.2222222222222
"R_bPzfvP6dZZ2xJPX","LH",37.48,4,1,2,1,1,"HHHL","HL",45,60,NA,50.2222222222222
"R_bPzfvP6dZZ2xJPX","LH",37.48,4,1,2,1,1,"HHLH","HH",45,60,NA,50.5882352941176
"R_bPzfvP6dZZ2xJPX","LH",37.48,4,1,2,1,1,"HHLH","LH",15,60,NA,50
"R_bPzfvP6dZZ2xJPX","LH",37.48,4,1,2,1,1,"HHLL","HH",45,60,NA,50.625
"R_bPzfvP6dZZ2xJPX","LH",37.48,4,1,2,1,1,"HHLL","LL",15,60,NA,50
"R_bPzfvP6dZZ2xJPX","LH",37.48,4,1,2,1,1,"HLHL","HL",45,60,NA,50.2564102564103
"R_bPzfvP6dZZ2xJPX","LH",37.48,4,1,2,1,1,"HLLH","HL",45,60,NA,50.7142857142857
"R_bPzfvP6dZZ2xJPX","LH",37.48,4,1,2,1,1,"HLLH","LH",15,60,NA,50
"R_bPzfvP6dZZ2xJPX","LH",37.48,4,1,2,1,1,"HLLL","HL",45,60,NA,50.7692307692308
"R_bPzfvP6dZZ2xJPX","LH",37.48,4,1,2,1,1,"HLLL","LL",15,60,NA,50
"R_bPzfvP6dZZ2xJPX","LH",37.48,4,1,2,1,1,"LHLH","LH",15,60,NA,50.5882352941176
"R_bPzfvP6dZZ2xJPX","LH",37.48,4,1,2,1,1,"LHLL","LH",15,60,NA,50.6666666666667
"R_bPzfvP6dZZ2xJPX","LH",37.48,4,1,2,1,1,"LHLL","LL",15,60,NA,50.6666666666667
"R_bPzfvP6dZZ2xJPX","LH",37.48,4,1,2,1,1,"LLLL","LL",15,60,NA,50.7692307692308
"R_2D7HtMSvJJmWG2x","LH",10.39,4,4,3,2,3,"HHHH","HH",50,66.6666666666667,NA,50.1960784313725
"R_2D7HtMSvJJmWG2x","LH",10.39,4,4,3,2,3,"HHHL","HH",50,66.6666666666667,NA,50.2222222222222
"R_2D7HtMSvJJmWG2x","LH",10.39,4,4,3,2,3,"HHHL","HL",50,66.6666666666667,NA,50.2222222222222
"R_2D7HtMSvJJmWG2x","LH",10.39,4,4,3,2,3,"HHLH","HH",50,66.6666666666667,NA,50.2941176470588
"R_2D7HtMSvJJmWG2x","LH",10.39,4,4,3,2,3,"HHLH","LH",15,60,NA,50.2941176470588
"R_2D7HtMSvJJmWG2x","LH",10.39,4,4,3,2,3,"HHLL","HH",50,66.6666666666667,NA,50.3125
"R_2D7HtMSvJJmWG2x","LH",10.39,4,4,3,2,3,"HHLL","LL",15,60,NA,50.3125
"R_2D7HtMSvJJmWG2x","LH",10.39,4,4,3,2,3,"HLHL","HL",50,66.6666666666667,NA,50.2564102564103
"R_2D7HtMSvJJmWG2x","LH",10.39,4,4,3,2,3,"HLLH","HL",50,66.6666666666667,NA,50.3571428571429
"R_2D7HtMSvJJmWG2x","LH",10.39,4,4,3,2,3,"HLLH","LH",15,60,NA,50.3571428571429
"R_2D7HtMSvJJmWG2x","LH",10.39,4,4,3,2,3,"HLLL","HL",50,66.6666666666667,NA,50.3846153846154
"R_2D7HtMSvJJmWG2x","LH",10.39,4,4,3,2,3,"HLLL","LL",15,60,NA,50.3846153846154
"R_2D7HtMSvJJmWG2x","LH",10.39,4,4,3,2,3,"LHLH","LH",15,60,NA,50.5882352941176
"R_2D7HtMSvJJmWG2x","LH",10.39,4,4,3,2,3,"LHLL","LH",15,60,NA,50.6666666666667
"R_2D7HtMSvJJmWG2x","LH",10.39,4,4,3,2,3,"LHLL","LL",15,60,NA,50.6666666666667
"R_2D7HtMSvJJmWG2x","LH",10.39,4,4,3,2,3,"LLLL","LL",15,60,NA,50.7692307692308
"R_31vnBgxau15MzzX","LH",37.48,4,1,3,3,1,"HHHH","HH",75,100,NA,50.1960784313725
"R_31vnBgxau15MzzX","LH",37.48,4,1,3,3,1,"HHHL","HH",75,100,NA,50.2222222222222
"R_31vnBgxau15MzzX","LH",37.48,4,1,3,3,1,"HHHL","HL",75,100,NA,50.2222222222222
"R_31vnBgxau15MzzX","LH",37.48,4,1,3,3,1,"HHLH","HH",75,100,NA,50.2941176470588
"R_31vnBgxau15MzzX","LH",37.48,4,1,3,3,1,"HHLH","LH",25,100,NA,50.2941176470588
"R_31vnBgxau15MzzX","LH",37.48,4,1,3,3,1,"HHLL","HH",75,100,NA,50.3125
"R_31vnBgxau15MzzX","LH",37.48,4,1,3,3,1,"HHLL","LL",25,100,NA,50.3125
"R_31vnBgxau15MzzX","LH",37.48,4,1,3,3,1,"HLHL","HL",75,100,NA,50.2564102564103
"R_31vnBgxau15MzzX","LH",37.48,4,1,3,3,1,"HLLH","HL",75,100,NA,50.3571428571429
"R_31vnBgxau15MzzX","LH",37.48,4,1,3,3,1,"HLLH","LH",25,100,NA,50.3571428571429
"R_31vnBgxau15MzzX","LH",37.48,4,1,3,3,1,"HLLL","HL",75,100,NA,50.3846153846154
"R_31vnBgxau15MzzX","LH",37.48,4,1,3,3,1,"HLLL","LL",25,100,NA,50.3846153846154
"R_31vnBgxau15MzzX","LH",37.48,4,1,3,3,1,"LHLH","LH",25,100,NA,50.5882352941176
"R_31vnBgxau15MzzX","LH",37.48,4,1,3,3,1,"LHLL","LH",25,100,NA,50.6666666666667
"R_31vnBgxau15MzzX","LH",37.48,4,1,3,3,1,"LHLL","LL",25,100,NA,50.6666666666667
"R_31vnBgxau15MzzX","LH",37.48,4,1,3,3,1,"LLLL","LL",25,100,NA,50.7692307692308
"R_3J4WJLHrj8n0MtZ","LH",34.88,4,2,4,4,4,"HHHH","HH",65,86.6666666666667,NA,29.8039215686275
"R_3J4WJLHrj8n0MtZ","LH",34.88,4,2,4,4,4,"HHHL","HH",15,20,NA,20.4444444444444
"R_3J4WJLHrj8n0MtZ","LH",34.88,4,2,4,4,4,"HHHL","HL",10,13.3333333333333,NA,80
"R_3J4WJLHrj8n0MtZ","LH",34.88,4,2,4,4,4,"HHLH","HH",50,66.6666666666667,NA,65.2941176470588
"R_3J4WJLHrj8n0MtZ","LH",34.88,4,2,4,4,4,"HHLH","LH",15,60,NA,35.2941176470588
"R_3J4WJLHrj8n0MtZ","LH",34.88,4,2,4,4,4,"HHLL","HH",50,66.6666666666667,NA,43.75
"R_3J4WJLHrj8n0MtZ","LH",34.88,4,2,4,4,4,"HHLL","LL",15,60,NA,56.875
"R_3J4WJLHrj8n0MtZ","LH",34.88,4,2,4,4,4,"HLHL","HL",65,86.6666666666667,NA,34.8717948717949
"R_3J4WJLHrj8n0MtZ","LH",34.88,4,2,4,4,4,"HLLH","HL",55,73.3333333333333,NA,42.8571428571429
"R_3J4WJLHrj8n0MtZ","LH",34.88,4,2,4,4,4,"HLLH","LH",20,80,NA,57.8571428571429
"R_3J4WJLHrj8n0MtZ","LH",34.88,4,2,4,4,4,"HLLL","HL",40,53.3333333333333,NA,38.4615384615385
"R_3J4WJLHrj8n0MtZ","LH",34.88,4,2,4,4,4,"HLLL","LL",20,80,NA,62.3076923076923
"R_3J4WJLHrj8n0MtZ","LH",34.88,4,2,4,4,4,"LHLH","LH",10,40,NA,70.5882352941177
"R_3J4WJLHrj8n0MtZ","LH",34.88,4,2,4,4,4,"LHLL","LH",15,60,NA,34.6666666666667
"R_3J4WJLHrj8n0MtZ","LH",34.88,4,2,4,4,4,"LHLL","LL",10,40,NA,66.6666666666667
"R_3J4WJLHrj8n0MtZ","LH",34.88,4,2,4,4,4,"LLLL","LL",15,60,NA,55.3846153846154
"R_3eblVXCZBnAdOqg","LH",37.48,5,2,2,4,2,"HHHH","HH",25,33.3333333333333,NA,50.1960784313725
"R_3eblVXCZBnAdOqg","LH",37.48,5,2,2,4,2,"HHHL","HH",25,33.3333333333333,NA,56.8888888888889
"R_3eblVXCZBnAdOqg","LH",37.48,5,2,2,4,2,"HHHL","HL",25,33.3333333333333,NA,43.5555555555556
"R_3eblVXCZBnAdOqg","LH",37.48,5,2,2,4,2,"HHLH","HH",25,33.3333333333333,NA,58.8235294117647
"R_3eblVXCZBnAdOqg","LH",37.48,5,2,2,4,2,"HHLH","LH",10,40,NA,41.7647058823529
"R_3eblVXCZBnAdOqg","LH",37.48,5,2,2,4,2,"HHLL","HH",25,33.3333333333333,NA,62.5
"R_3eblVXCZBnAdOqg","LH",37.48,5,2,2,4,2,"HHLL","LL",10,40,NA,38.125
"R_3eblVXCZBnAdOqg","LH",37.48,5,2,2,4,2,"HLHL","HL",25,33.3333333333333,NA,50.2564102564103
"R_3eblVXCZBnAdOqg","LH",37.48,5,2,2,4,2,"HLLH","HL",25,33.3333333333333,NA,71.4285714285714
"R_3eblVXCZBnAdOqg","LH",37.48,5,2,2,4,2,"HLLH","LH",10,40,NA,29.2857142857143
"R_3eblVXCZBnAdOqg","LH",37.48,5,2,2,4,2,"HLLL","HL",25,33.3333333333333,NA,76.9230769230769
"R_3eblVXCZBnAdOqg","LH",37.48,5,2,2,4,2,"HLLL","LL",10,40,NA,23.8461538461538
"R_3eblVXCZBnAdOqg","LH",37.48,5,2,2,4,2,"LHLH","LH",10,40,NA,50.5882352941176
"R_3eblVXCZBnAdOqg","LH",37.48,5,2,2,4,2,"LHLL","LH",10,40,NA,57.3333333333333
"R_3eblVXCZBnAdOqg","LH",37.48,5,2,2,4,2,"LHLL","LL",10,40,NA,44
"R_3eblVXCZBnAdOqg","LH",37.48,5,2,2,4,2,"LLLL","LL",10,40,NA,50.7692307692308
"R_bwmXHrRKs4a33a1","LH",7.82,4,4,4,4,3,"HHHH","HH",0,0,NA,50.1960784313725
"R_bwmXHrRKs4a33a1","LH",7.82,4,4,4,4,3,"HHHL","HH",0,0,NA,50.2222222222222
"R_bwmXHrRKs4a33a1","LH",7.82,4,4,4,4,3,"HHHL","HL",0,0,NA,50.2222222222222
"R_bwmXHrRKs4a33a1","LH",7.82,4,4,4,4,3,"HHLH","HH",0,0,NA,50.2941176470588
"R_bwmXHrRKs4a33a1","LH",7.82,4,4,4,4,3,"HHLH","LH",0,0,NA,50.2941176470588
"R_bwmXHrRKs4a33a1","LH",7.82,4,4,4,4,3,"HHLL","HH",0,0,NA,50.3125
"R_bwmXHrRKs4a33a1","LH",7.82,4,4,4,4,3,"HHLL","LL",0,0,NA,50.3125
"R_bwmXHrRKs4a33a1","LH",7.82,4,4,4,4,3,"HLHL","HL",0,0,NA,50.2564102564103
"R_bwmXHrRKs4a33a1","LH",7.82,4,4,4,4,3,"HLLH","HL",0,0,NA,50.3571428571429
"R_bwmXHrRKs4a33a1","LH",7.82,4,4,4,4,3,"HLLH","LH",0,0,NA,50.3571428571429
"R_bwmXHrRKs4a33a1","LH",7.82,4,4,4,4,3,"HLLL","HL",0,0,NA,50.3846153846154
"R_bwmXHrRKs4a33a1","LH",7.82,4,4,4,4,3,"HLLL","LL",0,0,NA,50.3846153846154
"R_bwmXHrRKs4a33a1","LH",7.82,4,4,4,4,3,"LHLH","LH",0,0,NA,50.5882352941176
"R_bwmXHrRKs4a33a1","LH",7.82,4,4,4,4,3,"LHLL","LH",0,0,NA,50.6666666666667
"R_bwmXHrRKs4a33a1","LH",7.82,4,4,4,4,3,"LHLL","LL",0,0,NA,50.6666666666667
"R_bwmXHrRKs4a33a1","LH",7.82,4,4,4,4,3,"LLLL","LL",0,0,NA,50.7692307692308
"R_xg5ANU35YWpeK5P","LH",37.09,4,2,3,3,3,"HHHH","HH",75,100,NA,50.1960784313725
"R_xg5ANU35YWpeK5P","LH",37.09,4,2,3,3,3,"HHHL","HH",50,66.6666666666667,NA,54.6666666666667
"R_xg5ANU35YWpeK5P","LH",37.09,4,2,3,3,3,"HHHL","HL",75,100,NA,45.7777777777778
"R_xg5ANU35YWpeK5P","LH",37.09,4,2,3,3,3,"HHLH","HH",75,100,NA,62.3529411764706
"R_xg5ANU35YWpeK5P","LH",37.09,4,2,3,3,3,"HHLH","LH",25,100,NA,38.2352941176471
"R_xg5ANU35YWpeK5P","LH",37.09,4,2,3,3,3,"HHLL","HH",50,66.6666666666667,NA,69.375
"R_xg5ANU35YWpeK5P","LH",37.09,4,2,3,3,3,"HHLL","LL",25,100,NA,31.25
"R_xg5ANU35YWpeK5P","LH",37.09,4,2,3,3,3,"HLHL","HL",50,66.6666666666667,NA,50.2564102564103
"R_xg5ANU35YWpeK5P","LH",37.09,4,2,3,3,3,"HLLH","HL",50,66.6666666666667,NA,65
"R_xg5ANU35YWpeK5P","LH",37.09,4,2,3,3,3,"HLLH","LH",25,100,NA,35.7142857142857
"R_xg5ANU35YWpeK5P","LH",37.09,4,2,3,3,3,"HLLL","HL",30,40,NA,70
"R_xg5ANU35YWpeK5P","LH",37.09,4,2,3,3,3,"HLLL","LL",25,100,NA,30.7692307692308
"R_xg5ANU35YWpeK5P","LH",37.09,4,2,3,3,3,"LHLH","LH",25,100,NA,70.5882352941177
"R_xg5ANU35YWpeK5P","LH",37.09,4,2,3,3,3,"LHLL","LH",20,80,NA,49.3333333333333
"R_xg5ANU35YWpeK5P","LH",37.09,4,2,3,3,3,"LHLL","LL",25,100,NA,52
"R_xg5ANU35YWpeK5P","LH",37.09,4,2,3,3,3,"LLLL","LL",25,100,NA,50.7692307692308
"R_8k9pL6TXTV9QKE9","LH",7.82,5,2,2,4,2,"HHHH","HH",75,100,NA,50.1960784313725
"R_8k9pL6TXTV9QKE9","LH",7.82,5,2,2,4,2,"HHHL","HH",75,100,NA,56.8888888888889
"R_8k9pL6TXTV9QKE9","LH",7.82,5,2,2,4,2,"HHHL","HL",75,100,NA,43.5555555555556
"R_8k9pL6TXTV9QKE9","LH",7.82,5,2,2,4,2,"HHLH","HH",25,33.3333333333333,NA,75.2941176470588
"R_8k9pL6TXTV9QKE9","LH",7.82,5,2,2,4,2,"HHLH","LH",25,100,NA,25.2941176470588
"R_8k9pL6TXTV9QKE9","LH",7.82,5,2,2,4,2,"HHLL","HH",25,33.3333333333333,NA,80
"R_8k9pL6TXTV9QKE9","LH",7.82,5,2,2,4,2,"HHLL","LL",25,100,NA,20.625
"R_8k9pL6TXTV9QKE9","LH",7.82,5,2,2,4,2,"HLHL","HL",75,100,NA,50.2564102564103
"R_8k9pL6TXTV9QKE9","LH",7.82,5,2,2,4,2,"HLLH","HL",25,33.3333333333333,NA,70
"R_8k9pL6TXTV9QKE9","LH",7.82,5,2,2,4,2,"HLLH","LH",25,100,NA,30.7142857142857
"R_8k9pL6TXTV9QKE9","LH",7.82,5,2,2,4,2,"HLLL","HL",25,33.3333333333333,NA,75.3846153846154
"R_8k9pL6TXTV9QKE9","LH",7.82,5,2,2,4,2,"HLLL","LL",25,100,NA,25.3846153846154
"R_8k9pL6TXTV9QKE9","LH",7.82,5,2,2,4,2,"LHLH","LH",25,100,NA,50.5882352941176
"R_8k9pL6TXTV9QKE9","LH",7.82,5,2,2,4,2,"LHLL","LH",25,100,NA,57.3333333333333
"R_8k9pL6TXTV9QKE9","LH",7.82,5,2,2,4,2,"LHLL","LL",25,100,NA,44
"R_8k9pL6TXTV9QKE9","LH",7.82,5,2,2,4,2,"LLLL","LL",25,100,NA,50.7692307692308
"R_rirOTycwuXVR7CF","LH",45,1,1,4,4,3,"HHHH","HH",35,46.6666666666667,NA,50.1960784313725
"R_rirOTycwuXVR7CF","LH",45,1,1,4,4,3,"HHHL","HH",35,46.6666666666667,NA,50.2222222222222
"R_rirOTycwuXVR7CF","LH",45,1,1,4,4,3,"HHHL","HL",30,40,NA,50.2222222222222
"R_rirOTycwuXVR7CF","LH",45,1,1,4,4,3,"HHLH","HH",35,46.6666666666667,NA,50
"R_rirOTycwuXVR7CF","LH",45,1,1,4,4,3,"HHLH","LH",12,48,NA,50.5882352941176
"R_rirOTycwuXVR7CF","LH",45,1,1,4,4,3,"HHLL","HH",35,46.6666666666667,NA,50
"R_rirOTycwuXVR7CF","LH",45,1,1,4,4,3,"HHLL","LL",10,40,NA,50.625
"R_rirOTycwuXVR7CF","LH",45,1,1,4,4,3,"HLHL","HL",30,40,NA,50.2564102564103
"R_rirOTycwuXVR7CF","LH",45,1,1,4,4,3,"HLLH","HL",35,46.6666666666667,NA,50
"R_rirOTycwuXVR7CF","LH",45,1,1,4,4,3,"HLLH","LH",13,52,NA,50.7142857142857
"R_rirOTycwuXVR7CF","LH",45,1,1,4,4,3,"HLLL","HL",35,46.6666666666667,NA,50
"R_rirOTycwuXVR7CF","LH",45,1,1,4,4,3,"HLLL","LL",10,40,NA,50.7692307692308
"R_rirOTycwuXVR7CF","LH",45,1,1,4,4,3,"LHLH","LH",12,48,NA,50.5882352941176
"R_rirOTycwuXVR7CF","LH",45,1,1,4,4,3,"LHLL","LH",12,48,NA,50.6666666666667
"R_rirOTycwuXVR7CF","LH",45,1,1,4,4,3,"LHLL","LL",10,40,NA,50.6666666666667
"R_rirOTycwuXVR7CF","LH",45,1,1,4,4,3,"LLLL","LL",10,40,NA,50.7692307692308
"R_WpSrDWkmf7ECbK1","LH",31.5,4,1,1,7,1,"HHHH","HH",10,13.3333333333333,NA,50.1960784313725
"R_WpSrDWkmf7ECbK1","LH",31.5,4,1,1,7,1,"HHHL","HH",10,13.3333333333333,NA,50.2222222222222
"R_WpSrDWkmf7ECbK1","LH",31.5,4,1,1,7,1,"HHHL","HL",3,4,NA,50.2222222222222
"R_WpSrDWkmf7ECbK1","LH",31.5,4,1,1,7,1,"HHLH","HH",10,13.3333333333333,NA,50.5882352941176
"R_WpSrDWkmf7ECbK1","LH",31.5,4,1,1,7,1,"HHLH","LH",1,4,NA,50
"R_WpSrDWkmf7ECbK1","LH",31.5,4,1,1,7,1,"HHLL","HH",10,13.3333333333333,NA,50.625
"R_WpSrDWkmf7ECbK1","LH",31.5,4,1,1,7,1,"HHLL","LL",1,4,NA,50
"R_WpSrDWkmf7ECbK1","LH",31.5,4,1,1,7,1,"HLHL","HL",5,6.66666666666667,NA,48.7179487179487
"R_WpSrDWkmf7ECbK1","LH",31.5,4,1,1,7,1,"HLLH","HL",5,6.66666666666667,NA,50
"R_WpSrDWkmf7ECbK1","LH",31.5,4,1,1,7,1,"HLLH","LH",2,8,NA,50.7142857142857
"R_WpSrDWkmf7ECbK1","LH",31.5,4,1,1,7,1,"HLLL","HL",5,6.66666666666667,NA,50.7692307692308
"R_WpSrDWkmf7ECbK1","LH",31.5,4,1,1,7,1,"HLLL","LL",2,8,NA,50
"R_WpSrDWkmf7ECbK1","LH",31.5,4,1,1,7,1,"LHLH","LH",2,8,NA,50.5882352941176
"R_WpSrDWkmf7ECbK1","LH",31.5,4,1,1,7,1,"LHLL","LH",2,8,NA,50.6666666666667
"R_WpSrDWkmf7ECbK1","LH",31.5,4,1,1,7,1,"LHLL","LL",1,4,NA,50.6666666666667
"R_WpSrDWkmf7ECbK1","LH",31.5,4,1,1,7,1,"LLLL","LL",1,4,NA,50.7692307692308
"R_a32tIlIKSCvwGxH","LH",11.68,5,3,3,3,4,"HHHH","HH",70,93.3333333333333,NA,50.1960784313725
"R_a32tIlIKSCvwGxH","LH",11.68,5,3,3,3,4,"HHHL","HH",70,93.3333333333333,NA,51.5555555555556
"R_a32tIlIKSCvwGxH","LH",11.68,5,3,3,3,4,"HHHL","HL",70,93.3333333333333,NA,48.8888888888889
"R_a32tIlIKSCvwGxH","LH",11.68,5,3,3,3,4,"HHLH","HH",70,93.3333333333333,NA,58.8235294117647
"R_a32tIlIKSCvwGxH","LH",11.68,5,3,3,3,4,"HHLH","LH",20,80,NA,41.7647058823529
"R_a32tIlIKSCvwGxH","LH",11.68,5,3,3,3,4,"HHLL","HH",70,93.3333333333333,NA,62.5
"R_a32tIlIKSCvwGxH","LH",11.68,5,3,3,3,4,"HHLL","LL",20,80,NA,38.125
"R_a32tIlIKSCvwGxH","LH",11.68,5,3,3,3,4,"HLHL","HL",70,93.3333333333333,NA,50.2564102564103
"R_a32tIlIKSCvwGxH","LH",11.68,5,3,3,3,4,"HLLH","HL",70,93.3333333333333,NA,64.2857142857143
"R_a32tIlIKSCvwGxH","LH",11.68,5,3,3,3,4,"HLLH","LH",20,80,NA,36.4285714285714
"R_a32tIlIKSCvwGxH","LH",11.68,5,3,3,3,4,"HLLL","HL",70,93.3333333333333,NA,69.2307692307692
"R_a32tIlIKSCvwGxH","LH",11.68,5,3,3,3,4,"HLLL","LL",20,80,NA,31.5384615384615
"R_a32tIlIKSCvwGxH","LH",11.68,5,3,3,3,4,"LHLH","LH",20,80,NA,50.5882352941176
"R_a32tIlIKSCvwGxH","LH",11.68,5,3,3,3,4,"LHLL","LH",20,80,NA,48
"R_a32tIlIKSCvwGxH","LH",11.68,5,3,3,3,4,"LHLL","LL",20,80,NA,53.3333333333333
"R_a32tIlIKSCvwGxH","LH",11.68,5,3,3,3,4,"LLLL","LL",20,80,NA,50.7692307692308
"R_oZFzAorYcPhMfkZ","LH",7.82,4,2,4,4,4,"HHHH","HH",45,60,NA,50.1960784313725
"R_oZFzAorYcPhMfkZ","LH",7.82,4,2,4,4,4,"HHHL","HH",45,60,NA,50.2222222222222
"R_oZFzAorYcPhMfkZ","LH",7.82,4,2,4,4,4,"HHHL","HL",45,60,NA,50.2222222222222
"R_oZFzAorYcPhMfkZ","LH",7.82,4,2,4,4,4,"HHLH","HH",35,46.6666666666667,NA,58.8235294117647
"R_oZFzAorYcPhMfkZ","LH",7.82,4,2,4,4,4,"HHLH","LH",10,40,NA,41.7647058823529
"R_oZFzAorYcPhMfkZ","LH",7.82,4,2,4,4,4,"HHLL","HH",45,60,NA,62.5
"R_oZFzAorYcPhMfkZ","LH",7.82,4,2,4,4,4,"HHLL","LL",15,60,NA,38.125
"R_oZFzAorYcPhMfkZ","LH",7.82,4,2,4,4,4,"HLHL","HL",45,60,NA,50.2564102564103
"R_oZFzAorYcPhMfkZ","LH",7.82,4,2,4,4,4,"HLLH","HL",25,33.3333333333333,NA,50.7142857142857
"R_oZFzAorYcPhMfkZ","LH",7.82,4,2,4,4,4,"HLLH","LH",10,40,NA,50
"R_oZFzAorYcPhMfkZ","LH",7.82,4,2,4,4,4,"HLLL","HL",25,33.3333333333333,NA,50.7692307692308
"R_oZFzAorYcPhMfkZ","LH",7.82,4,2,4,4,4,"HLLL","LL",10,40,NA,50
"R_oZFzAorYcPhMfkZ","LH",7.82,4,2,4,4,4,"LHLH","LH",10,40,NA,50.5882352941176
