"participant","type","svo_angle","luck","merit","political_orientation","economic_ideology","social_ideology","pair","type_in_pair","coop","coop_rel","earn","earn_rel"
"R_2wBIVolFCaPHKGm","HH",34.88,5,1,2,1,2,"HLLL","HL",50,66.6666666666667,NA,50
"R_2wBIVolFCaPHKGm","HH",34.88,5,1,2,1,2,"HLLL","LL",0,0,NA,50.7692307692308
"R_2wBIVolFCaPHKGm","HH",34.88,5,1,2,1,2,"LHLH","LH",0,0,NA,50.5882352941176
"R_2wBIVolFCaPHKGm","HH",34.88,5,1,2,1,2,"LHLL","LH",0,0,NA,50.6666666666667
"R_2wBIVolFCaPHKGm","HH",34.88,5,1,2,1,2,"LHLL","LL",0,0,NA,50.6666666666667
"R_2wBIVolFCaPHKGm","HH",34.88,5,1,2,1,2,"LLLL","LL",0,0,NA,50.7692307692308
"R_1Hqyr9qwmjup4za","HH",32.56,5,1,3,4,3,"HHHH","HH",20,26.6666666666667,NA,50.1960784313725
"R_1Hqyr9qwmjup4za","HH",32.56,5,1,3,4,3,"HHHL","HH",20,26.6666666666667,NA,50.2222222222222
"R_1Hqyr9qwmjup4za","HH",32.56,5,1,3,4,3,"HHHL","HL",15,20,NA,50.2222222222222
"R_1Hqyr9qwmjup4za","HH",32.56,5,1,3,4,3,"HHLH","HH",20,26.6666666666667,NA,50.2941176470588
"R_1Hqyr9qwmjup4za","HH",32.56,5,1,3,4,3,"HHLH","LH",5,20,NA,50.2941176470588
"R_1Hqyr9qwmjup4za","HH",32.56,5,1,3,4,3,"HHLL","HH",20,26.6666666666667,NA,50.3125
"R_1Hqyr9qwmjup4za","HH",32.56,5,1,3,4,3,"HHLL","LL",5,20,NA,50.3125
"R_1Hqyr9qwmjup4za","HH",32.56,5,1,3,4,3,"HLHL","HL",20,26.6666666666667,NA,50.2564102564103
"R_1Hqyr9qwmjup4za","HH",32.56,5,1,3,4,3,"HLLH","HL",20,26.6666666666667,NA,50.3571428571429
"R_1Hqyr9qwmjup4za","HH",32.56,5,1,3,4,3,"HLLH","LH",5,20,NA,50.3571428571429
"R_1Hqyr9qwmjup4za","HH",32.56,5,1,3,4,3,"HLLL","HL",20,26.6666666666667,NA,50.3846153846154
"R_1Hqyr9qwmjup4za","HH",32.56,5,1,3,4,3,"HLLL","LL",5,20,NA,50.3846153846154
"R_1Hqyr9qwmjup4za","HH",32.56,5,1,3,4,3,"LHLH","LH",5,20,NA,50.5882352941176
"R_1Hqyr9qwmjup4za","HH",32.56,5,1,3,4,3,"LHLL","LH",5,20,NA,50.6666666666667
"R_1Hqyr9qwmjup4za","HH",32.56,5,1,3,4,3,"LHLL","LL",5,20,NA,50.6666666666667
"R_1Hqyr9qwmjup4za","HH",32.56,5,1,3,4,3,"LLLL","LL",5,20,NA,50.7692307692308
"R_3j7BN44ouP2bj57","HH",31.86,2,4,5,4,6,"HHHH","HH",75,100,NA,50.1960784313725
"R_3j7BN44ouP2bj57","HH",31.86,2,4,5,4,6,"HHHL","HH",75,100,NA,53.3333333333333
"R_3j7BN44ouP2bj57","HH",31.86,2,4,5,4,6,"HHHL","HL",75,100,NA,47.1111111111111
"R_3j7BN44ouP2bj57","HH",31.86,2,4,5,4,6,"HHLH","HH",25,33.3333333333333,NA,61.7647058823529
"R_3j7BN44ouP2bj57","HH",31.86,2,4,5,4,6,"HHLH","LH",25,100,NA,38.8235294117647
"R_3j7BN44ouP2bj57","HH",31.86,2,4,5,4,6,"HHLL","HH",25,33.3333333333333,NA,65.625
"R_3j7BN44ouP2bj57","HH",31.86,2,4,5,4,6,"HHLL","LL",25,100,NA,35
"R_3j7BN44ouP2bj57","HH",31.86,2,4,5,4,6,"HLHL","HL",75,100,NA,50.2564102564103
"R_3j7BN44ouP2bj57","HH",31.86,2,4,5,4,6,"HLLH","HL",25,33.3333333333333,NA,60.7142857142857
"R_3j7BN44ouP2bj57","HH",31.86,2,4,5,4,6,"HLLH","LH",25,100,NA,40
"R_3j7BN44ouP2bj57","HH",31.86,2,4,5,4,6,"HLLL","HL",25,33.3333333333333,NA,69.2307692307692
"R_3j7BN44ouP2bj57","HH",31.86,2,4,5,4,6,"HLLL","LL",25,100,NA,31.5384615384615
"R_3j7BN44ouP2bj57","HH",31.86,2,4,5,4,6,"LHLH","LH",25,100,NA,50.5882352941176
"R_3j7BN44ouP2bj57","HH",31.86,2,4,5,4,6,"LHLL","LH",25,100,NA,53.3333333333333
"R_3j7BN44ouP2bj57","HH",31.86,2,4,5,4,6,"LHLL","LL",25,100,NA,48
"R_3j7BN44ouP2bj57","HH",31.86,2,4,5,4,6,"LLLL","LL",25,100,NA,50.7692307692308
"R_12r5aqaB2sfluSl","HH",7.82,4,4,2,4,1,"HHHH","HH",75,100,NA,50.1960784313725
"R_12r5aqaB2sfluSl","HH",7.82,4,4,2,4,1,"HHHL","HH",75,100,NA,50.2222222222222
"R_12r5aqaB2sfluSl","HH",7.82,4,4,2,4,1,"HHHL","HL",75,100,NA,50.2222222222222
"R_12r5aqaB2sfluSl","HH",7.82,4,4,2,4,1,"HHLH","HH",75,100,NA,50
"R_12r5aqaB2sfluSl","HH",7.82,4,4,2,4,1,"HHLH","LH",25,100,NA,50.5882352941176
"R_12r5aqaB2sfluSl","HH",7.82,4,4,2,4,1,"HHLL","HH",75,100,NA,50.625
"R_12r5aqaB2sfluSl","HH",7.82,4,4,2,4,1,"HHLL","LL",10,40,NA,50
"R_12r5aqaB2sfluSl","HH",7.82,4,4,2,4,1,"HLHL","HL",75,100,NA,50.2564102564103
"R_12r5aqaB2sfluSl","HH",7.82,4,4,2,4,1,"HLLH","HL",75,100,NA,43.5714285714286
"R_12r5aqaB2sfluSl","HH",7.82,4,4,2,4,1,"HLLH","LH",25,100,NA,57.1428571428571
"R_12r5aqaB2sfluSl","HH",7.82,4,4,2,4,1,"HLLL","HL",75,100,NA,50
"R_12r5aqaB2sfluSl","HH",7.82,4,4,2,4,1,"HLLL","LL",10,40,NA,50.7692307692308
"R_12r5aqaB2sfluSl","HH",7.82,4,4,2,4,1,"LHLH","LH",25,100,NA,50.5882352941176
"R_12r5aqaB2sfluSl","HH",7.82,4,4,2,4,1,"LHLL","LH",25,100,NA,57.3333333333333
"R_12r5aqaB2sfluSl","HH",7.82,4,4,2,4,1,"LHLL","LL",10,40,NA,44
"R_12r5aqaB2sfluSl","HH",7.82,4,4,2,4,1,"LLLL","LL",25,100,NA,50.7692307692308
"R_1g6B0hrofulBQqB","HH",-3.74,5,1,4,4,4,"HHHH","HH",70,93.3333333333333,NA,98.0392156862745
"R_1g6B0hrofulBQqB","HH",-3.74,5,1,4,4,4,"HHHL","HH",73,97.3333333333333,NA,88.8888888888889
"R_1g6B0hrofulBQqB","HH",-3.74,5,1,4,4,4,"HHHL","HL",73,97.3333333333333,NA,11.5555555555556
"R_1g6B0hrofulBQqB","HH",-3.74,5,1,4,4,4,"HHLH","HH",15,20,NA,100
"R_1g6B0hrofulBQqB","HH",-3.74,5,1,4,4,4,"HHLH","LH",15,60,NA,0.588235294117647
"R_1g6B0hrofulBQqB","HH",-3.74,5,1,4,4,4,"HHLL","HH",14,18.6666666666667,NA,50
"R_1g6B0hrofulBQqB","HH",-3.74,5,1,4,4,4,"HHLL","LL",14,56,NA,50.625
"R_1g6B0hrofulBQqB","HH",-3.74,5,1,4,4,4,"HLHL","HL",20,26.6666666666667,NA,97.4358974358974
"R_1g6B0hrofulBQqB","HH",-3.74,5,1,4,4,4,"HLLH","HL",15,20,NA,50
"R_1g6B0hrofulBQqB","HH",-3.74,5,1,4,4,4,"HLLH","LH",15,60,NA,50.7142857142857
"R_1g6B0hrofulBQqB","HH",-3.74,5,1,4,4,4,"HLLL","HL",13,17.3333333333333,NA,76.9230769230769
"R_1g6B0hrofulBQqB","HH",-3.74,5,1,4,4,4,"HLLL","LL",13,52,NA,23.8461538461538
"R_1g6B0hrofulBQqB","HH",-3.74,5,1,4,4,4,"LHLH","LH",25,100,NA,94.1176470588235
"R_1g6B0hrofulBQqB","HH",-3.74,5,1,4,4,4,"LHLL","LH",15,60,NA,97.3333333333333
"R_1g6B0hrofulBQqB","HH",-3.74,5,1,4,4,4,"LHLL","LL",15,60,NA,4
"R_1g6B0hrofulBQqB","HH",-3.74,5,1,4,4,4,"LLLL","LL",14,56,NA,9.23076923076923
"R_2WwApCPqRqmF8TF","HH",18.43,3,1,4,4,4,"HHHH","HH",30,40,NA,2.35294117647059
"R_2WwApCPqRqmF8TF","HH",18.43,3,1,4,4,4,"HHHL","HH",30,40,NA,97.7777777777778
"R_2WwApCPqRqmF8TF","HH",18.43,3,1,4,4,4,"HHHL","HL",30,40,NA,2.66666666666667
"R_2WwApCPqRqmF8TF","HH",18.43,3,1,4,4,4,"HHLH","HH",20,26.6666666666667,NA,30
"R_2WwApCPqRqmF8TF","HH",18.43,3,1,4,4,4,"HHLH","LH",15,60,NA,70.5882352941177
"R_2WwApCPqRqmF8TF","HH",18.43,3,1,4,4,4,"HHLL","HH",20,26.6666666666667,NA,93.75
"R_2WwApCPqRqmF8TF","HH",18.43,3,1,4,4,4,"HHLL","LL",15,60,NA,6.875
"R_2WwApCPqRqmF8TF","HH",18.43,3,1,4,4,4,"HLHL","HL",20,26.6666666666667,NA,8.2051282051282
"R_2WwApCPqRqmF8TF","HH",18.43,3,1,4,4,4,"HLLH","HL",20,26.6666666666667,NA,7.85714285714286
"R_2WwApCPqRqmF8TF","HH",18.43,3,1,4,4,4,"HLLH","LH",15,60,NA,92.8571428571429
"R_2WwApCPqRqmF8TF","HH",18.43,3,1,4,4,4,"HLLL","HL",20,26.6666666666667,NA,8.46153846153846
"R_2WwApCPqRqmF8TF","HH",18.43,3,1,4,4,4,"HLLL","LL",15,60,NA,92.3076923076923
"R_2WwApCPqRqmF8TF","HH",18.43,3,1,4,4,4,"LHLH","LH",15,60,NA,52.9411764705882
"R_2WwApCPqRqmF8TF","HH",18.43,3,1,4,4,4,"LHLL","LH",15,60,NA,49.3333333333333
"R_2WwApCPqRqmF8TF","HH",18.43,3,1,4,4,4,"LHLL","LL",15,60,NA,52
"R_2WwApCPqRqmF8TF","HH",18.43,3,1,4,4,4,"LLLL","LL",15,60,NA,86.1538461538462
"R_daNfBOzU1X6Ezcd","HH",28.19,3,2,5,4,6,"HHHH","HH",30,40,NA,50.1960784313725
"R_daNfBOzU1X6Ezcd","HH",28.19,3,2,5,4,6,"HHHL","HH",40,53.3333333333333,NA,50.2222222222222
"R_daNfBOzU1X6Ezcd","HH",28.19,3,2,5,4,6,"HHHL","HL",20,26.6666666666667,NA,50.2222222222222
"R_daNfBOzU1X6Ezcd","HH",28.19,3,2,5,4,6,"HHLH","HH",35,46.6666666666667,NA,51.1764705882353
"R_daNfBOzU1X6Ezcd","HH",28.19,3,2,5,4,6,"HHLH","LH",25,100,NA,49.4117647058824
"R_daNfBOzU1X6Ezcd","HH",28.19,3,2,5,4,6,"HHLL","HH",40,53.3333333333333,NA,51.25
"R_daNfBOzU1X6Ezcd","HH",28.19,3,2,5,4,6,"HHLL","LL",15,60,NA,49.375
"R_daNfBOzU1X6Ezcd","HH",28.19,3,2,5,4,6,"HLHL","HL",30,40,NA,50.2564102564103
"R_daNfBOzU1X6Ezcd","HH",28.19,3,2,5,4,6,"HLLH","HL",25,33.3333333333333,NA,50
"R_daNfBOzU1X6Ezcd","HH",28.19,3,2,5,4,6,"HLLH","LH",10,40,NA,50.7142857142857
"R_daNfBOzU1X6Ezcd","HH",28.19,3,2,5,4,6,"HLLL","HL",25,33.3333333333333,NA,51.5384615384615
"R_daNfBOzU1X6Ezcd","HH",28.19,3,2,5,4,6,"HLLL","LL",10,40,NA,49.2307692307692
"R_daNfBOzU1X6Ezcd","HH",28.19,3,2,5,4,6,"LHLH","LH",25,100,NA,50.5882352941176
"R_daNfBOzU1X6Ezcd","HH",28.19,3,2,5,4,6,"LHLL","LH",20,80,NA,50.6666666666667
"R_daNfBOzU1X6Ezcd","HH",28.19,3,2,5,4,6,"LHLL","LL",15,60,NA,50.6666666666667
"R_daNfBOzU1X6Ezcd","HH",28.19,3,2,5,4,6,"LLLL","LL",10,40,NA,50.7692307692308
"R_2w1aP4TsAL8PSms","HH",8.62,4,3,4,4,4,"HHHH","HH",20,26.6666666666667,NA,44.3137254901961
"R_2w1aP4TsAL8PSms","HH",8.62,4,3,4,4,4,"HHHL","HH",30,40,NA,50.2222222222222
"R_2w1aP4TsAL8PSms","HH",8.62,4,3,4,4,4,"HHHL","HL",30,40,NA,50.2222222222222
"R_2w1aP4TsAL8PSms","HH",8.62,4,3,4,4,4,"HHLH","HH",40,53.3333333333333,NA,52.9411764705882
"R_2w1aP4TsAL8PSms","HH",8.62,4,3,4,4,4,"HHLH","LH",10,40,NA,47.6470588235294
"R_2w1aP4TsAL8PSms","HH",8.62,4,3,4,4,4,"HHLL","HH",20,26.6666666666667,NA,62.5
"R_2w1aP4TsAL8PSms","HH",8.62,4,3,4,4,4,"HHLL","LL",10,40,NA,38.125
"R_2w1aP4TsAL8PSms","HH",8.62,4,3,4,4,4,"HLHL","HL",20,26.6666666666667,NA,50.2564102564103
"R_2w1aP4TsAL8PSms","HH",8.62,4,3,4,4,4,"HLLH","HL",20,26.6666666666667,NA,86.4285714285714
"R_2w1aP4TsAL8PSms","HH",8.62,4,3,4,4,4,"HLLH","LH",10,40,NA,14.2857142857143
"R_2w1aP4TsAL8PSms","HH",8.62,4,3,4,4,4,"HLLL","HL",10,13.3333333333333,NA,61.5384615384615
"R_2w1aP4TsAL8PSms","HH",8.62,4,3,4,4,4,"HLLL","LL",20,80,NA,39.2307692307692
"R_2w1aP4TsAL8PSms","HH",8.62,4,3,4,4,4,"LHLH","LH",10,40,NA,50.5882352941176
"R_2w1aP4TsAL8PSms","HH",8.62,4,3,4,4,4,"LHLL","LH",20,80,NA,44
"R_2w1aP4TsAL8PSms","HH",8.62,4,3,4,4,4,"LHLL","LL",10,40,NA,57.3333333333333
"R_2w1aP4TsAL8PSms","HH",8.62,4,3,4,4,4,"LLLL","LL",10,40,NA,66.1538461538461
"R_8fiKCmrYFv9Y6KR","HH",45,4,2,3,2,2,"HHHH","HH",75,100,NA,50.1960784313725
"R_8fiKCmrYFv9Y6KR","HH",45,4,2,3,2,2,"HHHL","HH",75,100,NA,50.2222222222222
"R_8fiKCmrYFv9Y6KR","HH",45,4,2,3,2,2,"HHHL","HL",75,100,NA,50.2222222222222
"R_8fiKCmrYFv9Y6KR","HH",45,4,2,3,2,2,"HHLH","HH",75,100,NA,50
"R_8fiKCmrYFv9Y6KR","HH",45,4,2,3,2,2,"HHLH","LH",25,100,NA,50.5882352941176
"R_8fiKCmrYFv9Y6KR","HH",45,4,2,3,2,2,"HHLL","HH",75,100,NA,50
"R_8fiKCmrYFv9Y6KR","HH",45,4,2,3,2,2,"HHLL","LL",25,100,NA,50.625
"R_8fiKCmrYFv9Y6KR","HH",45,4,2,3,2,2,"HLHL","HL",0,0,NA,50.2564102564103
"R_8fiKCmrYFv9Y6KR","HH",45,4,2,3,2,2,"HLLH","HL",60,80,NA,50
"R_8fiKCmrYFv9Y6KR","HH",45,4,2,3,2,2,"HLLH","LH",25,100,NA,50.7142857142857
"R_8fiKCmrYFv9Y6KR","HH",45,4,2,3,2,2,"HLLL","HL",50,66.6666666666667,NA,50
"R_8fiKCmrYFv9Y6KR","HH",45,4,2,3,2,2,"HLLL","LL",25,100,NA,50.7692307692308
"R_8fiKCmrYFv9Y6KR","HH",45,4,2,3,2,2,"LHLH","LH",25,100,NA,50.5882352941176
"R_8fiKCmrYFv9Y6KR","HH",45,4,2,3,2,2,"LHLL","LH",25,100,NA,50.6666666666667
"R_8fiKCmrYFv9Y6KR","HH",45,4,2,3,2,2,"LHLL","LL",25,100,NA,50.6666666666667
"R_8fiKCmrYFv9Y6KR","HH",45,4,2,3,2,2,"LLLL","LL",0,0,NA,50.7692307692308
"R_8wccPS1yclllMYN","HH",38.44,4,2,3,3,1,"HHHH","HH",10,13.3333333333333,NA,50.1960784313725
"R_8wccPS1yclllMYN","HH",38.44,4,2,3,3,1,"HHHL","HH",10,13.3333333333333,NA,50.2222222222222
"R_8wccPS1yclllMYN","HH",38.44,4,2,3,3,1,"HHHL","HL",7,9.33333333333333,NA,50.2222222222222
"R_8wccPS1yclllMYN","HH",38.44,4,2,3,3,1,"HHLH","HH",10,13.3333333333333,NA,50.5882352941176
"R_8wccPS1yclllMYN","HH",38.44,4,2,3,3,1,"HHLH","LH",7,28,NA,50
"R_8wccPS1yclllMYN","HH",38.44,4,2,3,3,1,"HHLL","HH",10,13.3333333333333,NA,69.375
"R_8wccPS1yclllMYN","HH",38.44,4,2,3,3,1,"HHLL","LL",5,20,NA,31.25
"R_8wccPS1yclllMYN","HH",38.44,4,2,3,3,1,"HLHL","HL",7,9.33333333333333,NA,50.2564102564103
"R_8wccPS1yclllMYN","HH",38.44,4,2,3,3,1,"HLLH","HL",7,9.33333333333333,NA,65
"R_8wccPS1yclllMYN","HH",38.44,4,2,3,3,1,"HLLH","LH",7,28,NA,35.7142857142857
"R_8wccPS1yclllMYN","HH",38.44,4,2,3,3,1,"HLLL","HL",7,9.33333333333333,NA,62.3076923076923
"R_8wccPS1yclllMYN","HH",38.44,4,2,3,3,1,"HLLL","LL",5,20,NA,38.4615384615385
"R_8wccPS1yclllMYN","HH",38.44,4,2,3,3,1,"LHLH","LH",7,28,NA,50.5882352941176
"R_8wccPS1yclllMYN","HH",38.44,4,2,3,3,1,"LHLL","LH",7,28,NA,57.3333333333333
"R_8wccPS1yclllMYN","HH",38.44,4,2,3,3,1,"LHLL","LL",5,20,NA,44
"R_8wccPS1yclllMYN","HH",38.44,4,2,3,3,1,"LLLL","LL",5,20,NA,50.7692307692308
"R_R2gnvL9OPLiQwrn","HH",34.88,4,1,2,2,3,"HHHH","HH",30,40,NA,50.1960784313725
"R_R2gnvL9OPLiQwrn","HH",34.88,4,1,2,2,3,"HHHL","HH",30,40,NA,51.5555555555556
"R_R2gnvL9OPLiQwrn","HH",34.88,4,1,2,2,3,"HHHL","HL",30,40,NA,48.8888888888889
"R_R2gnvL9OPLiQwrn","HH",34.88,4,1,2,2,3,"HHLH","HH",30,40,NA,58.8235294117647
"R_R2gnvL9OPLiQwrn","HH",34.88,4,1,2,2,3,"HHLH","LH",15,60,NA,41.7647058823529
"R_R2gnvL9OPLiQwrn","HH",34.88,4,1,2,2,3,"HHLL","HH",30,40,NA,62.5
"R_R2gnvL9OPLiQwrn","HH",34.88,4,1,2,2,3,"HHLL","LL",15,60,NA,38.125
"R_R2gnvL9OPLiQwrn","HH",34.88,4,1,2,2,3,"HLHL","HL",30,40,NA,50.2564102564103
"R_R2gnvL9OPLiQwrn","HH",34.88,4,1,2,2,3,"HLLH","HL",35,46.6666666666667,NA,60
"R_R2gnvL9OPLiQwrn","HH",34.88,4,1,2,2,3,"HLLH","LH",15,60,NA,40.7142857142857
"R_R2gnvL9OPLiQwrn","HH",34.88,4,1,2,2,3,"HLLL","HL",35,46.6666666666667,NA,61.5384615384615
"R_R2gnvL9OPLiQwrn","HH",34.88,4,1,2,2,3,"HLLL","LL",15,60,NA,39.2307692307692
"R_R2gnvL9OPLiQwrn","HH",34.88,4,1,2,2,3,"LHLH","LH",15,60,NA,50.5882352941176
"R_R2gnvL9OPLiQwrn","HH",34.88,4,1,2,2,3,"LHLL","LH",15,60,NA,53.3333333333333
"R_R2gnvL9OPLiQwrn","HH",34.88,4,1,2,2,3,"LHLL","LL",15,60,NA,48
"R_R2gnvL9OPLiQwrn","HH",34.88,4,1,2,2,3,"LLLL","LL",15,60,NA,50.7692307692308
"R_2uNzwTcTCI29kYw","HH",34.88,5,2,2,6,1,"HHHH","HH",30,40,NA,50.1960784313725
"R_2uNzwTcTCI29kYw","HH",34.88,5,2,2,6,1,"HHHL","HH",30,40,NA,50.2222222222222
"R_2uNzwTcTCI29kYw","HH",34.88,5,2,2,6,1,"HHHL","HL",30,40,NA,50.2222222222222
"R_2uNzwTcTCI29kYw","HH",34.88,5,2,2,6,1,"HHLH","HH",30,40,NA,30
"R_2uNzwTcTCI29kYw","HH",34.88,5,2,2,6,1,"HHLH","LH",5,20,NA,70.5882352941177
"R_2uNzwTcTCI29kYw","HH",34.88,5,2,2,6,1,"HHLL","HH",30,40,NA,38.125
"R_2uNzwTcTCI29kYw","HH",34.88,5,2,2,6,1,"HHLL","LL",5,20,NA,62.5
"R_2uNzwTcTCI29kYw","HH",34.88,5,2,2,6,1,"HLHL","HL",30,40,NA,50.2564102564103
"R_2uNzwTcTCI29kYw","HH",34.88,5,2,2,6,1,"HLLH","HL",30,40,NA,29.2857142857143
"R_2uNzwTcTCI29kYw","HH",34.88,5,2,2,6,1,"HLLH","LH",5,20,NA,71.4285714285714
"R_2uNzwTcTCI29kYw","HH",34.88,5,2,2,6,1,"HLLL","HL",30,40,NA,31.5384615384615
"R_2uNzwTcTCI29kYw","HH",34.88,5,2,2,6,1,"HLLL","LL",5,20,NA,69.2307692307692
"R_2uNzwTcTCI29kYw","HH",34.88,5,2,2,6,1,"LHLH","LH",5,20,NA,50.5882352941176
"R_2uNzwTcTCI29kYw","HH",34.88,5,2,2,6,1,"LHLL","LH",5,20,NA,50.6666666666667
"R_2uNzwTcTCI29kYw","HH",34.88,5,2,2,6,1,"LHLL","LL",5,20,NA,50.6666666666667
"R_2uNzwTcTCI29kYw","HH",34.88,5,2,2,6,1,"LLLL","LL",5,20,NA,50.7692307692308
"R_1jOBXEdMt2vTvfI","HH",45,2,4,6,3,6,"HHHH","HH",40,53.3333333333333,NA,50.1960784313725
"R_1jOBXEdMt2vTvfI","HH",45,2,4,6,3,6,"HHHL","HH",40,53.3333333333333,NA,43.5555555555556
"R_1jOBXEdMt2vTvfI","HH",45,2,4,6,3,6,"HHHL","HL",40,53.3333333333333,NA,56.8888888888889
"R_1jOBXEdMt2vTvfI","HH",45,2,4,6,3,6,"HHLH","HH",40,53.3333333333333,NA,75.2941176470588
"R_1jOBXEdMt2vTvfI","HH",45,2,4,6,3,6,"HHLH","LH",12,48,NA,25.2941176470588
"R_1jOBXEdMt2vTvfI","HH",45,2,4,6,3,6,"HHLL","HH",40,53.3333333333333,NA,80
"R_1jOBXEdMt2vTvfI","HH",45,2,4,6,3,6,"HHLL","LL",12,48,NA,20.625
"R_1jOBXEdMt2vTvfI","HH",45,2,4,6,3,6,"HLHL","HL",40,53.3333333333333,NA,50.2564102564103
"R_1jOBXEdMt2vTvfI","HH",45,2,4,6,3,6,"HLLH","HL",40,53.3333333333333,NA,70
"R_1jOBXEdMt2vTvfI","HH",45,2,4,6,3,6,"HLLH","LH",12,48,NA,30.7142857142857
"R_1jOBXEdMt2vTvfI","HH",45,2,4,6,3,6,"HLLL","HL",40,53.3333333333333,NA,75.3846153846154
"R_1jOBXEdMt2vTvfI","HH",45,2,4,6,3,6,"HLLL","LL",12,48,NA,25.3846153846154
"R_1jOBXEdMt2vTvfI","HH",45,2,4,6,3,6,"LHLH","LH",12,48,NA,50.5882352941176
"R_1jOBXEdMt2vTvfI","HH",45,2,4,6,3,6,"LHLL","LH",12,48,NA,44
"R_1jOBXEdMt2vTvfI","HH",45,2,4,6,3,6,"LHLL","LL",12,48,NA,57.3333333333333
"R_1jOBXEdMt2vTvfI","HH",45,2,4,6,3,6,"LLLL","LL",12,48,NA,50.7692307692308
"R_QnyNV86i3kZJNcJ","HH",20.69,4,1,4,5,2,"HHHH","HH",45,60,NA,50.1960784313725
"R_QnyNV86i3kZJNcJ","HH",20.69,4,1,4,5,2,"HHHL","HH",35,46.6666666666667,NA,48.8888888888889
"R_QnyNV86i3kZJNcJ","HH",20.69,4,1,4,5,2,"HHHL","HL",45,60,NA,51.5555555555556
"R_QnyNV86i3kZJNcJ","HH",20.69,4,1,4,5,2,"HHLH","HH",45,60,NA,49.4117647058824
"R_QnyNV86i3kZJNcJ","HH",20.69,4,1,4,5,2,"HHLH","LH",15,60,NA,51.1764705882353
"R_QnyNV86i3kZJNcJ","HH",20.69,4,1,4,5,2,"HHLL","HH",25,33.3333333333333,NA,47.5
"R_QnyNV86i3kZJNcJ","HH",20.69,4,1,4,5,2,"HHLL","LL",15,60,NA,53.125
"R_QnyNV86i3kZJNcJ","HH",20.69,4,1,4,5,2,"HLHL","HL",20,26.6666666666667,NA,50.2564102564103
"R_QnyNV86i3kZJNcJ","HH",20.69,4,1,4,5,2,"HLLH","HL",30,40,NA,51.4285714285714
"R_QnyNV86i3kZJNcJ","HH",20.69,4,1,4,5,2,"HLLH","LH",15,60,NA,49.2857142857143
"R_QnyNV86i3kZJNcJ","HH",20.69,4,1,4,5,2,"HLLL","HL",30,40,NA,50
"R_QnyNV86i3kZJNcJ","HH",20.69,4,1,4,5,2,"HLLL","LL",10,40,NA,50.7692307692308
"R_QnyNV86i3kZJNcJ","HH",20.69,4,1,4,5,2,"LHLH","LH",12,48,NA,50.5882352941176
"R_QnyNV86i3kZJNcJ","HH",20.69,4,1,4,5,2,"LHLL","LH",8,32,NA,45.3333333333333
"R_QnyNV86i3kZJNcJ","HH",20.69,4,1,4,5,2,"LHLL","LL",10,40,NA,56
"R_QnyNV86i3kZJNcJ","HH",20.69,4,1,4,5,2,"LLLL","LL",10,40,NA,50.7692307692308
"R_3j70zuaMDTknnXg","HH",21.04,4,5,4,4,4,"HHHH","HH",20,26.6666666666667,NA,50.1960784313725
"R_3j70zuaMDTknnXg","HH",21.04,4,5,4,4,4,"HHHL","HH",20,26.6666666666667,NA,50.2222222222222
"R_3j70zuaMDTknnXg","HH",21.04,4,5,4,4,4,"HHHL","HL",20,26.6666666666667,NA,50.2222222222222
"R_3j70zuaMDTknnXg","HH",21.04,4,5,4,4,4,"HHLH","HH",20,26.6666666666667,NA,50.2941176470588
"R_3j70zuaMDTknnXg","HH",21.04,4,5,4,4,4,"HHLH","LH",10,40,NA,50.2941176470588
"R_3j70zuaMDTknnXg","HH",21.04,4,5,4,4,4,"HHLL","HH",20,26.6666666666667,NA,50.3125
"R_3j70zuaMDTknnXg","HH",21.04,4,5,4,4,4,"HHLL","LL",10,40,NA,50.3125
"R_3j70zuaMDTknnXg","HH",21.04,4,5,4,4,4,"HLHL","HL",20,26.6666666666667,NA,50.2564102564103
"R_3j70zuaMDTknnXg","HH",21.04,4,5,4,4,4,"HLLH","HL",20,26.6666666666667,NA,50.3571428571429
"R_3j70zuaMDTknnXg","HH",21.04,4,5,4,4,4,"HLLH","LH",10,40,NA,50.3571428571429
"R_3j70zuaMDTknnXg","HH",21.04,4,5,4,4,4,"HLLL","HL",20,26.6666666666667,NA,50.3846153846154
"R_3j70zuaMDTknnXg","HH",21.04,4,5,4,4,4,"HLLL","LL",10,40,NA,50.3846153846154
"R_3j70zuaMDTknnXg","HH",21.04,4,5,4,4,4,"LHLH","LH",15,60,NA,50.5882352941176
"R_3j70zuaMDTknnXg","HH",21.04,4,5,4,4,4,"LHLL","LH",10,40,NA,50.6666666666667
"R_3j70zuaMDTknnXg","HH",21.04,4,5,4,4,4,"LHLL","LL",10,40,NA,50.6666666666667
"R_3j70zuaMDTknnXg","HH",21.04,4,5,4,4,4,"LLLL","LL",10,40,NA,50.7692307692308
"R_2VOzuV762oTD1iE","HH",37.48,1,1,4,4,4,"HHHH","HH",10,13.3333333333333,NA,50.1960784313725
"R_2VOzuV762oTD1iE","HH",37.48,1,1,4,4,4,"HHHL","HH",15,20,NA,50.2222222222222
"R_2VOzuV762oTD1iE","HH",37.48,1,1,4,4,4,"HHHL","HL",15,20,NA,50.2222222222222
"R_2VOzuV762oTD1iE","HH",37.48,1,1,4,4,4,"HHLH","HH",15,20,NA,47.6470588235294
"R_2VOzuV762oTD1iE","HH",37.48,1,1,4,4,4,"HHLH","LH",15,60,NA,52.9411764705882
