"pp","type","endowment","productivity","svo_angle","svo_category","svo_totalself","svo_totalother","pref_1","pref_2","pref_3","pref_4","coop_HH","coop_HL","coop_LH","coop_LL","belief_HH","belief_HL","belief_LH","belief_LL","create_types","create_types_MC","create_types_MC_other","create_pairs_HH","create_pairs_HL","create_pairs_LH","create_pairs_LL","create_pairs_MC","create_pairs_MC_other","fair_con_HHHH_HH","fair_con_HHHL_HH","fair_con_HHHL_HL","fair_con_HHLH_HH","fair_con_HHLH_LH","fair_con_HHLL_HH","fair_con_HHLL_LL","fair_con_HLHL_HL","fair_con_HLLH_HL","fair_con_HLLH_LH","fair_con_HLLL_HL","fair_con_HLLL_LL","fair_con_LHLH_LH","fair_con_LHLL_LH","fair_con_LHLL_LL","fair_con_LLLL_LL","faircoop_MC","faircoop_MC_other","fair_earn_HHHH_HH_1","fair_earn_HHHH_HH_2","fair_earn_HHHL_HH","fair_earn_HHHL_HL","fair_earn_HHLH_HH","fair_earn_HHLH_LH","fair_earn_HHLL_HH","fair_earn_HHLL_LL","fair_earn_HLHL_HL_1","fair_earn_HLHL_HL_2","fair_earn_HLLH_HL","fair_earn_HLLH_LH","fair_earn_HLLL_HL","fair_earn_HLLL_LL","fair_earn_LHLH_LH_1","fair_earn_LHLH_LH_2","fair_earn_LHLL_LH","fair_earn_LHLL_LL","fair_earn_LLLL_LL_1","fair_earn_LLLL_LL_2","fairearn_MC","fairearn_MC_other","inequality_beliefs1_1","inequality_beliefs1_2","inequality_beliefs1_3","inequality_beliefs1_4","inequality_beliefs2_1","inequality_beliefs2_2","inequality_beliefs2_3","inequality_beliefs2_4","inequality_beliefs2_5","inequality_attitudes_1","inequality_attitudes_2","gender","age","country","education","political_orientation","social_ideology","economic_ideology","fair_con_HHHH_HH_rel","fair_con_HHHL_HH_rel","fair_con_HHHL_HL_rel","fair_con_HHLH_HH_rel","fair_con_HHLH_LH_rel","fair_con_HHLL_HH_rel","fair_con_HHLL_LL_rel","fair_con_HLHL_HL_rel","fair_con_HLLH_HL_rel","fair_con_HLLH_LH_rel","fair_con_HLLL_HL_rel","fair_con_HLLL_LL_rel","fair_con_LHLH_LH_rel","fair_con_LHLL_LH_rel","fair_con_LHLL_LL_rel","fair_con_LLLL_LL_rel","fair_earn_HHHH_HH_rel","fair_earn_HHHL_HH_rel","fair_earn_HHHL_HL_rel","fair_earn_HHLH_HH_rel","fair_earn_HHLH_LH_rel","fair_earn_HHLL_HH_rel","fair_earn_HHLL_LL_rel","fair_earn_HLHL_HL_rel","fair_earn_HLLH_HL_rel","fair_earn_HLLH_LH_rel","fair_earn_HLLL_HL_rel","fair_earn_HLLL_LL_rel","fair_earn_LHLH_LH_rel","fair_earn_LHLL_LH_rel","fair_earn_LHLL_LL_rel","fair_earn_LLLL_LL_rel","inequality_beliefs1_1_num","inequality_beliefs1_2_num","inequality_beliefs1_3_num","inequality_beliefs1_4_num","inequality_beliefs2_1_num","inequality_beliefs2_2_num","inequality_beliefs2_3_num","inequality_beliefs2_4_num","inequality_beliefs2_5_num","inequality_attitudes_1_num","inequality_attitudes_2_num","merit","luck"
"R_1FA3rLITg2AMHzh","HH",75,1.7,21.5,"Individualistic",1431,1131,"HH","HL","LH","LL",75,75,75,75,75,75,25,25,"HH-LL","Similarity","","HH","HL","LH","LL","Similarity","",75,75,75,75,25,75,25,75,75,25,75,25,25,25,25,25,"Welfare","",128,128,113,113,86,85,81,80,98,98,71,70,66,65,43,43,38,38,33,33,"Similarity","","strongly disagree","agree somewhat","strongly disagree","strongly disagree","disagree somewhat","disagree somewhat","strongly disagree","strongly agree","strongly disagree","agree somewhat","neither agree
nor disagree","Female",38,"United Kingdom of Great Britain and Northern Ireland","Doctoral degree",3,1,4,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50.1960784313725,50.2222222222222,50.2222222222222,50.5882352941176,50,50.625,50,50.2564102564103,50.7142857142857,50,50.7692307692308,50,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,1,4,1,1,2,2,1,5,1,4,3,1,4
"R_21ARscMcOrjtNpm","HH",75,1.7,34.88,"Prosocial",1288,1225,"HH","HL","LH","LL",50,50,30,25,50,50,15,10,"HH-LL","Welfare","","LL","LH","HL","HH","Inequality","",70,70,70,70,15,70,15,65,65,15,70,10,15,15,15,15,"Welfare","",128,128,113,113,85.5,85.5,80.5,80.5,98,98,70.5,70.5,65.5,65.5,43,43,38,38,33,33,"Similarity","","disagree somewhat","agree somewhat","neither agree
nor disagree","neither agree
nor disagree","agree somewhat","neither agree
nor disagree","agree somewhat","agree somewhat","neither agree
nor disagree","agree somewhat","agree somewhat","Male",32,"United Kingdom of Great Britain and Northern Ireland","Bachelor's degree in college (4-year)",2,2,3,93.3333333333333,93.3333333333333,93.3333333333333,93.3333333333333,60,93.3333333333333,60,86.6666666666667,86.6666666666667,60,93.3333333333333,40,60,60,60,60,50.1960784313725,50.2222222222222,50.2222222222222,50.2941176470588,50.2941176470588,50.3125,50.3125,50.2564102564103,50.3571428571429,50.3571428571429,50.3846153846154,50.3846153846154,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,2,4,3,3,4,3,4,4,3,4,4,2,4
"R_2VKBqubrkWqPGcB","HH",75,1.7,45,"Prosocial",1284,1264,"HH","HL","LH","LL",50,40,40,40,35,25,10,10,"HH-LL","Welfare","","HH","LL","LH","HL","Welfare","",75,75,75,75,25,75,25,75,75,25,75,25,25,25,25,25,"Welfare","",128,128,113,113,85,86,80,81,98,98,71,70,66,65,43,43,38,38,33,33,"Similarity","","strongly disagree","agree somewhat","strongly disagree","strongly disagree","neither agree
nor disagree","disagree somewhat","disagree somewhat","strongly agree","disagree somewhat","strongly agree","strongly agree","Male",33,"United Kingdom of Great Britain and Northern Ireland","Bachelor's degree in college (4-year)",3,2,5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50.1960784313725,50.2222222222222,50.2222222222222,50,50.5882352941176,50,50.625,50.2564102564103,50.7142857142857,50,50.7692307692308,50,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,1,4,1,1,3,2,2,5,2,5,5,1,4
"R_21ptkuYkj6N5EEF","HH",75,1.7,37.09,"Prosocial",1304,1244,"HH","HL","LH","LL",75,75,50,50,75,75,10,10,"HH-LL","Welfare","","HH","HL","LL","LH","Similarity","",75,75,75,75,25,75,25,75,75,25,75,25,25,25,25,25,"Welfare","",128,128,113,113,86,85,81,80,98,98,71,70,66,65,43,43,38,38,33,33,"Similarity","","agree somewhat","neither agree
nor disagree","agree somewhat","disagree somewhat","disagree somewhat","agree somewhat","strongly agree","agree somewhat","neither agree
nor disagree","agree somewhat","strongly agree","Male",30,"United Kingdom of Great Britain and Northern Ireland","Bachelor's degree in college (4-year)",4,3,3,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50.1960784313725,50.2222222222222,50.2222222222222,50.5882352941176,50,50.625,50,50.2564102564103,50.7142857142857,50,50.7692307692308,50,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,4,3,4,2,2,4,5,4,3,4,5,4,3
"R_1hze38OMHpugM8I","HH",75,1.7,5.82,"Individualistic",1455,1066,"HH","HL","LH","LL",30,20,10,10,20,20,5,5,"HH-LL","Similarity","","HH","HL","LH","LL","Similarity","",30,30,25,30,10,30,10,25,30,10,20,15,10,10,15,10,"Welfare","",128,128,113,113,100,71,101,60,98,98,100,41,100,31,43,43,38,38,33,33,"Similarity","","agree somewhat","disagree somewhat","strongly disagree","neither agree
nor disagree","neither agree
nor disagree","disagree somewhat","neither agree
nor disagree","neither agree
nor disagree","disagree somewhat","disagree somewhat","neither agree
nor disagree","Female",23,"United Kingdom of Great Britain and Northern Ireland","Bachelor's degree in college (4-year)",3,3,3,40,40,33.3333333333333,40,40,40,40,33.3333333333333,40,40,26.6666666666667,60,40,40,60,40,50.1960784313725,50.2222222222222,50.2222222222222,58.8235294117647,41.7647058823529,63.125,37.5,50.2564102564103,71.4285714285714,29.2857142857143,76.9230769230769,23.8461538461538,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,4,2,1,3,3,2,3,3,2,2,3,4,2
"R_3IS7HVHkOOpywIu","HH",75,1.7,37.48,"Prosocial",1275,1235,"HH","HL","LH","LL",45,40,40,40,30,40,10,13,"HL-LH","Inequality","","HH","HL","LH","LL","Inequality","",40,40,40,40,13,40,12,40,40,13,40,12,13,13,12,12,"Welfare","",128,128,113,113,86,85,81,80,98,98,71,70,66,65,43,43,38,38,33,33,"Inequality","","strongly disagree","agree somewhat","strongly disagree","strongly disagree","neither agree
nor disagree","disagree somewhat","disagree somewhat","strongly agree","neither agree
nor disagree","strongly agree","agree somewhat","Female",44,"United Kingdom of Great Britain and Northern Ireland","Bachelor's degree in college (4-year)",3,3,4,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333,52,53.3333333333333,48,53.3333333333333,53.3333333333333,52,53.3333333333333,48,52,52,48,48,50.1960784313725,50.2222222222222,50.2222222222222,50.5882352941176,50,50.625,50,50.2564102564103,50.7142857142857,50,50.7692307692308,50,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,1,4,1,1,3,2,2,5,3,5,4,1,4
"R_1rlDzfcsWs6ioiL","HH",75,1.7,34.36,"Prosocial",1284,1219,"HH","HL","LH","LL",40,35,35,30,35,35,10,10,"HL-LH","Random","","HH","LH","LL","HL","Other","Some of the boxes wouldn't drop where I wanted them to ",35,35,30,35,10,35,13,30,35,10,35,10,13,13,10,10,"Similarity","",128,128,128,98,100,71,100,61,98,98,98,43,67,64,43,43,33,43,33,33,"Similarity","","strongly disagree","neither agree
nor disagree","strongly disagree","agree somewhat","disagree somewhat","neither agree
nor disagree","neither agree
nor disagree","neither agree
nor disagree","strongly disagree","strongly agree","strongly agree","Female",48,"United Kingdom of Great Britain and Northern Ireland","Some college but no degree",3,2,2,46.6666666666667,46.6666666666667,40,46.6666666666667,40,46.6666666666667,52,40,46.6666666666667,40,46.6666666666667,40,52,52,40,40,50.1960784313725,56.8888888888889,43.5555555555556,58.8235294117647,41.7647058823529,62.5,38.125,50.2564102564103,70,30.7142857142857,51.5384615384615,49.2307692307692,50.5882352941176,44,57.3333333333333,50.7692307692308,1,3,1,4,2,3,3,3,1,5,5,1,3
"R_2uIzvcBD8c2NhQd","HH",75,1.7,33.43,"Prosocial",1320,1220,"LH","HH","LL","HL",35,30,30,30,35,30,10,10,"HH-LL","Welfare","","LH","HH","LL","HL","Similarity","",25,25,25,25,10,25,10,25,25,10,25,10,10,10,10,10,"Similarity","",128,128,126,100,110,61,140,21,98,98,100,41,100,31,43,43,38,38,33,33,"Random","","disagree somewhat","strongly agree","strongly agree","strongly disagree","agree somewhat","strongly disagree","disagree somewhat","strongly agree","neither agree
nor disagree","agree somewhat","agree somewhat","Female",39,"United Kingdom of Great Britain and Northern Ireland","High school graduate (high school diploma or equivalent including GED)",3,3,6,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,40,33.3333333333333,40,33.3333333333333,33.3333333333333,40,33.3333333333333,40,40,40,40,40,50.1960784313725,56,44.4444444444444,64.7058823529412,35.8823529411765,87.5,13.125,50.2564102564103,71.4285714285714,29.2857142857143,76.9230769230769,23.8461538461538,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,2,5,5,1,4,1,2,5,3,4,4,2,5
"R_xyB9eDfDGbXfYMp","HH",75,1.7,33.82,"Prosocial",1324,1183,"HH","LH","HL","LL",75,40,30,40,75,55,20,10,"HH-LL","Welfare","","HH","LL","HL","LH","Welfare","",75,60,60,70,20,45,20,75,50,20,60,20,25,15,20,25,"Welfare","",128,128,128,98,121,50,111,50,98,98,98,43,41,90,43,43,38,38,33,33,"Random","","disagree somewhat","agree somewhat","agree somewhat","neither agree
nor disagree","agree somewhat","disagree somewhat","agree somewhat","strongly agree","neither agree
nor disagree","strongly agree","strongly agree","Female",26,"United Kingdom of Great Britain and Northern Ireland","Bachelor's degree in college (4-year)",2,2,3,100,80,80,93.3333333333333,80,60,80,100,66.6666666666667,80,80,80,100,60,80,100,50.1960784313725,56.8888888888889,43.5555555555556,71.1764705882353,29.4117647058824,69.375,31.25,50.2564102564103,70,30.7142857142857,31.5384615384615,69.2307692307692,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,2,4,4,3,4,2,4,5,3,5,5,2,4
"R_27PD3FNmox2iZ8B","HH",75,1.7,34.88,"Prosocial",1285,1222,"HH","HL","LH","LL",50,50,50,50,35,45,15,15,"HL-LH","Inequality","","LL","LH","HL","HH","Inequality","",50,50,50,50,15,50,15,50,50,15,50,15,15,15,15,15,"Other","I believed that it was a fair split based on income which would provide both with a good outcome ",128,128,113,113,85.5,85.5,80.5,80.5,98,98,70.5,70.5,65.5,65.5,43,43,38,38,33,33,"Similarity","","strongly disagree","disagree somewhat","disagree somewhat","agree somewhat","disagree somewhat","disagree somewhat","agree somewhat","strongly agree","strongly disagree","agree somewhat","agree somewhat","Female",33,"United Kingdom of Great Britain and Northern Ireland","Some college but no degree",4,3,3,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,60,66.6666666666667,60,66.6666666666667,66.6666666666667,60,66.6666666666667,60,60,60,60,60,50.1960784313725,50.2222222222222,50.2222222222222,50.2941176470588,50.2941176470588,50.3125,50.3125,50.2564102564103,50.3571428571429,50.3571428571429,50.3846153846154,50.3846153846154,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,1,2,2,4,2,2,4,5,1,4,4,1,2
"R_1pAy6FsRUnDLbHy","HH",75,1.7,29.71,"Prosocial",1311,1175,"HH","HL","LH","LL",50,40,30,30,40,50,0,10,"HL-LH","Welfare","","LL","LH","HL","HH","Inequality","",75,50,60,40,10,50,10,50,30,15,40,10,25,25,25,25,"Welfare","",128,128,128,98,100,71,90,71,98,98,80,61,85,46,43,43,38,38,33,33,"Inequality","","strongly disagree","agree somewhat","disagree somewhat","disagree somewhat","strongly agree","strongly disagree","disagree somewhat","strongly agree","neither agree
nor disagree","strongly agree","strongly agree","Female",32,"United Kingdom of Great Britain and Northern Ireland","Bachelor's degree in college (4-year)",2,1,3,100,66.6666666666667,80,53.3333333333333,40,66.6666666666667,40,66.6666666666667,40,60,53.3333333333333,40,100,100,100,100,50.1960784313725,56.8888888888889,43.5555555555556,58.8235294117647,41.7647058823529,56.25,44.375,50.2564102564103,57.1428571428571,43.5714285714286,65.3846153846154,35.3846153846154,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,1,4,2,2,5,1,2,5,3,5,5,1,4
"R_23VLJTxYI1Lj8Jz","HH",75,1.7,45,"Prosocial",1268,1258,"HH","LH","HL","LL",30,35,35,30,30,25,10,10,"HL-LH","Welfare","","HH","HL","LH","LL","Similarity","",50,40,40,50,15,55,10,50,50,10,50,15,15,15,10,18,"Welfare","",128,128,113,113,90,81,80,81,98,98,81,60,76,55,43,43,38,38,33,33,"Similarity","","disagree somewhat","strongly disagree","strongly disagree","strongly disagree","agree somewhat","agree somewhat","agree somewhat","strongly agree","neither agree
nor disagree","agree somewhat","agree somewhat","Female",25,"United Kingdom of Great Britain and Northern Ireland","Bachelor's degree in college (4-year)",3,1,2,66.6666666666667,53.3333333333333,53.3333333333333,66.6666666666667,60,73.3333333333333,40,66.6666666666667,66.6666666666667,40,66.6666666666667,60,60,60,40,72,50.1960784313725,50.2222222222222,50.2222222222222,52.9411764705882,47.6470588235294,50,50.625,50.2564102564103,57.8571428571429,42.8571428571429,58.4615384615385,42.3076923076923,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,2,1,1,1,4,4,4,5,3,4,4,2,1
"R_1reo5dE8qjlAkKV","HH",75,1.7,34.88,"Prosocial",1289,1226,"HH","HL","LH","LL",50,40,20,25,50,35,10,10,"HH-LL","Welfare","","HL","LL","HH","LH","Inequality","",50,40,35,35,10,40,15,35,35,10,35,10,10,10,10,10,"Inequality","",128,128,126,100,100,71,61,100,98,98,90,51,80,51,43,43,40,36,33,33,"Inequality","","disagree somewhat","strongly agree","strongly disagree","strongly disagree","agree somewhat","strongly disagree","disagree somewhat","agree somewhat","neither agree
nor disagree","strongly agree","strongly agree","Male",27,"United Kingdom of Great Britain and Northern Ireland","High school graduate (high school diploma or equivalent including GED)",4,3,4,66.6666666666667,53.3333333333333,46.6666666666667,46.6666666666667,40,53.3333333333333,60,46.6666666666667,46.6666666666667,40,46.6666666666667,40,40,40,40,40,50.1960784313725,56,44.4444444444444,58.8235294117647,41.7647058823529,38.125,62.5,50.2564102564103,64.2857142857143,36.4285714285714,61.5384615384615,39.2307692307692,50.5882352941176,53.3333333333333,48,50.7692307692308,2,5,1,1,4,1,2,4,3,5,5,2,5
"R_2c0duw6QVPFHxvp","HH",75,1.7,34.88,"Prosocial",1295,1225,"HH","HL","LH","LL",60,40,10,10,60,40,10,10,"HL-LH","Inequality","","LL","LH","HH","HL","Inequality","",50,50,40,50,15,50,15,45,40,15,45,10,15,15,10,10,"Inequality","",128,128,120,106,111,60,100,61,98,98,91,50,86,45,43,43,40,36,33,33,"Inequality","","disagree somewhat","neither agree
nor disagree","neither agree
nor disagree","disagree somewhat","disagree somewhat","disagree somewhat","disagree somewhat","agree somewhat","agree somewhat","strongly agree","strongly agree","Male",47,"United Kingdom of Great Britain and Northern Ireland","Bachelor's degree in college (4-year)",3,3,5,66.6666666666667,66.6666666666667,53.3333333333333,66.6666666666667,60,66.6666666666667,60,60,53.3333333333333,60,60,40,60,60,40,40,50.1960784313725,53.3333333333333,47.1111111111111,65.2941176470588,35.2941176470588,62.5,38.125,50.2564102564103,65,35.7142857142857,66.1538461538461,34.6153846153846,50.5882352941176,53.3333333333333,48,50.7692307692308,2,3,3,2,2,2,2,4,4,5,5,2,3
"R_3DvaBYUsVTUmjL7","HH",75,1.7,42.57,"Prosocial",1273,1270,"HH","HL","LH","LL",25,25,25,25,25,20,10,10,"HL-LH","Inequality","","LL","LH","HH","HL","Inequality","",75,25,25,25,10,25,10,25,25,10,25,5,10,25,25,5,"Other","I started out thinking that those who had a smaller pot to start with should contribute less but realised that it would actually benefit both if everyone put everything in.",128,128,121,105,100,71,100,61,98,98,90,51,90,41,43,43,38,38,33,33,"Other","I wanted those who put more in to be rewarded but at the same time wanted the person who put less in to also get a better return.","strongly disagree","agree somewhat","agree somewhat","disagree somewhat","neither agree
nor disagree","neither agree
nor disagree","agree somewhat","agree somewhat","neither agree
nor disagree","strongly agree","strongly agree","Female",39,"United Kingdom of Great Britain and Northern Ireland","Bachelor's degree in college (4-year)",2,1,4,100,33.3333333333333,33.3333333333333,33.3333333333333,40,33.3333333333333,40,33.3333333333333,33.3333333333333,40,33.3333333333333,20,40,100,100,20,50.1960784313725,53.7777777777778,46.6666666666667,58.8235294117647,41.7647058823529,62.5,38.125,50.2564102564103,64.2857142857143,36.4285714285714,69.2307692307692,31.5384615384615,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,1,4,4,2,3,3,4,4,3,5,5,1,4
"R_2e2qG5ZVpehsBZN","HH",75,1.7,-7.82,"Individualistic",1455,1005,"HH","HL","LH","LL",25,1,15,15,20,15,20,25,"HL-LH","Welfare","","LL","LH","HL","HH","Welfare","",75,25,20,40,25,35,25,25,25,25,30,25,25,20,25,25,"Welfare","",128,128,128,98,128,43,128,33,98,98,98,43,98,33,43,43,43,33,33,33,"Other","Well i don't really understand, i gave them excately what they should get as the rules of the game suggest. ","disagree somewhat","agree somewhat","strongly disagree","disagree somewhat","disagree somewhat","neither agree
nor disagree","agree somewhat","agree somewhat","strongly disagree","neither agree
nor disagree","neither agree
nor disagree","Male",31,"United Kingdom of Great Britain and Northern Ireland","High school graduate (high school diploma or equivalent including GED)",4,4,4,100,33.3333333333333,26.6666666666667,53.3333333333333,100,46.6666666666667,100,33.3333333333333,33.3333333333333,100,40,100,100,80,100,100,50.1960784313725,56.8888888888889,43.5555555555556,75.2941176470588,25.2941176470588,80,20.625,50.2564102564103,70,30.7142857142857,75.3846153846154,25.3846153846154,50.5882352941176,57.3333333333333,44,50.7692307692308,2,4,1,2,2,3,4,4,1,3,3,2,4
"R_3n90o6ggnwH0zp4","HH",75,1.7,23.72,"Prosocial",1379,1159,"HH","LH","HL","LL",50,10,25,0,50,50,15,15,"HH-LL","Welfare","","HH","HL","LH","LL","Inequality","",40,50,25,50,15,50,5,30,30,15,20,5,15,15,10,5,"Welfare","",128,128,150,76,138,33,140,21,98,98,91,50,81,50,43,43,46,30,33,33,"Welfare","","disagree somewhat","neither agree
nor disagree","disagree somewhat","disagree somewhat","strongly agree","disagree somewhat","agree somewhat","strongly agree","agree somewhat","agree somewhat","strongly agree","Male",44,"United Kingdom of Great Britain and Northern Ireland","Doctoral degree",5,3,6,53.3333333333333,66.6666666666667,33.3333333333333,66.6666666666667,60,66.6666666666667,20,40,40,60,26.6666666666667,20,60,60,40,20,50.1960784313725,66.6666666666667,33.7777777777778,81.1764705882353,19.4117647058824,87.5,13.125,50.2564102564103,65,35.7142857142857,62.3076923076923,38.4615384615385,50.5882352941176,61.3333333333333,40,50.7692307692308,2,3,2,2,5,2,4,5,4,4,5,2,3
"R_1mggVONpnVIH25L","HH",75,1.7,34.88,"Prosocial",1286,1223,"HH","HL","LH","LL",25,25,35,50,50,25,15,10,"HL-LH","Inequality","","HH","HL","LH","LL","Inequality","",75,50,25,50,15,50,10,50,20,15,50,15,25,15,10,25,"Welfare","",128,128,128,98,100,71,126,35,98,98,95,46,95,36,43,43,40,36,33,33,"Welfare","","disagree somewhat","agree somewhat","disagree somewhat","agree somewhat","strongly agree","disagree somewhat","agree somewhat","strongly agree","disagree somewhat","neither agree
nor disagree","strongly agree","Male",42,"United Kingdom of Great Britain and Northern Ireland","Bachelor's degree in college (4-year)",4,3,4,100,66.6666666666667,33.3333333333333,66.6666666666667,60,66.6666666666667,40,66.6666666666667,26.6666666666667,60,66.6666666666667,60,100,60,40,100,50.1960784313725,56.8888888888889,43.5555555555556,58.8235294117647,41.7647058823529,78.75,21.875,50.2564102564103,67.8571428571429,32.8571428571429,73.0769230769231,27.6923076923077,50.5882352941176,53.3333333333333,48,50.7692307692308,2,4,2,4,5,2,4,5,2,3,5,2,4
"R_2wGG2cGXfu1sw27","HH",75,1.7,37.48,"Prosocial",1283,1235,"HL","HH","LH","LL",30,20,20,10,30,20,15,5,"HL-LH","Welfare","","HL","HH","LL","LH","Similarity","",35,35,30,35,20,25,10,30,30,15,30,15,15,15,10,10,"Similarity","",128,128,126,100,120,51,100,61,98,98,81,60,90,41,43,43,40,36,33,33,"Welfare","","disagree somewhat","disagree somewhat","strongly disagree","neither agree
nor disagree","agree somewhat","agree somewhat","agree somewhat","agree somewhat","neither agree
nor disagree","agree somewhat","agree somewhat","Female",39,"United Kingdom of Great Britain and Northern Ireland","Some college but no degree",3,3,5,46.6666666666667,46.6666666666667,40,46.6666666666667,80,33.3333333333333,40,40,40,60,40,60,60,60,40,40,50.1960784313725,56,44.4444444444444,70.5882352941177,30,62.5,38.125,50.2564102564103,57.8571428571429,42.8571428571429,69.2307692307692,31.5384615384615,50.5882352941176,53.3333333333333,48,50.7692307692308,2,2,1,3,4,4,4,4,3,4,4,2,2
"R_AujbAQubl8SjCyB","HH",75,1.7,34.88,"Prosocial",1288,1225,"HH","HL","LH","LL",50,25,15,10,50,25,15,10,"HH-LL","Welfare","","HH","HL","LH","LL","Welfare","",50,50,25,15,15,50,10,25,25,10,25,5,10,10,10,5,"Welfare","",128,128,128,98,43,128,33,128,98,98,98,43,98,33,43,43,43,33,33,33,"Other","Fairness - receive the proportion you create","disagree somewhat","agree somewhat","neither agree
nor disagree","disagree somewhat","agree somewhat","agree somewhat","neither agree
nor disagree","agree somewhat","disagree somewhat","agree somewhat","neither agree
nor disagree","Male",48,"United Kingdom of Great Britain and Northern Ireland","Master's degree",4,6,2,66.6666666666667,66.6666666666667,33.3333333333333,20,60,66.6666666666667,40,33.3333333333333,33.3333333333333,40,33.3333333333333,20,40,40,40,20,50.1960784313725,56.8888888888889,43.5555555555556,25.2941176470588,75.2941176470588,20.625,80,50.2564102564103,70,30.7142857142857,75.3846153846154,25.3846153846154,50.5882352941176,57.3333333333333,44,50.7692307692308,2,4,3,2,4,4,3,4,2,4,3,2,4
"R_1GI9nfu94clDXJI","HH",75,1.7,37.48,"Prosocial",1283,1235,"HH","HL","LL","LH",40,30,15,10,40,35,10,10,"HL-LH","Inequality","","HH","LL","HL","LH","Inequality","",50,30,30,30,15,30,15,30,30,15,30,15,15,15,15,15,"Inequality","",128,128,116,110,114,57,91,70,98,98,75,66,75,56,43,43,40,36,33,33,"Inequality","","disagree somewhat","strongly agree","agree somewhat","neither agree
nor disagree","neither agree
nor disagree","neither agree
nor disagree","agree somewhat","agree somewhat","disagree somewhat","neither agree
nor disagree","neither agree
nor disagree","Male",43,"United Kingdom of Great Britain and Northern Ireland","Bachelor's degree in college (4-year)",4,5,5,66.6666666666667,40,40,40,60,40,60,40,40,60,40,60,60,60,60,60,50.1960784313725,51.5555555555556,48.8888888888889,67.0588235294118,33.5294117647059,56.875,43.75,50.2564102564103,53.5714285714286,47.1428571428571,57.6923076923077,43.0769230769231,50.5882352941176,53.3333333333333,48,50.7692307692308,2,5,4,3,3,3,4,4,2,3,3,2,5
